Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12
DEL,C,1,0,0.0208906971974698,0.00304974929915008,0.0290128518121598,0.0119307392752102,0.000626651552462184,0.337557255134525,0.0112872607946453,0.033856710768332,0.109742211104336,0.0470756799543514,0.0293890940325262,0.00619590177596385
DEL,C,1,1,0.0300937167847361,3.57504364176791e-05,0.000419985666378205,0.00222123589172444,0.000540377082295015,0.0964969669479103,0.00272301487552229,0.0209761608949169,0.214790247547123,0.0140334552343669,0.006077437155608,0.014081816638871
DEL,C,1,2,0.0276086514817822,9.09781377772031e-07,2.1548001165014e-05,0.00334557243348437,1.8567934094278e-06,0.00271328295883185,0.00045504508680703,0.00245923760115525,0.190366544015331,0.00743223636093227,0.00811484335311241,0.00204248199687964
DEL,C,1,3,0.0138799627970862,0.00163805800283836,0.0104977027271367,0.00138688853888196,0.00192253969080337,0.0115452837599022,0.00105236543292523,0.00574944305395778,0.0679808697759577,0.00446704833363616,0.000950974000475107,0.00225729903823323
DEL,C,1,4,0.00268179874135004,0.0024655832521,0.0132883821605611,0.0023086417995054,0.000874396034401074,0.0130376257696721,0.00221966866969044,0.00145578918678481,0.0437411798398776,0.00404504968737171,0.00261255907532709,0.00312532013803073
DEL,C,1,5+,0.00230007422347718,0.0106770112248387,0.0120235778306305,0.00226110806810547,0.00338656772690234,0.000862538977520064,0.00444648821003911,0.000610791460625077,0.0248026664506954,0.00127596326668681,0.00191109559688929,0.00077530967043569
DEL,T,1,0,0.111555354580792,0.00453098858552352,0.0344540905034663,0.00731270690293405,0.0019070009073157,0.108417646786853,0.0188937964564301,0.0330637368030969,0.028102405862613,0.039206421307152,0.00304518112910334,0.0224993960584143
DEL,T,1,1,0.0971864812152374,2.30638985991225e-07,1.0302193718366e-05,0.0036034178557955,1.86964954579377e-06,0.038759791864199,0.000702138663886273,0.00992657786776643,0.00888774208368883,0.517235350347895,0.00102918789657923,0.0073251827256703
DEL,T,1,2,0.122789453163965,0.00461774856154384,0.00641148042342766,0.00475353359140606,0.000889806868722052,0.0853225725424081,0.0071501634292635,0.00840327484703703,0.00788923987071101,0.0205514386864329,0.00982927450469812,0.0301704067860934
DEL,T,1,3,0.0817634045192465,0.0133169354851883,0.0738394675722877,0.00689917012523032,0.0027835965654293,0.103612251880676,0.0155937351318207,0.00957122778900428,0.0115132410956666,0.0547984605331302,0.0214390563784108,0.0050991286148993
