Group.1,x
hdp.1,5800
hdp.2,5228
hdp.3,4208
hdp.4,4200
hdp.5,4041
hdp.6,4000
hdp.7,4000
hdp.8,4000
hdp.9,4000
hdp.10,4000
hdp.11,4000
hdp.12,3999
