Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10
DEL,C,1,0,0.357579147209109,8.97214460698507e-09,0.106786907596168,5.6727389205454e-40,0.0167113315331672,0.0336533709997141,0.00484306532640515,0.00610059155429754,0.00864229369371051,0.0296388300259708
DEL,C,1,1,0.101890334862632,0.000701118108313613,0.225737711989441,0,0.0141042508675415,0.0204588269572326,2.73215342947355e-05,0,0.000781388659637336,0.00131511100476625
DEL,C,1,2,0,0,0.199966639269648,0,0.014108499791476,7.631165747703e-64,0,0,0,0.00654057091580212
DEL,C,1,3,0.0100038891873761,0.00189955722057286,0.0720371238636051,1.11058138470815e-265,0.0100439774139368,0.00447336815377945,0.00248096638470114,0,0.000242989927824866,1.62238620464486e-143
DEL,C,1,4,0.0133805853981583,0.000581033958014471,0.0460880882550862,0,0.000712471007220115,0.000346734877286926,0.00389216872766882,0.00188931008454246,0.000726034074386564,0.00201736044453574
DEL,C,1,5+,1.73550466492311e-294,0.00339159662643794,0.0244357611493044,1.31126707234366e-230,0.00126108887363606,0.000444074907351492,0.014628673780419,0.000194147500946179,0.00196238700129149,0.000921248352071778
DEL,T,1,0,0.109480729297437,0.00135604241549098,0.0376355291086217,0.00041637059000851,0.11068823189762,0.0336332946979738,0.00791633128108802,0.0228471033331566,0.00111562619579175,0.0013990935728312
DEL,T,1,1,0.0458727097131414,0,0.00325639506711752,0,0.167817501367169,0.00888099993405218,0,0,1.68274457763494e-290,0
DEL,T,1,2,0.0889178173666993,0.00097151410212729,0.0168536286059115,4.37543030239532e-33,0.123422913739125,0.0072338217020899,0.00705497390913152,0.0131001653829321,0,0.0127833562085204
DEL,T,1,3,0.118092022045908,0.00240260432997244,0.0157455303759359,4.52375323076495e-80,0.099353971145386,0.00765094988709547,0.0202517145835123,0.0197726173511639,0,0.0243493033936168
DEL,T,1,4,0.0976051321771405,0.00461148130463306,0.0124456280272755,0.000840313034239103,0.0548133567999695,2.13045180014295e-46,0.0471241195558409,0.0105157872353714,1.11253892728607e-308,0.0195232937432035
DEL,T,1,5+,8.28383572795038e-81,0.00101895992531848,0.00941815281912735,1.79238788004978e-124,0.0129519432083421,0.010989993260846,0.814993009930615,1.04791025706203e-217,1.43825815663474e-84,8.03858971112292e-17
INS,C,1,0,0,0,0,0,0,0,0,0.694700551186124,0,0
INS,C,1,1,0,0,0,0.17511743390894,1.02308841983797e-267,4.82594941448528e-43,0.000208241608950583,0.0177587338297997,3.38588770630762e-56,0.00185039400299211
INS,C,1,2,0,0,0.00111750775192775,0.100292094691393,0.00269851370835218,0,1.90641504811891e-05,0,0,0
INS,C,1,3,0,0.000593060905164619,0.00581754707887246,0.0366074039252463,0,0,0.000478998302081511,0.00184388062826646,0.000180109493479846,0
INS,C,1,4,0,0.00169619219890285,0.00722127056197636,0.0110965017826876,0,0,0.00293660928998334,0.00107519226079928,0,0.000118240687870724
INS,C,1,5+,2.60276065273769e-101,0.0244285079492034,0.00731028437798213,0.00129866966931931,2.80139737085588e-64,4.62455704464492e-115,0.00903449523515944,0,0.000116924321321292,0
INS,T,1,0,0.013717707176219,0.00218979417376379,0.0158525508198684,5.573232352664e-05,0.0111198981223045,0.00395072221743497,0.00134234641834755,0.0481823849011611,0.000807882394756476,0.00612114250388
INS,T,1,1,0.0107400578014171,0,0.0447455546394775,0.327369675760487,0.00874955423747424,0.00223002997938599,0,0.00122443930305911,6.79357937499687e-211,3.21602966695501e-78
INS,T,1,2,0.000166128703375387,7.5565218817399e-05,0.0467501661243673,0.172521195963192,0.0264530564979124,0,0.000671441583135265,0.00108991579762966,0,8.07972247457799e-39
INS,T,1,3,0.0010034179356271,0.00429469149842251,0.0279878680373582,0.113587417942117,0.0178669181427666,6.81607240000192e-47,0.00108216872554369,0,0,0.000559986182690623
INS,T,1,4,0.000909807688287202,0.0168360852727013,0.00626881628431778,0.0502693896118111,0.0126386945515419,0.000292247203740268,0.00348247051979154,3.90026498894174e-212,1.29468921081113e-248,0.0010925300110565
INS,T,1,5+,3.17786552627937e-28,0.89853804952303,1.27720189487491e-10,4.64468238010122e-147,1.7902311320285e-05,0.0213935950291144,0.00316050834719825,6.65788045209022e-162,1.08095439617543e-94,5.94367060370354e-13
DEL,repeats,2,0,0.0126308259588468,0.000204554411151399,0.00727861150945867,0,0.0294557012108343,0.00943418721496636,0.000106720864646821,0,0.0748321596785462,0.00101166497753019
DEL,repeats,2,1,9.82502182375683e-82,0.000198203359023715,0.011213776108638,0.00206552745722951,0.0171700053788468,0.0117397564300594,0.00330208185309694,0.00522934575677841,0.239542215106898,0.00117290220840631
DEL,repeats,2,2,0,1.73817714035218e-05,0.0132384469448472,0,0.00282938710157297,2.72171638639838e-291,0.001845035503878,0.00296928201358339,0.0566577372179553,0.00226784764547579
DEL,repeats,2,3,0,0.000108104220713393,0.00653536866168889,0,0,0,0.000779065627977872,0.00054914683848907,0.0120572428974442,0.000162008314960742
DEL,repeats,2,4,0,1.11253692991533e-308,0.00377405239495607,0,0.000435972913420522,0,0.000867392544238703,0,0.00280838387402457,0
DEL,repeats,2,5+,0,0,0,0.00423305247900524,0.0273874250143502,0,0,0,0,0
DEL,repeats,3,0,0.00174361337573399,7.71910492703892e-05,0.000789015707047498,0,0.0186303253489788,0.0119260202927608,1.18105276692393e-05,0.00118434186685467,0.0044965598813558,7.59305029270967e-05
DEL,repeats,3,1,0.00316002043682407,0.00471863341952451,0.000285237704284938,1.91300614802272e-56,0.00281523652395535,0.00175427457918095,0.00487172897046256,0.00334088962227183,0.100585821150747,0.00556153514620463
DEL,repeats,3,2,1.08235410100629e-193,0.000413609294849567,0,0,0.000195800593421192,0,0.00235517607751656,0.00102614101578753,0.022532981172585,0.00075142807248265
DEL,repeats,3,3,0,0.00011421338700132,0,0,3.14394881263745e-05,0,0.000453220605801409,0.00053964880931945,0.00472266443720908,0
DEL,repeats,3,4,0,0,0,0.000601292702035448,0.00729349079583829,0,0,0,0,0
DEL,repeats,3,5+,0,0,0,0.00112770109338539,0.0106925362824237,0,0,0,0,0
