MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Ins:T:0	0.00242157	0.00083399	0.01792845	0.00429510	0.01650294	0.01116538	0.00641908	0.00516813	0.03638878
1:Ins:T:1	0.00000073	0.00000000	0.01195165	0.00373724	0.05887937	0.01267668	0.00013371	0.00092531	0.00263136
1:Ins:T:2	0.00000236	0.00052045	0.02307177	0.00098123	0.05353124	0.01220644	0.00000000	0.00087569	0.00179278
1:Ins:T:3	0.00374732	0.00098143	0.01986526	0.00238749	0.03026067	0.00886158	0.00005128	0.00121177	0.00069372
1:Ins:T:4	0.01566573	0.00312935	0.01356340	0.00621806	0.00804886	0.00894375	0.00046771	0.00211290	0.00419777
1:Ins:T:5	0.90377047	0.00672179	0.00038900	0.00647168	0.00205493	0.00821051	0.00658619	0.00117021	0.16512888
2:Del:R:0	0.00007228	0.00017175	0.02580665	0.00764337	0.00881138	0.01500087	0.00034640	0.08991688	0.00178205
2:Del:R:1	0.00019349	0.00264326	0.01134688	0.00737732	0.01164099	0.00528574	0.00048861	0.19203730	0.00828664
2:Del:R:2	0.00045115	0.00146566	0.00197898	0.00014065	0.01263767	0.00057939	0.00154002	0.04440503	0.00276635
2:Del:R:3	0.00008490	0.00107685	0.00000000	0.00000639	0.00603727	0.00001157	0.00034724	0.00959763	0.00029562
2:Del:R:4	0.00000044	0.00099773	0.00023073	0.00020699	0.00315294	0.00028684	0.00012168	0.00326541	0.00049908
2:Del:R:5	0.00000001	0.00000001	0.01820366	0.00057374	0.00022691	0.00804608	0.00000501	0.00183753	0.00031051
3:Del:R:0	0.00001576	0.00004786	0.01470028	0.01300936	0.00150111	0.00665833	0.00100651	0.00542480	0.00147777
3:Del:R:1	0.00408803	0.00403347	0.00024713	0.00330095	0.00002111	0.00252688	0.00389944	0.10236353	0.00515689
3:Del:R:2	0.00066169	0.00194544	0.00048716	0.00037698	0.00000401	0.00054817	0.00055905	0.01357241	0.00169605
3:Del:R:3	0.00028846	0.00050892	0.00027406	0.00051924	0.00004656	0.00043957	0.00012466	0.00365328	0.00023337
3:Del:R:4	0.00000002	0.00000003	0.00481744	0.00014008	0.00000440	0.00194641	0.00000001	0.00064721	0.00009557
3:Del:R:5	0.00000001	0.00000002	0.00691194	0.00022098	0.00022601	0.00306593	0.00004570	0.00060469	0.00020234
4:Del:R:0	0.00004530	0.00000000	0.01007006	0.00673396	0.00020220	0.00388666	0.00242950	0.00616925	0.00050661
4:Del:R:1	0.00050976	0.00171990	0.00008804	0.00097151	0.00105533	0.00224187	0.00247622	0.05469897	0.00100086
4:Del:R:2	0.00000000	0.00037744	0.00000706	0.00000060	0.00000000	0.00002950	0.00053437	0.01032738	0.00067179
4:Del:R:3	0.00000001	0.00000001	0.00293926	0.00009170	0.00000932	0.00123849	0.00011257	0.00378407	0.00010032
4:Del:R:4	0.00000644	0.00000000	0.00383952	0.00023148	0.00012808	0.00164794	0.00001148	0.00030947	0.00006631
4:Del:R:5	0.00005679	0.00007171	0.00124291	0.00005727	0.00007130	0.00051087	0.00010558	0.00075304	0.00015940
5:Del:R:0	0.00000000	0.00000000	0.01508691	0.27456467	0.00100038	0.00558741	0.01924871	0.00345156	0.00095417
5:Del:R:1	0.00000278	0.00332857	0.00036950	0.00003519	0.00000000	0.00011449	0.00720144	0.01172158	0.00044217
5:Del:R:2	0.00008998	0.00049719	0.00025879	0.00030947	0.00001889	0.00010068	0.00040985	0.00271835	0.00004131
5:Del:R:3	0.00001094	0.00010078	0.00013392	0.00002925	0.00001955	0.00016291	0.00017720	0.00100936	0.00006678
5:Del:R:4	0.00000178	0.00007058	0.00004057	0.00000297	0.00004318	0.00007777	0.00007999	0.00013481	0.00003507
5:Del:R:5	0.00000439	0.00007230	0.00059344	0.00002750	0.00000684	0.00025406	0.00000000	0.00012879	0.00001449
2:Ins:R:0	0.00071908	0.00011800	0.00864216	0.00189242	0.00208358	0.00246363	0.00199649	0.00132668	0.02554825
2:Ins:R:1	0.00000155	0.00030577	0.01593357	0.00156132	0.00323241	0.00731899	0.00014704	0.00079140	0.00026731
2:Ins:R:2	0.00026750	0.00088874	0.00580608	0.00042427	0.00144631	0.00274569	0.00045935	0.00019910	0.00106832
2:Ins:R:3	0.00041784	0.00051786	0.00115219	0.00062165	0.00087772	0.00072961	0.00036268	0.00029133	0.00086875
2:Ins:R:4	0.00261941	0.00189255	0.00002964	0.00141780	0.00024621	0.00067219	0.00007304	0.00026467	0.00312851
2:Ins:R:5	0.01625502	0.01467257	0.00065938	0.01457683	0.00000390	0.00710581	0.00008761	0.00219880	0.00060615
3:Ins:R:0	0.00006476	0.00003584	0.00318064	0.00036265	0.00020922	0.00172893	0.00104607	0.00020478	0.00831331
3:Ins:R:1	0.00041399	0.00107203	0.00615743	0.00071800	0.00039935	0.00227834	0.00008615	0.00068028	0.00302982
3:Ins:R:2	0.00004341	0.00014875	0.00108632	0.00005326	0.00016062	0.00046733	0.00078745	0.00106804	0.00037580
3:Ins:R:3	0.00015123	0.00006624	0.00004057	0.00011383	0.00000384	0.00006995	0.00029824	0.00002603	0.00023538
3:Ins:R:4	0.00012209	0.00009864	0.00000408	0.00011051	0.00002042	0.00005048	0.00014804	0.00012535	0.00099084
3:Ins:R:5	0.00118819	0.00197170	0.00000940	0.00068105	0.00000653	0.00032565	0.00000372	0.00005403	0.00201804
4:Ins:R:0	0.00000000	0.00003708	0.00247588	0.00057069	0.00002028	0.00081287	0.00166233	0.00065067	0.00507450
4:Ins:R:1	0.00071795	0.00134360	0.00463991	0.00120957	0.00003450	0.00211285	0.00068266	0.00177474	0.00191251
4:Ins:R:2	0.00004871	0.00000000	0.00025953	0.00012464	0.00014666	0.00012641	0.00040776	0.00002728	0.00007926
4:Ins:R:3	0.00004677	0.00028653	0.00000032	0.00001509	0.00000472	0.00000441	0.00038283	0.00008323	0.00069276
4:Ins:R:4	0.00044077	0.00012160	0.00002396	0.00023549	0.00000011	0.00017979	0.00000889	0.00025227	0.00134073
4:Ins:R:5	0.00089628	0.00226385	0.00080003	0.00156363	0.00000916	0.00053517	0.00005909	0.00014459	0.00020640
5:Ins:R:0	0.00000004	0.00000002	0.00445911	0.00010762	0.00004964	0.00141564	0.00839572	0.00017186	0.00277891
5:Ins:R:1	0.00187748	0.00004596	0.00900715	0.01036237	0.00020989	0.00190486	0.00587574	0.00271879	0.02363517
5:Ins:R:2	0.00024060	0.00002240	0.00030175	0.00006309	0.00000452	0.00012700	0.00127768	0.00004132	0.00050049
5:Ins:R:3	0.00025332	0.00008180	0.00011163	0.00011980	0.00007479	0.00021894	0.00006516	0.00002835	0.00010567
5:Ins:R:4	0.00020708	0.00003599	0.00012332	0.00009621	0.00001259	0.00019239	0.00002138	0.00000564	0.00000795
5:Ins:R:5	0.00019718	0.00007020	0.00050743	0.00042904	0.00005577	0.00026671	0.00000698	0.00001399	0.00000875
2:Del:M:1	0.00003265	0.00000000	0.01692064	0.00064690	0.00970507	0.00624999	0.00004433	0.20185787	0.00476616
3:Del:M:1	0.00001108	0.00001180	0.01155037	0.01044397	0.00101375	0.00576131	0.00107186	0.00646511	0.00145439
3:Del:M:2	0.00180087	0.00219414	0.00531907	0.00396873	0.00058940	0.00310443	0.00389436	0.04185493	0.00384503
4:Del:M:1	0.00007185	0.00002182	0.00718190	0.00517590	0.00031557	0.00420688	0.00255736	0.01232056	0.00024882
4:Del:M:2	0.00004316	0.00050269	0.00328921	0.00095916	0.00038807	0.00250012	0.00925183	0.03030796	0.00103692
4:Del:M:3	0.00000219	0.00043132	0.00069727	0.00012886	0.00000620	0.00152312	0.00478426	0.04690562	0.00208690
5:Del:M:1	0.00000000	0.00002940	0.00305501	0.31384605	0.00045510	0.00071652	0.07171830	0.00034758	0.00154238
5:Del:M:2	0.00000002	0.00000000	0.00191751	0.10714226	0.00103061	0.00059686	0.25998953	0.00004049	0.00098146
5:Del:M:3	0.00000001	0.00000176	0.00133252	0.02074325	0.00052393	0.00125114	0.23227767	0.00032140	0.00007190
5:Del:M:4	0.00000000	0.00014718	0.00002486	0.00039230	0.00091085	0.00016592	0.13228757	0.00296978	0.00004313
5:Del:M:5	0.00034786	0.00207469	0.00214966	0.00152716	0.00000000	0.00001944	0.10743744	0.00067820	0.00032665
