Data_set,Noise_level,Approach,Run,PPV,TPR,aver_Sim_TP_only,Composite,N_Sigs,FN,FP,FP.sigs,FN.sigs
indel_set1,Moderate,mSigHdp,seed.1076753,1,1,0.9978910552781364,2.9978910552781364,11,0,0,character(0),character(0)
indel_set1,Moderate,mSigHdp,seed.145879,1,1,0.9982087105239686,2.9982087105239685,11,0,0,character(0),character(0)
indel_set1,Moderate,mSigHdp,seed.200437,1,1,0.9980517366403876,2.9980517366403876,11,0,0,character(0),character(0)
indel_set1,Moderate,mSigHdp,seed.310111,1,1,0.9981143202621077,2.9981143202621077,11,0,0,character(0),character(0)
indel_set1,Moderate,mSigHdp,seed.528401,1,1,0.997894150867775,2.9978941508677748,11,0,0,character(0),character(0)
indel_set1,Noiseless,mSigHdp,seed.1076753,1,1,0.9989338169391102,2.99893381693911,11,0,0,character(0),character(0)
indel_set1,Noiseless,mSigHdp,seed.145879,0.9166666666666666,1,0.9990020246936816,2.9156686913603482,12,0,1,hdp.12 (False Positive) (ID1 0.814),character(0)
indel_set1,Noiseless,mSigHdp,seed.200437,1,1,0.9989708740404106,2.9989708740404106,11,0,0,character(0),character(0)
indel_set1,Noiseless,mSigHdp,seed.310111,1,1,0.999022796434506,2.999022796434506,11,0,0,character(0),character(0)
indel_set1,Noiseless,mSigHdp,seed.528401,1,1,0.9981031290610347,2.9981031290610347,11,0,0,character(0),character(0)
indel_set1,Realistic,mSigHdp,seed.1076753,0.9166666666666666,1,0.9936401008680613,2.9103067675347276,12,0,1,hdp.2 (False Positive) (ID5 0.348),character(0)
indel_set1,Realistic,mSigHdp,seed.145879,1,1,0.9932323274818463,2.9932323274818464,11,0,0,character(0),character(0)
indel_set1,Realistic,mSigHdp,seed.200437,0.9166666666666666,1,0.9935429835521506,2.910209650218817,12,0,1,hdp.1 (False Positive) (ID5 0.361),character(0)
indel_set1,Realistic,mSigHdp,seed.310111,0.8461538461538461,1,0.992761676159402,2.8389155223132483,13,0,2,"c('hdp.3 (False Positive) (ID9 0.33)', 'hdp.13 (False Positive) (ID5 0.112)')",character(0)
indel_set1,Realistic,mSigHdp,seed.528401,0.9166666666666666,1,0.9926522968797831,2.9093189635464496,12,0,1,hdp.1 (False Positive) (ID5 0.334),character(0)
indel_set1,Realistic,NR_hdp_gb_1,seed.1076753,0.7333333333333333,1,0.9859480800433347,2.719281413376668,15,0,3,"c('hdp.0 (False Positive) (ID5 0.766)', 'hdp.10 (False Positive) (ID9 0.33)', 'hdp.12 (False Positive) (ID5 0.493)', 'hdp.14 (False Positive) (ID5 0.366)')",character(0)
indel_set1,Realistic,NR_hdp_gb_1,seed.145879,0.8461538461538461,1,0.9895541306347133,2.8357079767885596,13,0,1,"c('hdp.0 (False Positive) (ID5 0.591)', 'hdp.12 (False Positive) (ID5 0.282)')",character(0)
indel_set1,Realistic,NR_hdp_gb_1,seed.200437,0.7857142857142857,1,0.9898550490563887,2.7755693347706742,14,0,2,"c('hdp.0 (False Positive) (ID5 0.612)', 'hdp.10 (False Positive) (ID5 0.328)', 'hdp.13 (False Positive) (ID5 0.311)')",character(0)
indel_set1,Realistic,NR_hdp_gb_1,seed.310111,0.7857142857142857,1,0.986499434587328,2.7722137203016137,14,0,2,"c('hdp.0 (False Positive) (ID1 0.75)', 'hdp.11 (False Positive) (ID5 0.517)', 'hdp.13 (False Positive) (ID5 0.303)')",character(0)
indel_set1,Realistic,NR_hdp_gb_1,seed.528401,0.8461538461538461,1,0.9901327464185822,2.8362865925724283,13,0,1,"c('hdp.0 (False Positive) (ID1 0.678)', 'hdp.12 (False Positive) (ID5 0.297)')",character(0)
indel_set1,Realistic,NR_hdp_gb_50,seed.1076753,0.7857142857142857,1,0.9931829581883835,2.7788972439026693,14,0,2,"c('hdp.0 (False Positive) (ID5 0.536)', 'hdp.12 (False Positive) (ID5 0.323)', 'hdp.13 (False Positive) (ID5 0.123)')",character(0)
indel_set1,Realistic,NR_hdp_gb_50,seed.145879,0.8333333333333334,0.9090909090909091,0.9954779193230918,2.7379021617473343,12,1,1,"c('hdp.0 (False Positive) (ID1 0.778)', 'hdp.11 (False Positive) (ID5 0.368)')",ID11
indel_set1,Realistic,NR_hdp_gb_50,seed.200437,0.8461538461538461,1,0.9932955876431515,2.8394494337969975,13,0,1,"c('hdp.0 (False Positive) (ID1 0.825)', 'hdp.12 (False Positive) (ID5 0.332)')",character(0)
