Approach,mean_comp,sd_comp,mean_PPV,mean_TPR,mean_cos
mSigHdp_ds_3k,2.76807346337775,0.110789799401631,0.945133155477983,0.830978260869565,0.991962047030201
mSigHdp,2.57479440342872,0.0679517151697852,0.750702459233806,0.834782608695652,0.989309335499257
SigProfilerExtractor,2.44337007686646,0.222461951986673,0.919218200100553,0.554619565217391,0.969532311548511
NR_hdp_gb_20,2.40887861509577,0.0580642948597875,0.533273468874021,0.890217391304348,0.985387754917402
NR_hdp_gb_1,2.38703026494603,0.0724233090864231,0.445003817129689,0.956521739130435,0.985504708685903
signeR,2.18217591868958,0.134633693021582,0.584807521501487,0.617119565217391,0.980248831970706
SignatureAnalyzer,1.68789372169888,0.165271522661227,0.241504708475255,0.478804347826087,0.967584665397537
