Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID2 0.998),hdp.2 (ID3 0.998),hdp.3 (ID5 0.973),hdp.4 (ID6 1),hdp.5 (ID8 0.974),hdp.6 (ID11 0.999),hdp.7 (ID13 0.999),hdp.8 (ID1 1),hdp.9 (False Positive) (ID8 0.968),hdp.10 (ID9 0.998),hdp.11 (ID4 0.998),hdp.12 (ID14 0.916),hdp.13 (ID12 0.993),hdp.14 (ID10 0.987)
INS,T,1,5+,0.0569864479106469,0.0201097973054024,0.00185309012112375,0.0118068254514557,0.0162378012267903,0.0128807235599855,0.00887684223371049,0.898418594923504,0.0167787879374486,0.0307780102203367,0.006447795229281,0.0337725917236568,0.00970033129106731,0.0165177458758312
DEL,repeats,2,0,0.000206612315923197,0.00691152692393094,0.0285790005312405,0.001438930077343,0.00830606499734289,0.000258670615962617,0.0215745291924689,0.000574261611719402,0.00816807483896976,0.0131064675643534,0.0691166955426846,0.00089270987063306,0.00349355013372198,0.00128371688313461
DEL,repeats,2,1,0.00284796599249314,0.008379437585114,0.0242154056160796,0.0026153866484082,0.0099881698099312,0.00150011487945132,0.00518133214526322,0.00155195040252743,0.00849014195449634,0.00392851565576285,0.220209550450549,0.00693693707239304,0.00467788840600504,0.0145025692398397
DEL,repeats,2,2,0.00161225978182473,0.01219717898361,0.00483016075876849,0.0021368475560569,0.000834083423822604,0.00107094376679246,0.00289058597949817,0.000523362873634927,0.000615388521957621,0.00103057579946672,0.0500433941147687,0.00447311255370953,0.00112998383536211,0.00516416605761856
DEL,repeats,2,3,0.000726302506777101,0.00726959618990774,0.000254816079126799,0.000434595540525971,0.00021983284055949,8.56994592586231e-05,0.000151629221833542,0.00041887259636635,0.000116417395833188,7.83441251120086e-05,0.0114933846497923,0.000491339905581952,0.000830415008514367,0.00129415197425904
DEL,repeats,2,4,0.000774649833390556,0.00264355250343556,0.000886474162747152,0.000251232436108496,0.000298278935908877,0.000189230096047906,9.10737445352987e-05,8.96306357574879e-05,0.000164313280973867,0.000395296361427388,0.0031458386774396,0.000285297634366252,0.0102388428420433,0.00122271173502253
DEL,repeats,2,5+,2.89406945170889e-06,0.000376043759254317,0.0211541601225603,7.85700159975622e-05,0.000541930273953872,0.00469696175826341,0.000754307272904284,6.27878399858961e-06,0.000753252751959522,0.000103122405643112,0.00230699032760463,0.000155964151651934,0.238974624453039,0.000563294245890079
DEL,repeats,3,0,1.99026625293163e-05,0.000902040294759693,0.0183810833643095,0.00109592602471531,0.00971496335594428,0.00076359615744488,0.00465900026370592,0.000113598206726267,0.0110149904409102,0.00289696953536215,0.0047265195103112,0.00140530283804773,0.00585781328383724,0.00444595084349651
DEL,repeats,3,1,0.00512932446516347,0.000440836038861178,0.00542308172178224,0.00522754142387874,0.00145397693704976,0.00079917116594027,0.00137484216634324,0.00443166131350096,0.00186409585525891,0.00461526752258085,0.0978584469599779,0.00548979184556184,0.00181514396686269,0.0285389708511783
DEL,repeats,3,2,0.00219525362231265,0.00018157257321347,0.000911676088743063,0.000413499607400534,0.000751619533511592,0.000250310301794988,0.000422541380995273,0.000577722612288846,0.000633458519033675,0.000875795158908654,0.0190369612243058,0.00207052773709467,0.000962894270012556,0.00287607165375726
DEL,repeats,3,3,0.000395372563595639,8.06965253083292e-05,0.000532018462936155,2.7935599600954e-05,0.000389102722462911,0.000277038350969707,4.87214707718944e-05,0.000270937072664585,0.000152264344586741,0.000134796158343345,0.00442993039417858,0.000515437545480232,0.00514694706535982,0.0035228466286428
DEL,repeats,3,4,1.84000478168869e-06,0.000223077263224572,0.00512494784931116,1.26481618602581e-05,3.25027000482993e-05,0.00143076170610254,0.000156738049041258,3.48688074878949e-06,2.7757532751563e-05,2.64133745304901e-05,0.000759288819630059,4.27093078129709e-05,0.0732530565272981,0.000581957005016469
DEL,repeats,3,5+,2.09639889061252e-06,0.000186537932634165,0.00837899289474906,0.000100472612077555,8.5296165503691e-05,0.00158218321718341,0.000905349604983267,3.97292314136152e-06,6.73629591168241e-05,5.18935893542597e-05,0.000346069343875207,1.88554888917398e-05,0.0839705590973261,0.000697947056361131
DEL,repeats,4,0,2.06657003349589e-05,0.000450955452143095,0.0110970404731744,0.00174998348951503,0.00743306121174404,0.000267205623262108,0.00204482011631789,7.40362496425632e-05,0.00611691720179795,0.00219934181603309,0.00823280399943218,0.000145818489884755,0.00192331084489481,0.00179704309652499
DEL,repeats,4,1,0.00176652748084372,0.000588597263967273,0.00284680702220844,0.00255904032733662,0.00239343829437707,0.00056303596398771,9.42679641830611e-05,0.000877051504142389,0.000631206158470358,0.0036694399663904,0.0658495505004568,0.00102362818969819,0.00468493435153182,0.00440862532524373
DEL,repeats,4,2,0.000468724181053881,0.00014353716527318,0.000121097569424537,0.000562993309965587,0.000275447770996901,0.000310579432287002,0.000196762006073462,3.09640565262707e-05,0.000173714586260089,0.000655643790577144,0.0145672173438337,0.00064443238794865,0.000707846527537375,0.000325293898321275
DEL,repeats,4,3,4.84914435635686e-06,0.000118634890393492,0.00427318479773007,0.000220072795249044,5.36366618867999e-05,0.00027572815248075,0.000225077031445043,5.51247820043059e-06,8.99615298519538e-05,7.08458152562371e-05,0.00435519299430115,0.000109177615278321,0.0320911847556091,0.000406968553852897
DEL,repeats,4,4,2.46562875117604e-06,0.000123867117665788,0.00481546688193118,4.4361241381087e-05,0.000239702007750878,0.000924463575727083,0.000282332456516833,4.01963370895935e-06,0.00032295988174078,3.89738693439575e-05,0.00106138573030922,1.23400505606142e-05,0.0521169233623345,0.000914274522363805
DEL,repeats,4,5+,0.000192632413169304,3.29271798717678e-05,0.00129815184262179,1.60862690160806e-05,3.68448013296963e-05,0.000254902235546761,8.64267322164154e-05,3.30351020977368e-05,9.44832885017603e-05,5.32231354850738e-05,0.000263486146868219,1.89096713310839e-05,0.0242162179238169,0.00154098201431775
DEL,repeats,5+,0,1.93166986507518e-05,0.00271622681938667,0.0175322017415516,0.0202891161478589,0.310097137454055,0.00114668571753501,0.0165587769271393,2.28591418241605e-05,0.186447957435578,0.00162289272976965,0.00419296034391299,0.00752290660828942,0.00705686287095645,0.0018058727890149
DEL,repeats,5+,1,0.00273626194992684,0.00012995386119018,0.000282147348119287,0.00792174087033879,0.000368476840525387,0.00103036504787734,0.00326242393415697,0.000173323348415073,0.000425668886429905,0.000521524792374959,0.0116579553027635,0.000482982264313128,0.00221993740877533,0.0192336790157943
DEL,repeats,5+,2,0.000347229681957927,5.87432749705742e-05,0.000447601529436096,0.000465220016642109,0.000514584044389954,9.58067047448614e-05,9.09582908130904e-05,9.08634160077388e-05,0.000461096712113431,0.000151312259347247,0.00294841234393875,0.00016275050217978,0.00312956123348645,0.00246248083053693
DEL,repeats,5+,3,0.000105734919586001,5.80397142708991e-05,0.000291433257809658,0.000123737920333204,2.39770472418385e-05,9.21631051374767e-05,0.0001087574063202,3.55126558520812e-05,2.95089901336283e-05,4.26363147415727e-05,0.00142605793127529,0.00019269984552722,0.00182342875995462,0.000408774627316741
DEL,repeats,5+,4,5.7730568970105e-05,4.49793633516428e-05,4.75741290692185e-05,6.64074182458713e-05,5.25412272066798e-05,4.17267023530628e-05,0.000117368329768235,1.48703723171584e-05,6.56557992950057e-05,2.33083475417565e-05,1.97381371912714e-05,1.50491725278182e-05,0.000660538036143223,6.22091970879674e-05
DEL,repeats,5+,5+,7.99234621020089e-06,4.02754805128189e-05,0.00062623366459596,3.93515772717298e-05,5.60221150389035e-05,5.02741877334002e-05,8.1721993036428e-05,2.86361028330166e-05,3.15330478864429e-05,9.43275818585346e-05,0.000397606564274968,7.37016631177846e-05,0.00348271021752692,0.000279138687578589
INS,repeats,2,0,0.000302904223719749,0.00282369639017076,0.00669046620329123,0.0021400272178001,0.00208678504861096,0.000241039087725513,0.00936500943463765,0.000361703911417696,0.00205144046005647,0.00102681425746308,0.000233249478847422,0.0256938681069659,0.00788681331163389,0.0249057530664117
INS,repeats,2,1,0.000203785277611076,0.00209796678936873,0.0193163937501536,6.16118200338394e-05,0.00206500247413291,0.000149649623600563,0.00241073144657,3.36322398943252e-05,0.00195905960191411,0.00237255442531151,0.000367718348562217,0.000101117977425889,0.00307667792804913,0.039722980438619
INS,repeats,2,2,0.000963997162127221,0.000896643633760653,0.00679923191542765,0.000663322341258351,0.000670733933956805,0.000289129611310652,0.000628645517424088,0.000127677655513695,0.000260933074881376,0.000489875813826232,0.000541584809880318,0.000946797490708287,0.00293119076711687,0.0246374508196162
INS,repeats,2,3,0.000365925783974661,0.00118236205997009,0.00123083781087239,0.000419579600996518,0.000278247615557603,0.000372408322884916,0.000400643658349769,0.000490602353927799,0.000129267095809391,0.000334785496374342,9.61840774178299e-05,0.00148008814995239,0.00128933060342949,0.00348552111039002
INS,repeats,2,4,0.00222296820556811,0.000338153915596718,0.000149263183630916,0.000160627739785693,0.000136111362408471,0.000576112992715583,0.000152600957328795,0.00260079832450356,0.000152932215495077,0.000198915791465743,0.000125937408366176,0.00283279338500685,0.0019919894567878,0.00188433664727746
INS,repeats,2,5+,0.0133343683015765,0.000181893353762364,0.00107024868474643,0.0010014733633601,0.00192232210704728,0.000659067274187821,0.00149426942082419,0.0166720386765116,0.00175566905779331,0.00167824644228423,0.00019407669518479,0.00131697191630704,0.0387615271862388,0.00652514275003983
INS,repeats,3,0,3.11314955959544e-05,0.00027877177516322,0.00400010008382138,0.000853637366219452,0.000741800258829595,9.14643326100331e-05,0.000426995970443809,3.53277072533492e-05,0.000720090916857851,0.000112648066897113,0.000162120246417829,0.00727193354924765,0.00974431037963013,0.0192828443489767
INS,repeats,3,1,0.00106097949066153,0.000298177650553876,0.00507167902037362,0.000181903801532051,0.000414081515892491,0.000375228369156385,0.00377503846076174,0.00024131184200149,0.000823058891899188,0.0012188345767597,0.000373462191446465,0.0027653091568038,0.00117225950852285,0.0368152021618298
INS,repeats,3,2,0.000209845451222655,8.08960022883137e-05,0.000802969133311852,0.000767261776648686,0.000228023376835519,8.03713187368653e-05,0.000473610410785402,3.961434866628e-05,0.000152025819262335,0.000169029906699183,0.000773294354334116,0.00011826671947829,0.000567082472947247,0.0030069116424713
INS,repeats,3,3,2.56125984365482e-05,1.93250063447158e-05,1.69924391448696e-05,0.000282525215513844,3.38503729771312e-05,0.000148426771677537,1.20937774013174e-05,0.000134115507931672,3.7799448909046e-05,1.21063020358601e-05,3.12370633568014e-05,0.000639542422797847,1.80407176674916e-05,0.00068992006318849
INS,repeats,3,4,0.0001101271350075,4.68932641055483e-05,5.49939258023241e-05,0.000211867806038148,7.96027878899091e-05,9.55945773704588e-05,1.14395396421371e-05,7.74606392265934e-05,5.67894722363797e-05,3.90192886217182e-05,0.000163075680165698,0.000508109370558945,0.000110567145189605,0.000704970675387192
INS,repeats,3,5+,0.00177604478547954,5.65652019999325e-05,0.000109961998654359,3.20054622098585e-05,5.81156925032119e-05,0.000325103918393152,0.00015895091205025,0.00120072796374436,9.28067962216512e-05,0.000155788122719305,5.89334016479704e-05,0.00219284459391393,0.00176357693696333,0.00149703422669754
INS,repeats,4,0,3.43981464652062e-06,5.95438785253769e-05,0.00207483322602557,0.00144338108167153,0.000918792234547151,0.000196167908998954,0.000909794573288286,8.79042384280275e-06,0.000493464598635294,0.00018239556143659,0.00011810285163365,0.0065379646802829,0.005239008925045,0.0155741728283873
INS,repeats,4,1,0.00121282959991271,0.000159746017714354,0.00357739024497772,0.000521535010997009,0.0014808150867127,0.000554288829313817,0.00298061101939008,0.000621848318071636,0.000517531803867836,0.00139020151175093,0.00107083890421461,0.000668232024430537,0.00334821782873536,0.0570612856915235
INS,repeats,4,2,1.81352748155145e-05,6.57087954608442e-05,0.000430160189063472,0.00044136211132923,6.9131297164814e-05,9.36105625157528e-05,0.000136004484761355,4.29648850555947e-05,0.000137158876542587,5.50316485450011e-05,0.00026519468721735,1.19336822655336e-05,0.0012390798490681,0.00665297261631414
INS,repeats,4,3,0.000148547708440812,7.73081122834571e-05,4.456108522638e-05,0.000302973729827859,2.63949310259193e-05,6.54475340436048e-05,3.19133330470722e-05,9.17547041354163e-05,4.37148769543091e-05,0.000143227627905837,0.000102377536183428,0.000669356310046927,0.00037242854927311,0.00043405965581056
INS,repeats,4,4,0.000257338689399193,2.78566906913507e-05,3.6772296384596e-05,8.71665891669802e-05,9.60451183023691e-05,0.000125180107059189,2.66794309736302e-05,0.00026427261087137,0.000157028036065588,7.11678792258132e-05,0.000374395144400266,0.00192059138181976,0.00026875249366465,0.00185905161878365
INS,repeats,4,5+,0.00211832533496456,0.000131002463152531,0.000567925860620155,0.000232431184979996,0.000737068989964471,0.000199387253857533,0.000106380983871413,0.000848277163278238,0.000521573104364197,0.000113667936134104,0.000229000608768663,0.000428258000575607,0.00830120782217644,0.00676655456970701
INS,repeats,5+,0,2.83318283324985e-06,0.000294616716897666,0.00463641404876206,0.00886374568319802,0.000199347491360534,0.00096997113657685,0.00288235990179083,6.5723031057922e-06,0.000210818904223724,0.000148120522828243,0.000105693453308385,0.00245701107693599,0.00954578505731489,0.0663017595570384
INS,repeats,5+,1,0.000226317795183559,0.000734414936335952,0.0045077180622206,0.00633762973509392,0.00958095998461433,0.00124317871672646,0.0124424572635299,0.00121874435591162,0.0101612026722183,0.00202252456771057,0.00229270378297473,0.0292485612225737,0.00437088649376639,0.27827879593497
INS,repeats,5+,2,3.38518426775646e-05,0.000106655489054962,0.000429535017720106,0.00119299185635372,7.67092548368288e-05,0.000934283825353836,5.94298035067125e-05,0.000166651943159107,0.000133304988801117,0.000133743256904346,0.000187557264905213,0.000742841243407335,0.000907842981336219,0.0104665970726359
INS,repeats,5+,3,9.68549693690901e-05,6.44930641368845e-05,0.000131603268314934,1.71252717860255e-05,8.25972162424741e-05,7.38328043729285e-05,3.57040635929108e-05,0.000225625297199142,3.63478519348052e-05,7.48674858506872e-05,3.59130685228429e-05,5.06470351768786e-05,0.000285709219712635,0.00388165322345985
INS,repeats,5+,4,2.4291526393836e-05,2.51880121753416e-05,8.06753065126961e-05,2.41294035241209e-05,6.49117116042199e-05,0.000156537524228222,3.21346193479714e-05,0.000218716551761869,3.05414640378418e-05,3.71777433597831e-05,8.27855241535956e-05,0.000450824986562416,0.00163860818882886,0.00120284492692025
INS,repeats,5+,5+,0.000115383493536854,7.76127190231632e-05,0.000354596715903485,7.19261415013069e-05,0.000150333996232267,0.000183540091181579,2.93541088714554e-05,8.12284146048563e-05,0.000289412998615425,0.000104699693288985,0.000132827771747867,0.0002744476008876,0.00421703711176937,0.0047313104507839
DEL,MH,2,1,0.000279566773879381,0.00659715659474508,0.0289771359656999,0.000557798296115863,0.0041890286984644,0.000410104605124331,0.00947976081336916,0.00101006237027276,0.0036017085459947,0.00493608452653114,0.200300559224365,0.00222672216411381,0.0061110027549647,0.00261338830218258
DEL,MH,3,1,1.17444142486353e-05,0.000546693619996202,0.0127435655214845,0.000963299148523655,0.0104080744259654,0.00028386386119313,0.000725809445805874,6.20360523371256e-05,0.00920381994763231,0.00375344498512149,0.00711509263958682,0.00142655589988044,0.0147834002788491,0.00535159634819973
DEL,MH,3,2,0.00255745917804018,0.000562425345066332,0.00906727599030819,0.00423927488215973,0.00309032933472529,0.00113031447546347,0.00121988402885269,0.00135484190684677,0.00386829807856913,0.00199037597710647,0.0543726555131129,0.00357922421502074,0.00600585556787263,0.0232718586061207
DEL,MH,4,1,0.000143232697664319,0.000160436100239706,0.00876193854577916,0.00254005372646776,0.00591061240037968,7.5729472661704e-05,0.00160223789337597,7.06074414913277e-05,0.00554656566859277,0.00263078366450752,0.0110488606682985,0.000119377459484844,0.00354658829510495,0.000659618163961771
DEL,MH,4,2,0.000467559515003541,0.000327659809068614,0.00694040547588614,0.00876646317510256,0.001896752355435,0.000360304584463125,0.000406291269594457,0.000110753280670005,0.00158514048836636,0.00278254185858187,0.0310977161547739,0.0012485124041958,0.00503785105165383,0.00103467941995342
DEL,MH,4,3,0.000584810384370748,0.000215826005438648,0.0028988654630188,0.00483693903581284,0.00133005949226473,0.000654425428112659,0.000712772796339855,0.000117090768490035,0.00112301470985335,0.00181142815175444,0.0381990055868033,0.00298760615982273,0.000537892127193409,0.00110692235850719
DEL,MH,5+,1,0.000543493507114408,0.00168790681375733,0.00863668570216263,0.0660511760448858,0.222618289522997,0.000159469873227316,0.00840550241279518,3.80331328307047e-05,0.377694628682636,0.000385919345082422,0.000658293852281782,0.00770865755597077,0.00671757349405109,0.00212655116626191
DEL,MH,5+,2,7.08440942448237e-05,0.00247136343518596,0.00776076189340183,0.252497536845531,0.127141027983146,0.000253716817866276,0.00832404019063372,1.97648823327474e-05,0.096669114129587,0.000141555372679192,0.000488451453101765,0.00488518355053109,0.00140314972347761,0.0013437186571001
DEL,MH,5+,3,2.9589779385432e-05,0.00122902080384241,0.00690422544708999,0.223067806881881,0.0419500818632029,0.000722418490649095,0.003376626907708,1.8450042977257e-05,0.0434354206842353,0.000688675992584948,0.00152785096681296,0.00161244230366014,0.00333157081457867,0.000828185020587231
DEL,MH,5+,4,0.000389733568977804,0.000627621969902892,0.0021152531386692,0.125951450470579,0.0147453363363906,0.000368440293175504,0.000389665933596465,7.51724526381861e-05,0.0148751513984125,0.000446496274539484,0.00388556920623093,0.000246462370966383,0.00103103088609579,0.000580752956040573
DEL,MH,5+,5+,0.00201416285419473,0.000142647605767843,0.00084271216871154,0.10052958754352,0.0115703630522047,0.000553365451331124,0.0119614481933797,0.00061364114509992,0.00998770275875017,0.000356537201396481,0.000459743479077558,0.000511847958873686,0.00923591831008184,0.0345875108815926
