Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13
DEL,C,1,0,0.00295106849350712,0.0210338957346078,0.0273748754885767,0.00078082683893981,0.0342161058492223,0.0122863195023203,0.00617671992312708,0.0295377015559906,0.111571285790991,0.0112639475092073,0.336308378734781,0.0472551536790132,0.00561210948173621
DEL,C,1,1,3.22426292233884e-05,0.0301584530156888,0.000277139551171039,0.000546332146421196,0.0210512924637088,0.00232477986653322,0.0140765651301779,0.00615871445895573,0.211303178007114,0.0027076130440517,0.0964341283588973,0.0141863700313196,0.00330674104066318
DEL,C,1,2,8.4308150542131e-07,0.0276789761828194,1.62109782562805e-05,1.86395066382477e-06,0.00249249608562356,0.00335613208644281,0.00226356262821187,0.0081096358877171,0.189770738246595,0.000452540849257655,0.0027001832255704,0.00748651169681016,5.18967181056229e-05
DEL,C,1,3,0.00156154139134313,0.0138462182750064,0.012125016337232,0.0018723023813922,0.00577924799896056,0.00141131213036284,0.00243188343408713,0.000962034106221493,0.0676160678148334,0.00104288262827224,0.0113788569792459,0.00450529346890295,0.00875884236743143
DEL,C,1,4,0.00230773256110803,0.00281450025676348,0.0120138878087181,0.00098608150486747,0.00145134192524625,0.0023263972860289,0.0031145377920613,0.00262224120459084,0.0433409773840913,0.00218127839077727,0.0130865445448707,0.0040371080897452,0.010100045653777
DEL,C,1,5+,0.0107800137586852,0.00230298647571358,0.0211719037385041,0.00301866934352696,0.000618637877001727,0.00225517735980569,0.000842809796114364,0.00189381980261359,0.0247010673865516,0.00444982349280093,0.000837395881569394,0.00127355098453582,0.0264094165989676
DEL,T,1,0,0.00420152787698909,0.111077329403719,0.0240645533274523,0.00210985039669602,0.0332543329847052,0.0074532160742518,0.0241464731587334,0.00311495537271529,0.0287836807685227,0.0186391138416357,0.108348554490313,0.0397512718854587,0.0127885458535551
DEL,T,1,1,2.13065837030518e-07,0.0975459935710759,1.44181753650096e-05,1.90809359148706e-06,0.0100324025544441,0.00369478764779137,0.00842926142027687,0.00106362765234564,0.00943952784882458,0.000693556189698465,0.0388603105116024,0.513361567618358,1.36400394398916e-05
DEL,T,1,2,0.00478001881105303,0.122051282711528,0.00409546882452126,0.000926910708127354,0.00863433419246909,0.00487720150175662,0.0325350981245568,0.0098757708972043,0.00843758741590657,0.00709530713806739,0.0849537136288191,0.0212210549731175,0.0109460509402204
DEL,T,1,3,0.0132122723539559,0.0827545886554349,0.108809689478459,0.00318730278797343,0.00962338300647446,0.00703560103388662,0.00592619544103827,0.0214684500420293,0.0122817550109946,0.0158219609564667,0.104223674544509,0.0547836901171629,0.0131123959023869
DEL,T,1,4,0.0355265326872741,0.0456038364079502,0.589484158086632,0.00651120431126939,0.00132877730019358,0.00474620388970942,0.00699238939073347,0.0171154575565672,0.0128094830728688,0.0108899164141528,0.0907622107503768,0.0137542086377951,0.0267619188016523
DEL,T,1,5+,0.842750714941239,0.026944588436167,0.0160289330105817,0.00233040089792435,0.0108864361366487,0.00234317300063291,0.0094123843878592,0.00329027210820923,0.00941112764888509,0.0404767668151617,0.00394826450226102,0.00629488026707701,0.0134074727319268
INS,C,1,0,1.7327785199388e-07,0.000550271654611255,1.10093247971002e-05,1.71286993957212e-06,0.00260862833606898,0.000435032375926147,0.000720583125717577,0.00218980412543868,0.00263051154971414,0.541651929682881,0.000198512233141437,0.00289426076150679,1.29540019532698e-05
INS,C,1,1,0.000104312560604723,0.00121016143066094,0.00174432146097174,4.69581273306728e-05,0.00213123937284697,0.000264869151297483,0.114609016914052,0.00178355752650201,0.00132288808443503,0.0163888268219849,0.000206742138832197,0.00235643938420264,0.000442050272262048
INS,C,1,2,8.80538715003139e-06,0.00298256251795299,0.000174949786368597,1.24271667339991e-05,0.00150574779711039,0.000169174058986674,0.0628858123033688,0.000138122000735935,0.00183860368209829,0.000750182204413025,0.000367225299802006,0.00196645834318668,0.000108716764056414
INS,C,1,3,0.0002039230760192,0.000323865714036618,0.00101934732278472,0.000888830283107807,0.000149462340380935,0.000872123285755892,0.0255001261295469,9.70110980972659e-05,0.00627439653351405,0.00105457299286261,0.000264792153791331,0.000421949410556076,0.00651150462669734
INS,C,1,4,0.0017244046793957,0.000129874103650977,0.00502704455786855,0.00167948918202017,0.000283297385847051,7.18080787670997e-05,0.00745267497764308,0.000468338238094381,0.00742039538547405,0.00103954252410357,0.000505376951118886,0.000318905639555923,0.0180565066478848
INS,C,1,5+,0.00581741047404957,0.00015320998918872,0.0124613436345599,0.0202143944901867,0.000733470246758003,0.000894299310081026,0.00150502958094846,0.000464850899456756,0.00972001400503578,0.00174862241037873,0.0010467820711445,0.00111070389613312,0.195321208199181
INS,T,1,0,0.000762663866433797,0.00523842647279113,0.00503359712618242,0.00228077616472405,0.00483046675967365,0.0038084614940005,0.00465819421623311,0.00700198412911477,0.0194488013409791,0.0409125206123799,0.0137889032763362,0.0388163308047588,0.0168224462748911
INS,T,1,1,2.80893757084101e-06,0.014253228160354,7.99564838761873e-05,1.38956962429898e-05,0.00401980562374157,0.00122473410291846,0.197147240512916,0.00132390219456838,0.0445494540715899,0.00393330147716193,0.0106683695782668,0.0048974822433797,0.000241565905583405
