Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11
DEL,C,1,0,0.0217528172846864,0.0246821444488393,0.00138533973630641,0.00584892191755809,0.110583546673221,1.42132043636963e-90,0.00477265684325825,0.375876399795464,1.60453879847374e-95,2.70301074626244e-127,0.0364272759254475
DEL,C,1,1,0.0271890143146654,0.000494522457317442,0,9.45213642042236e-54,0.233955979065681,0,3.05378683694826e-05,0.107643809576254,2.90276981337939e-181,0.000629696199150556,0.0215537829337346
DEL,C,1,2,0.0259974014950796,0.00738715377526169,4.16082359619396e-156,0,0.206149047214941,0,0,0,0.00531976671565152,0,4.14531300058327e-45
DEL,C,1,3,0.0141731806013391,3.9930693851237e-109,0,0.000230060997151957,0.0737583963385279,1.15622315920238e-308,0.00248280837785239,0.0105832065600625,0.00371860940526585,0.00187946147415417,0.00467528197286362
DEL,C,1,4,0.00235342854840106,0.00206279860720996,0.00182430993199255,0.000583678764214499,0.0499419834172,0,0.00388746564214134,0.013730888194562,0.00261874807614987,0.000615811825150889,0.000399132068087133
DEL,C,1,5+,0.00298341237154144,0.00102030856423872,0.00023205164743208,0.00198541481515661,0.0255063517488322,3.23871109592141e-242,0.0146298318610225,4.97498199948415e-276,0.000279016041379468,0.00338306860622114,0.000427454763775781
DEL,T,1,0,0.10883924077678,1.21406353550494e-122,0.0211688713726053,0.00270718644855866,0.0326258203267508,0.000241303664180722,0.00791300516809108,0.114426757966598,0.0340567074051108,0.00122521693431697,0.0343005780050306
DEL,T,1,1,0.0881898598220718,0,0,0,6.5553797138121e-21,0,0,3.44146949965681e-60,0.712975369100499,0,3.55000482027614e-49
DEL,T,1,2,0.124160139881716,0.0108818498735212,0.0116433176111284,0,0.0109462996382027,8.86415400511483e-202,0.00705811154320041,0.0952440331470384,1.46832704228262e-64,0.000841483471625923,0.00774843797803266
DEL,T,1,3,0.0949635198239296,0.0223105160426487,0.0181563630577858,0,0.0112205838731284,6.74474689967662e-139,0.0202525014262018,0.123060028766528,0.0480752818468661,0.00223696359893832,0.0076336226204156
DEL,T,1,4,0.0571844351358564,0.0178069322940457,0.00911969950700163,3.91169429913529e-230,0.00861523078702847,0.000242852907288536,0.0471406498749487,0.105010332639146,7.2094870198387e-37,0.0043180037879412,5.13945566512907e-30
DEL,T,1,5+,0.0317050872222625,5.78384163612907e-17,4.2514071646909e-228,6.39633753713399e-140,0.00853369584783938,3.67020859552365e-128,0.815051495498804,2.77987594896735e-80,7.25229364697346e-99,2.92547028524367e-33,0.0111423144626451
INS,C,1,0,0,0,0.702693510841938,0,0,0,0,0,0,0,0
INS,C,1,1,0,0.00190652473457382,0.0179522864649944,6.00623796320387e-282,0,0.177690709651266,0.000209423989735346,0,1.25030783072371e-94,0,3.85164698400548e-124
