"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.903730343878591
"SBS96B","SBS2",0.995906969420284
"SBS96C","SBS7b",0.961809256281259
"SBS96E","SBS3",0.929282296245881
"SBS96F","SBS4",0.993826772727851
"SBS96G","SBS44",0.993052421213912
"SBS96H","SBS1",0.999705523122463
"SBS96I","SBS18",0.992989194939688
"SBS96J","SBS17b",0.999358615774389
"SBS96K","SBS7c",0.991491986372947
"SBS96M","SBS17a",0.999735751884899
"SBS96N","SBS7d",0.959452928079198
"SBS96O","SBS13",0.998809937188613
"SBS96P","SBS28",0.954424165827418
