Type,Subtype,Indel_size,Repeat_MH_size,signeR.1 (False Positive) (ID2 0.995),signeR.2 (False Positive) (ID2 1),signeR.3 (ID1 1),signeR.4 (ID5 0.982),signeR.5 (ID8 0.999),signeR.6 (ID3 0.999),signeR.7 (ID6 1),signeR.8 (ID14 0.997),signeR.9 (ID9 0.999),signeR.10 (ID2 1),signeR.11 (ID4 0.993),signeR.12 (False Positive) (ID2 1),signeR.13 (ID11 0.973)
DEL,T,1,4,0.0435295109208589,0.0473162188812477,0.00417634014286458,0.0491170267164925,4.3680177618905e-06,0.0172994224998838,0.0187147281660876,0.0137684300310361,0.100454379716479,0.0477481575564726,0.000234983660038371,0.0475020845730422,0.0451756677419399
DEL,T,1,5+,0.745086470591389,0.816066229914107,1.35986176187413e-06,0.0211925001339803,5.2573223422775e-06,0.00764241659175677,0.00626088361256529,0.0517150076307929,3.80005798446393e-05,0.819253581541193,0.000263830009409429,0.838615558758546,0.0422576392328148
INS,C,1,0,1.05803523709545e-06,1.50839863115141e-06,5.71667146746308e-07,0.000566138891335117,0.00273549315086767,0.00204149190205081,0.0018257791227903,0.434158101976681,1.02981996350857e-05,1.93804106172997e-05,0.000173508999984026,2.78128443004168e-05,0.000200478963034337
INS,C,1,1,0.000200630453194381,0.000216623365470777,7.86393277894098e-07,0.00180600545810387,0.00184559357175824,0.00221559630623184,0.00163519660797606,0.0114736490593954,1.23512823157492e-05,2.91858709147696e-05,0.000100433091140093,3.9164353800215e-05,0.122057858543271
INS,C,1,2,1.92703966819231e-05,1.90230290112126e-05,6.70344956286936e-07,0.00335043975195095,0.00110826114507927,0.00246101871045899,2.09379838670494e-05,0.000475519059477847,9.43571819537857e-06,1.98835494523587e-05,5.62470461736507e-05,2.82850291736385e-05,0.0715372691707372
INS,C,1,3,0.000479667130079703,0.000459421260320999,0.000699542032648916,0.00040772157239299,2.03509143761281e-06,0.00677840689185507,8.43474506997273e-06,0.00158815122887207,9.12333566154328e-06,0.000282120003096664,0.000184105815787024,6.0919193627043e-05,0.0259586648586734
INS,C,1,4,0.00284497405606314,0.00294965162170098,0.00166972679285497,3.0528875208261e-06,2.89537693046922e-06,0.00755408843937943,0.000110117327661629,0.00168057208458957,1.1457195588733e-05,0.00312780363623324,4.09419455480478e-05,0.00263464179574344,0.00848525657770127
INS,C,1,5+,0.0103145631653394,0.00898541441504316,0.0245946980150536,4.88777614734895e-06,3.34687143414829e-06,0.00739341987523957,7.00028434948892e-05,0.00336560816418935,2.03091285111097e-05,0.00913986096867921,0.000239946604605991,0.00910651688662672,0.00246593932583355
INS,T,1,0,0.00141348969124346,0.00133007351752921,0.00223760262636395,0.0112378428820675,0.00471979547603473,0.0155420683138835,0.00605567223474959,0.0300895734469518,0.0109149995900532,0.000772657240499177,0.00469650386160617,0.000399512091580186,0.000250512799189896
INS,T,1,1,4.08829446653398e-06,4.04519529905098e-06,1.13174209755624e-06,0.0128100668933075,0.00408326196477792,0.0456862398322868,0.000552376400465625,0.00256812811769385,0.00955566222424276,2.44572757203125e-05,0.000139760350584894,3.17133915758039e-05,0.25061147617417
INS,T,1,2,0.00062514802569775,0.000697543469888984,3.30258086323954e-06,0.0276888473343709,6.8911704018115e-06,0.0443805740832168,0.000295010006558685,0.00173165628956529,0.000255545336449087,0.000541714300766213,6.37868829466637e-05,6.04477564604982e-05,0.146932755138463
INS,T,1,3,0.00135061176045918,0.00106650978866519,0.00432807310884129,0.0188348132672363,3.65998902338201e-06,0.0271028454768681,0.000819687075976165,0.00106482068033704,0.000131998543880244,0.000943882070552196,0.000114231034331177,0.000117310513513331,0.0937136599794401
INS,T,1,4,0.00460860646238209,0.00344978636021329,0.016747503141609,0.0123955050272339,1.18290826037038e-05,0.00709366663651428,0.00115415515847619,0.00534592319517746,3.30684904822934e-05,0.00329254032392715,0.00035332854031563,0.00341625274945751,0.0398795636101709
INS,T,1,5+,0.0785321250586671,0.00015784186466933,0.895599127374389,3.42327083891934e-06,0.00729038212854742,0.0248907310921017,0.0126389948722439,0.261676990285137,4.57621996050102e-05,0.00292360124844314,0.00115010460568006,0.000157423909285795,0.00106406307186774
DEL,repeats,2,0,0.000203598270411904,0.00015180732532515,0.000665853545737534,0.0282860808363802,0.00864186515537936,0.00740513431532226,0.00167002153670461,0.000348510321121387,0.0127932693030591,6.67182917455142e-05,0.0702275181322148,6.70258817471695e-05,0.00128988973113349
DEL,repeats,2,1,0.00337441352325296,0.00359115722344869,0.0012389031530755,0.0225782063225429,0.0100810939395097,0.00964881714195311,0.00237873098287772,0.00632808659228684,0.00161331703536767,0.00356049780809575,0.223483106302737,0.00298405211896523,0.00779076156437354
DEL,repeats,2,2,0.00174195015544636,0.00187387431309988,0.000384076805387303,0.00428746406624563,2.31079253534367e-06,0.0120170543230857,0.00229741789489952,0.00253361982547021,1.90298924726827e-05,0.00189978791766659,0.0531491139385593,0.00180625475205698,0.00170875082858894
DEL,repeats,2,3,0.000725340306125,0.00077319829374543,0.000314875242419145,1.85719344589453e-06,1.76465835705926e-06,0.00687512763098574,0.000170252582821693,0.000541451400682244,8.36088681002047e-06,0.000675188524900969,0.0122963897807247,0.000350266549501119,0.000222288006355384
DEL,repeats,2,4,0.00081786301768357,0.0008961163718929,1.06828249845069e-06,0.000527417672020681,1.84850826224116e-06,0.00340461271248038,1.77547620366933e-05,0.000121052531292077,8.22603384331478e-06,0.000807187692082045,0.00300367238082413,0.000325217000260439,0.000274298283646378
DEL,repeats,2,5+,9.17737211714413e-07,1.59202814602215e-06,5.0669504725057e-07,0.0203853482965798,2.84627944525735e-06,3.05364675390598e-05,1.31919470922585e-05,3.90070357978647e-05,9.28141805404819e-06,1.59911950031359e-05,0.000962740495463924,2.58837739576722e-05,0.00136340138860865
DEL,repeats,3,0,2.14341495395241e-05,1.56838828785293e-05,8.50670879002822e-05,0.0164280762712737,0.0115462386042238,0.000705353867712695,0.00103663209813392,0.000968981171674143,0.00205288601426765,2.28185419098175e-05,0.00363372892145636,4.71729378892201e-05,0.00223917991750514
DEL,repeats,3,1,0.0049929062190489,0.00499644119801716,0.00517102565651259,0.00563568831326564,5.47518683194276e-06,0.000194928277106079,0.00569228730307046,0.00479428121518736,0.00497096616358853,0.0049111399921432,0.0937463265271559,0.00455794935434586,0.00426335030063123
DEL,repeats,3,2,0.00222255764282255,0.00240447318645023,0.000403377125599677,0.000720836615215058,2.14458785317371e-06,6.8361986274728e-06,0.000557631865256673,0.00122828819006785,0.000334669742392375,0.00252828730988025,0.0212608811425481,0.00260291101507539,0.00018609677059746
DEL,repeats,3,3,0.00043114920826542,0.000454408037938094,0.000180485397491627,0.000205857699137154,1.51824783380888e-06,4.09416741913281e-06,8.29602446108827e-06,0.000497960411578205,9.55172979968795e-06,0.000575835475450394,0.00357503077287408,9.77173014411214e-05,0.000140344285755642
DEL,repeats,3,4,1.11568950516974e-06,1.36137337345869e-06,5.22045347902763e-07,0.00553369095309326,1.67618622598494e-06,1.46998870253411e-05,1.05388381380384e-05,4.41976648535957e-05,1.01135852849844e-05,1.74575428818779e-05,6.00660856212861e-05,2.55178957707691e-05,0.000475487888006933
DEL,repeats,3,5+,1.02332566368655e-06,1.451994896005e-06,5.06871962546485e-07,0.00793984275670787,1.72469853686904e-06,1.50479704213972e-05,1.07124517253339e-05,3.96502694479517e-05,1.04772906761695e-05,2.22308407394386e-05,0.000299758936160809,2.50107015826753e-05,0.00110900973435267
DEL,repeats,4,0,2.28332259906862e-05,1.86336082416181e-05,4.92761594104273e-05,0.0104712628892464,0.00719482016382074,6.1284208832485e-05,0.00228459059164317,8.16176433082947e-05,0.000422945797215078,2.59028742230571e-05,0.00620420104112422,3.56665133731401e-05,0.00122107802094642
DEL,repeats,4,1,0.00201732970663043,0.00214161921127567,0.000880408148155194,0.00245525356078011,0.0015995263207585,0.000848413384532555,0.00285854653679728,0.000633424710001268,0.00500022206461084,0.00217903673549285,0.06160103660283,0.00195053220985916,0.00146344478339308
DEL,repeats,4,2,0.000497944168859822,0.000535505203408398,1.02487425451049e-06,8.56565308138951e-07,1.50984924549465e-06,6.06021083549271e-06,0.000220363022356269,0.000621431753752201,9.34770072517659e-06,0.000469720040411341,0.0143274750633099,4.07502831014348e-05,8.46075826183241e-05
DEL,repeats,4,3,7.25777367187708e-06,6.16642216544036e-06,5.04549265049807e-07,0.0037355790583896,2.42794200743504e-06,1.0423871919504e-05,1.36086603806494e-05,4.44130225381259e-05,9.20324221621546e-06,2.57474419699921e-05,0.00379860336954853,3.48879077857823e-05,0.000527781541861356
DEL,repeats,4,4,9.65293116628081e-07,1.51892553114275e-06,5.08024241112599e-07,0.00435402445367595,2.04485966889933e-06,1.09325995023389e-05,9.81016779699054e-06,3.68313163547886e-05,8.8713341747336e-06,1.79641810140783e-05,8.90012986539105e-05,2.42273855233917e-05,0.00141283735411342
DEL,repeats,4,5+,0.00019379511774758,0.000214682246697267,6.78808165619795e-07,0.00108768137520488,1.54289301810674e-06,5.46893388038884e-06,8.47982425961653e-06,3.16605830254957e-05,7.74770339670175e-06,2.35725958225977e-05,0.00015313693693874,2.75216636217025e-05,0.000257175321936651
DEL,repeats,5+,0,7.03552083290238e-06,8.7978858601971e-06,7.80696437535674e-07,0.0178932691067222,0.256481446046107,0.000429851873550389,0.0191107044282713,0.00336337664952466,2.11915399348638e-05,2.30755124784256e-05,0.00331940667052405,3.7669203065249e-05,0.000413246055406507
DEL,repeats,5+,1,0.00277384725296898,0.00303855099654957,1.71483673645501e-06,0.000394356843040292,2.73087116242391e-06,4.85681535728627e-06,0.007942553607593,0.000500537879102012,1.47899984763423e-05,0.0029811831093652,0.0153022100349176,0.0028071629809665,0.000140974408979811
DEL,repeats,5+,2,0.00039326385246128,0.000440330037807944,1.16535405260385e-06,8.10747532545769e-05,1.76681854170532e-06,3.43016397470122e-06,0.000123625725401102,9.11175270949323e-05,8.31036494266727e-06,0.000320727230766363,0.00235810053521691,3.58088767791034e-05,0.000173265750093543
DEL,repeats,5+,3,0.000135050762894746,0.000153770706304021,6.72239393500327e-07,1.13616648118779e-06,1.47079442616646e-06,3.78769504460731e-06,1.59164059046134e-05,3.8352726475699e-05,6.84385857524446e-06,1.49566847292129e-05,0.000694366586002735,2.55011908269046e-05,0.000121284155473708
DEL,repeats,5+,4,7.25058395468525e-05,7.87493949958737e-05,6.01068699431915e-07,7.21596303714718e-07,1.26926790769489e-06,2.9367911300192e-06,7.18263678499861e-06,2.33035463405432e-05,7.02769172506581e-06,1.2576679068193e-05,6.7337690964339e-05,1.99056438902563e-05,7.99185736664034e-05
DEL,repeats,5+,5+,2.6060276371026e-05,2.89699451241126e-05,1.07567532067581e-06,7.65539590408733e-05,1.33777154918778e-06,3.85963353293678e-06,7.39718474454441e-06,6.79110504457461e-05,8.14506573685159e-06,1.55064750812732e-05,6.83641302462154e-05,2.22476160766296e-05,0.000141443883895155
INS,repeats,2,0,0.000339796468425865,0.000339906969537319,0.000369186107114388,0.00724693860366991,0.00169006830929589,0.00245989681733039,0.00209500021557859,0.0225234232099126,4.96178092071155e-05,0.00028427430458834,0.00106364832249714,5.91041942270916e-05,0.000468739559263194
INS,repeats,2,1,0.000241268041660344,0.000269768708853144,1.04485602237093e-06,0.0173163452667207,0.00109373054549761,0.00305160897426739,3.48119692648782e-05,6.25014472902761e-05,0.00122026796492281,6.26537058178337e-05,9.69296746153779e-05,3.93399826090584e-05,0.00110233495260938
INS,repeats,2,2,0.00098365713006709,0.00107795180662757,0.000105670868975169,0.00684703087872524,2.09204411420584e-06,0.00126549371444031,0.000582928602782545,0.00116076793431326,1.48285669631729e-05,0.000970307953385597,6.79269880876937e-05,0.00088580511771277,0.00142061317886496
INS,repeats,2,3,0.000408204281639705,0.000402596327178091,0.000409201993720334,0.00117158135793501,1.87237012581165e-06,0.000907992584835878,0.000138568651769225,0.000952132753126156,8.96582841571554e-06,0.000414113311139238,9.00791544712766e-05,5.61088312969744e-05,0.00031823145357564
INS,repeats,2,4,0.00207770493275405,0.00200332161014015,0.00279363856948156,1.03192115495414e-06,1.66668573350217e-06,6.49887655583692e-05,1.12619739403411e-05,0.00311466190634896,8.42830455883913e-06,0.00200476768144548,4.79229540561449e-05,0.00077050542868807,0.000104879247347351
INS,repeats,2,5+,0.0140095699157484,0.0136226622639874,0.0183735548156008,0.000842473010852228,0.00134609364726528,1.13036697621501e-05,0.000434505420138974,0.00130853972224556,2.04306871640154e-05,0.0137347801366819,0.000173752218038756,0.0138230793519308,0.00122611042942213
INS,repeats,3,0,4.84225250562342e-05,5.64686374669275e-05,1.03449138453153e-06,0.00383755600531114,4.61867519294513e-06,1.54615393088169e-05,0.00124521657768358,0.00624753710460556,1.11708927763544e-05,2.42568241978322e-05,5.27422476330618e-05,3.35375275098849e-05,0.00117217712016493
INS,repeats,3,1,0.00115335851879107,0.00125250390387764,0.000189689953132235,0.00643247460499858,4.77131431936434e-06,0.000344761251322428,2.07528664595446e-05,0.00253612542095339,1.02034186464029e-05,0.00121787727149793,0.000375264487152604,0.000834088262237657,0.0016733695364584
INS,repeats,3,2,0.000193430080609648,0.000226583859868958,9.76404669493876e-07,0.000729947930901483,1.496578347836e-06,5.07620615077756e-06,0.000515616755118868,0.000168476562685376,8.47989110970081e-06,3.87569145363429e-05,0.000283081310040625,2.76847534002953e-05,0.000228988311038773
INS,repeats,3,3,2.9404386381116e-05,3.00118496610961e-05,3.28291932439847e-05,7.62892165455345e-07,1.42263698240743e-06,2.94787647384141e-06,1.55109771380492e-05,0.000218311809518354,6.78534441938402e-06,1.27391359487629e-05,2.74540792316301e-05,2.26518283122259e-05,7.32551390783572e-05
INS,repeats,3,4,0.000138561686069121,0.000157653319670589,8.06329957132515e-07,8.07339039758443e-07,1.13292493167439e-06,2.96031681993199e-06,6.7754738006964e-06,0.0005739880750772,6.04848948622037e-06,1.76168639034152e-05,3.38295774302384e-05,2.39270970200903e-05,7.57828001139846e-05
INS,repeats,3,5+,0.00189211216119796,0.00204510041208984,0.000599725050359964,9.97449622933203e-07,1.3561501515372e-06,3.61854180644551e-06,8.3113194725303e-06,0.00256506842916161,6.17369652147234e-06,0.00191231282680221,2.86494308271287e-05,0.00137911765880519,8.11711829161809e-05
INS,repeats,4,0,1.2216622238229e-05,1.27756722301329e-05,9.01246179302387e-07,0.00272833857406797,4.85942325631572e-06,5.6025954789352e-06,0.0015985329865918,0.00555797996920891,1.14478934257067e-05,2.22942287816228e-05,9.15153272279397e-05,3.00554253977133e-05,0.000507044166766275
INS,repeats,4,1,0.00117179982859074,0.00120886001182648,0.000735002296478427,0.00383290903659174,0.000846944100571201,0.000127761992346692,0.000404784670928523,0.00135896771718315,1.74789640457831e-05,0.00107886522751804,0.00116219601953631,0.000440140643349021,0.00156148702117258
INS,repeats,4,2,2.46663320542963e-05,2.86386653007729e-05,1.04657461914399e-05,2.80363524130657e-06,1.54557401920085e-06,3.47291663578972e-06,0.000152529888459611,6.4462077642949e-05,8.25741588494433e-06,1.48373917963849e-05,7.42581137447855e-05,2.26089219793096e-05,0.000113422652887695
INS,repeats,4,3,0.000145839681166176,0.000173708636867563,1.20059362210758e-06,7.3953454785156e-07,1.16733850669073e-06,3.70115292980056e-06,5.17604501846492e-05,0.000881033889515417,6.41059377780892e-06,1.56570526425847e-05,3.22460268200033e-05,2.59901894620356e-05,7.51276657773758e-05
INS,repeats,4,4,0.000286978555028464,0.000308610140233734,7.28152679655853e-05,8.57762234301268e-07,1.41376274544737e-06,3.57018356825266e-06,8.15654613105096e-06,0.00168051599107131,6.69380976754148e-06,0.000125647112125697,8.1997245456162e-05,3.07711647229489e-05,7.580679756648e-05
INS,repeats,4,5+,0.00212766763086361,0.00227049643042123,0.000787475174818947,0.000457953327730305,9.03876563009696e-05,5.23687276660911e-06,2.23589251526254e-05,0.000434804310534394,9.89501405202044e-06,0.00233406304587036,8.90902625625013e-05,0.00228051897645534,0.000160746853450436
INS,repeats,5+,0,1.10113055054394e-06,1.36589016558063e-06,4.93502630060977e-07,0.00484707557528865,3.47712105462429e-06,1.47951585652929e-05,0.00886443987326727,0.00245219528095363,1.3035211100959e-05,2.79431391243329e-05,7.98718867661109e-05,3.20019803449012e-05,0.000850020656421285
INS,repeats,5+,1,0.000240769588996781,0.000128312069020893,0.00146586658262254,0.00608053025557629,0.0103270159672655,0.000284915659553488,0.00532137509678186,0.024745208554675,0.000317613779992034,5.89005210335468e-05,0.00323135721699984,6.56670577174533e-05,0.000414713495665334
INS,repeats,5+,2,3.98028522679595e-05,1.99960641061254e-05,0.000112656255635437,1.61603907181047e-06,1.05733615378979e-06,3.49185711323692e-06,0.00114673336108322,0.000571993972481677,6.96640747661882e-06,1.63325811958704e-05,9.58499252722417e-05,2.80986180726527e-05,9.13892423518818e-05
INS,repeats,5+,3,0.000122981156487453,0.000143009017388997,3.89097643332001e-05,8.35844793760328e-07,1.34256148967047e-06,3.28740934169302e-06,6.42432165994293e-06,7.87558592847866e-05,7.80595026566279e-06,1.32320881554966e-05,3.58743864084203e-05,2.16352886041608e-05,7.51831457343169e-05
INS,repeats,5+,4,3.57992994798774e-05,1.74480661404731e-05,0.000105949855533429,8.08231698784276e-07,1.28480255221995e-06,3.31364364406628e-06,6.70344040558196e-06,7.26613231211421e-05,6.97041128869615e-06,1.50189810275746e-05,2.91596768373949e-05,2.24067767104622e-05,7.9871945969374e-05
INS,repeats,5+,5+,0.00012307036175997,0.000146381622389878,1.25560550726174e-06,0.000158548401537548,1.55988054703774e-06,3.80154374177983e-06,7.38877484325395e-06,5.11141120576376e-05,8.01930651123693e-06,1.46374951400243e-05,6.07396962856475e-05,2.12988521610573e-05,0.000115952239056173
DEL,MH,2,1,0.000260318669410033,0.000154900073935811,0.00119932421280723,0.0272808544894927,0.00404820567467282,0.00804881408394354,0.000235861780114867,0.00248437340776879,0.00335898520108454,6.86351795998965e-05,0.182801825566355,6.1962747189253e-05,0.00333585026459639
DEL,MH,3,1,5.49257891847252e-06,4.9207647078727e-06,4.78495441411952e-05,0.0124836293781393,0.00998545164545878,0.000387400026493596,0.000853892997876237,0.00146349842001512,0.00185719209597435,2.44189044253303e-05,0.00566550632708779,3.8096164235085e-05,0.00178469778383176
DEL,MH,3,2,0.00280990371073094,0.00293448455238121,0.00159938633409797,0.00827807501674877,0.0043962303157385,0.000358578485977535,0.00446643732381542,0.00321290818371974,0.00100494757048673,0.00301399100948604,0.0471401235145165,0.0026566083806207,0.00450349168195708
DEL,MH,4,1,0.000144607863078753,0.000167207604977263,1.40935037753382e-06,0.00833702071993167,0.00611222030836835,1.49623797246981e-05,0.00269875573894815,5.34352664069641e-05,0.00169379640348288,2.44365832381266e-05,0.00987744772912749,3.57890065254646e-05,0.00204631520648937
DEL,MH,4,2,0.00053404632064123,0.000590070172456295,6.29308432040092e-06,0.00565696389721259,0.00136903481307611,0.000428241183101903,0.00881435744297158,0.000904902351641397,0.00326174303792951,0.000612628152822993,0.0283660300205174,4.9639091895699e-05,0.000945455473767255
DEL,MH,4,3,0.000663381054649821,0.000741054309376413,2.98569927526926e-06,0.00337223544684599,0.000965753478729117,3.99782322461985e-05,0.00490473570721085,0.00209567893708059,0.00230687265704389,0.000791165210500587,0.0469533559681447,5.39011444719601e-05,0.00177048231761785
DEL,MH,5+,1,0.00051946602903086,0.000572024160239405,1.28314377453755e-06,0.00716934084575642,0.302043046912007,5.07086993068346e-05,0.0716114215753127,0.00352795032468595,3.83672260992299e-05,9.48912252283307e-05,0.00016951315258957,4.77065220238598e-05,0.000420694740734486
DEL,MH,5+,2,7.44044578319061e-05,8.2786956083415e-05,8.08607566488076e-07,0.0064814032987557,0.131667671363093,0.00095926438198981,0.25523498198703,0.00277674324155696,3.08462178820574e-05,2.3348237884323e-05,0.000118274527890776,3.70652708179596e-05,0.000358779547431455
DEL,MH,5+,3,3.45141517464463e-05,4.10766676915613e-05,8.70719299321816e-07,0.00615950076451004,0.0484077682239898,0.000343917026304089,0.21877925070136,0.000821727960815066,1.65709562539949e-05,2.49529441481028e-05,0.000265842139094843,3.45677584119199e-05,0.000585470465393858
DEL,MH,5+,4,0.000430632971516944,0.000457959937990205,1.15787727122397e-06,0.00205288123662395,0.0167425805401618,0.00029824946343362,0.121669745703231,6.45989814391073e-05,2.45788802858531e-05,0.000185067943356122,0.00295115769445674,5.32023948672592e-05,0.000363190808855202
DEL,MH,5+,5+,0.00222648603274879,0.00239052175745469,0.000561452933592099,0.00224924006007734,0.0131175526518317,1.16003250725198e-05,0.0998199604805112,0.000718008544753114,1.35396121613073e-05,0.00217042860643652,0.00158872540086305,0.00219175092982618,0.000241571167603593
