Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12
DEL,C,1,0,8.18721217093682e-105,0,0.0247897305672298,7.95234642915947e-123,0.00148123409400718,0.0367190694200297,0.380984437006336,0.00477921306268727,4.00189581816486e-78,0.0219780592745138,0.114592709272337,0.00331862578538169
DEL,C,1,1,0.000630695771617446,0,0.000627986322616183,0,0,0.0215025618137737,0.108351484358487,3.057263346502e-05,0,0.0280609142864368,0.236594500048308,1.07978741912299e-238
DEL,C,1,2,0,0,0.00744568763931846,0,3.96942450274854e-178,1.58904678982438e-34,0,0,0.0025988699081653,0.0270181767023169,0.207248961632556,0
DEL,C,1,3,0.00188207014418963,0,3.54791938936523e-100,0,0,0.00471035209827254,0.0106484583700059,0.00248193615269121,0.00250156773113346,0.0144452558369804,0.0741269187268061,0.000304651444375211
DEL,C,1,4,0.00061595940248338,0,0.00208209786827004,0,0.00187469658813912,0.000413010747775501,0.0139427342830518,0.00388760267208453,0.00248162942892112,0.00274546802102852,0.0505201772155225,0.000466640348877328
DEL,C,1,5+,0.003363474705723,0.0190015729426772,0.00102242797153324,7.2433680834417e-230,0.000413908735487151,0.000498003098557321,5.84338295848567e-273,0.0146347270312555,0.000393419304544914,0.00267141771659013,0.0259949751293016,0.00192779560739814
DEL,T,1,0,0.00124943327915672,0,1.6243680560785e-127,0.000258175498313319,0.0212472331358949,0.0345623004722514,0.114404936238481,0.00790462805519909,0.0284996855905608,0.106854101019999,0.0313694995120979,0.0035195649138913
DEL,T,1,1,0,0,0,0,0,3.15463908819251e-33,1.21422606030265e-57,0,0.729141727889737,0.1130743024185,2.02839403098892e-13,0
DEL,T,1,2,0.000855395067899317,0,0.0110230145789494,1.89949944864939e-135,0.0119646556436471,0.00790803505482442,0.0933008035461506,0.00705610456177316,8.86594586062067e-248,0.119829470082446,0.00926874854731052,2.90443128987411e-155
DEL,T,1,3,0.00225169920785513,0,0.0223269865310491,8.20219669339036e-137,0.0185338792395815,0.00793249895369358,0.122882621069266,0.0202473082685971,0.0442175615643293,0.0940062752734507,0.0100630556806088,0
DEL,T,1,4,0.00436416565523647,0,0.0178772785656713,0.000293238135879931,0.00932098587145877,6.60092585117436e-25,0.105061318426906,0.0471262008592168,1.36791983116402e-129,0.0554010865007159,0.00802281845163636,5.59320911644912e-236
DEL,T,1,5+,1.09949419941143e-17,0,5.89332146849089e-15,7.05234118260161e-145,1.44969969462268e-221,0.0113660609587401,8.04212394001265e-96,0.815007448297756,1.56244379686142e-145,0.0317233975195886,0.00638346378631805,5.4475279960863e-151
INS,C,1,0,0,0,0,0,0.712924586350561,0,0,0,0,0,0,0
INS,C,1,1,0,0,0.0019010041507576,0.178009506558642,0.0181974415769978,2.70982278726823e-144,0,0.000209379436592415,0.00094056736794019,0,0,0
INS,C,1,2,0,0,0,0.100065434548847,0,0,0,1.93204211964128e-05,0,0.00294346189027601,0.0007682001582035,0
INS,C,1,3,0.000610366561235873,0,0,0.0379725026972126,0.00197996403008628,0,0,0.000477989010825523,0,0,0.00687660707297399,0.000214515411548686
INS,C,1,4,0.00173557592636693,0.0010704953768639,0.00016211201646167,0.0120764458154436,0.00119172550642329,0,0,0.00293158109187321,0,0,0.00843605294362912,0
INS,C,1,5+,0.0244116014949314,5.13960335235583e-19,0,0.00156023748958917,0,1.3638029372772e-136,1.36891202112808e-83,0.00904622492785617,0.000220519144446613,0.000369094586958436,0.00780074431522601,7.21125863701901e-05
INS,T,1,0,0.00232209689762246,5.31063457492679e-117,0.00633901527867729,0.000385503822500027,0.0491612433026511,0.00331767709081862,0.0106229189336202,0.00132228687610538,0.0574977134197454,0.00653411749517859,0.0197439595637796,6.37930099583763e-149
INS,T,1,1,0,1.11253875958877e-308,1.09612009540886e-124,0.328457506068202,0.000768710109585963,0.0024361524219668,0.0113290370684892,0,8.60632515701532e-269,0.0121729101015968,0.0453011707319532,6.90140865786331e-298
INS,T,1,2,6.77551132279588e-05,0,0.000129931656763405,0.169112512904868,0.00100970413774325,0,2.35591872642703e-118,0.000672484061053162,0,0.0300351176948293,0.0445635254774749,0
INS,T,1,3,0.0042719535684838,0,0.000595489259821687,0.11226817391541,0,4.78857592802622e-37,0.000197859407438517,0.00108670020710492,0.0090225765812394,0.0190355839493519,0.0273512910650685,0
INS,T,1,4,0.0168508632707064,0,0.00101892455747274,0.050185222871574,1.34628983705571e-228,2.24066849595802e-41,1.3681153485541e-47,0.00348540934665579,0.0145973386531097,0.0115990804073942,0.00592075397657765,1.6308667755792e-187
INS,T,1,5+,0.900480340994604,0,3.74673040055107e-19,5.17968441865206e-163,1.52061209460731e-177,0.00019307968796224,9.71351602297786e-39,0.00316268243191093,2.74166341100135e-149,1.0524159876201e-09,4.70046063903862e-21,9.37903621940976e-130
