Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID2 0.998),hdp.2 (ID8 0.999),hdp.3 (ID3 0.998),hdp.4 (ID6 1),hdp.5 (ID1 1),hdp.6 (ID11 0.999),hdp.7 (ID13 0.999),hdp.8 (ID14 0.916),hdp.9 (ID9 0.998),hdp.10 (False Positive) (ID5 0.927),hdp.11 (ID4 0.998),hdp.12 (ID12 0.993),hdp.13 (ID10 0.987),hdp.14 (ID5 0.964),hdp.15 (False Positive) (ID1 0.808)
DEL,C,1,0,0.00461000938224896,0.038915927187183,0.113661432308484,0.0298175772805319,0.000245601446155147,0.00277509083893278,0.0510683905500529,0.0125680379739918,0.32393762628192,0.0191386455221354,0.00811259673739122,0.0479187902296305,0.0107333145884362,0.0201722995027062,0.00250166817714487
DEL,C,1,1,0.000130720986776238,0.0220854493432032,0.220970393194766,0.00558474692596363,0.000750176322147695,0.00123693462984518,0.0144776600719262,0.00159347510182152,0.0945785481269638,0.0216334932546259,0.00273314426516151,0.0109716360232671,0.023602126361585,0.0292134684022775,0.000386184639401177
DEL,C,1,2,4.10306119982732e-06,0.00290504487301485,0.19101570197392,0.00789487936619976,1.28580020253754e-05,0.000192628018889393,0.00625435168468886,0.000979447446864931,0.00266291134014914,0.0310910568741058,0.00148760912442842,0.00194372666480979,0.0173359170162725,0.0257155905786914,1.13704247252411e-05
DEL,C,1,3,0.00241942588787771,0.00580076939973416,0.0601712116819814,0.000897519607798747,0.00168165068436827,0.000413409459953116,0.00564847089103975,0.000790715307320668,0.00940089273895796,0.0130903747207542,0.00134305351171268,0.0056160926150842,0.00738359469607382,0.0133164874514602,0.00268260687327114
DEL,C,1,4,0.00335069157687851,0.00101813973598846,0.0422592077689475,0.00295204822225504,0.000831346646168937,0.000242823266253589,0.0032736208692744,0.0027754628862996,0.0113637865664072,0.00221428447179796,0.00166110591543283,0.00308533231739642,0.00406696597598149,0.00227052401293271,0.00207483416534048
DEL,C,1,5+,0.0139363912238912,0.000640192144086349,0.0226433071985715,0.00168763125321213,0.0033335193396992,0.000774594822723424,0.00137401202802877,0.00540809533951759,0.00111806693330826,0.00153868781250813,0.00243661928916884,0.034626265633147,0.00645825995247458,0.00234238642599135,0.00791964435558086
DEL,T,1,0,0.00720325890797095,0.0359126188914878,0.0366088515629804,0.00375801268734096,0.00105878811216465,0.000638423933354438,0.0479847810392991,0.0236011047945305,0.0975754269676923,0.0965118724618187,0.00401162801691903,0.0251236538355848,0.0322377042440951,0.0486513753210019,0.00598059378034564
DEL,T,1,1,4.89468813574868e-06,0.0095130657314008,0.0116535951291255,0.000245186561889888,1.126035808232e-05,0.00104562160620859,0.533442315801708,0.000683535953314301,0.0448018502466084,0.0723936326411303,0.000844641588428117,0.00410518745919918,0.00119777862817805,0.138236996891996,9.52111854508389e-06
DEL,T,1,2,0.00578126313449997,0.00866120632669019,0.0150472881223851,0.0120050194597409,0.000759387099055054,0.000682119347040485,0.0213677021347146,0.0120522957463379,0.0791187391443008,0.210722977154273,0.000891490981754772,0.0205084220370916,0.00278656092379184,0.122901229705561,0.00592596540059636
DEL,T,1,3,0.0163488565371043,0.00858029844575865,0.0158369705205631,0.021536959239367,0.0027593750370548,0.00154997864259853,0.0592407296942891,0.0230511586351971,0.117590227347543,0.0732516878335527,0.00135453731114613,0.0163207182470542,0.0068734222058007,0.0854416674492506,0.0123991278106237
DEL,T,1,4,0.0366927664176103,0.00129652845943462,0.0136662879475083,0.0175961043286776,0.00383213442564292,0.0011823184936787,0.0166660517367705,0.0211110012853533,0.0882951129925473,0.0501515251000767,0.00115561836872416,0.0368852669582348,0.0091329605331942,0.0577366776122301,0.0397728449582117
DEL,T,1,5+,0.780723701584933,0.00867012173894196,0.00747589557809529,0.00381555048705314,0.00174677899928256,0.00652505653947327,0.00844708810636377,0.0703963494018601,0.00196327112080336,0.0257972502063135,0.00577392160893014,0.00587796519710271,0.00295221979846867,0.0316194465142629,0.347659271073524
INS,C,1,0,3.95198213865407e-06,0.00296027204278928,0.00229576474760287,0.00223882792770938,1.01174715723056e-05,0.000311328257042548,0.00203209918222769,0.570747953458474,6.53052874414658e-05,0.000418563793814219,0.00019556271750576,0.00132913569125565,0.000451704652151891,0.000291200419342617,5.89323330527041e-06
INS,C,1,1,0.000199065462526444,0.00202985200194321,0.0014288950179639,0.00159544443946598,2.3868067256952e-05,0.166225018205483,0.00162673040085142,0.0158180295360673,0.000258064462036795,0.000896787053502855,0.000117067128793791,0.00242434536914459,0.00208433782635661,0.00179899737311503,6.94789948450517e-05
INS,C,1,2,8.17467607922943e-06,0.00134336697437862,0.00169844621131916,0.000257068877924366,1.55421284557425e-05,0.093832913972998,0.00170513396260983,0.00130036745635038,0.000697720215388392,0.00270993180490227,0.000168612732357681,0.00402531787859544,0.00116022116271823,0.00292576969910691,1.46945993887858e-05
