Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J
DEL,C,1,0,0.00219635,0,0.00287814,0.00217921,0.0323341,0.08581821,0.02335868,0.37566564,0.01210057,0.00304364
DEL,C,1,1,0,1.701e-05,0.00206467,0.00573679,0.01957431,0.22980428,0.00141441,0.09844621,0.00087264,8.159e-05
DEL,C,1,2,0,0,0.00215344,0.00911269,3.032e-05,0.21006216,0.00390494,0,0.00143291,0
DEL,C,1,3,0.0020171,0.00171014,0.00908644,0.00629557,0.00486663,0.07466736,3.439e-05,0.0106767,0.00097325,0.00056228
DEL,C,1,4,0.00314147,0.00049159,0.00638649,0.00020058,0.00025361,0.0438065,0.00171595,0.01453046,0.00216992,0.00140572
DEL,C,1,5+,0.01385265,0.00178455,0.02025762,0.00014985,0.00024096,0.02582639,0.00098904,0.00029029,0.00223374,0.00348368
DEL,T,1,0,0.00487333,0.00080063,0.10014838,0.08454216,0.03457487,0.02533801,0.00037708,0.11666222,0.00565669,0.01604624
DEL,T,1,1,0,0,0.00312841,0.32904051,0.00601094,0.00360398,2.191e-05,0.00768351,0.0136143,7.49e-06
DEL,T,1,2,0.00596326,4.278e-05,0.1095227,0.08777857,0.00465527,0.00406134,0.00826377,0.08800724,0.00278265,0.00552388
DEL,T,1,3,0.0164728,0.00124943,0.10510521,0.08295,0.0032385,0.00378817,0.01993175,0.11375315,0.00547243,0.01255583
DEL,T,1,4,0.03620173,0.00223761,0.14550134,0.02847663,0.00048891,0.00269735,0.0140958,0.10546902,0.00415623,0.010287
DEL,T,1,5+,0.85090058,0.0004327,0.01317308,0.00259449,0.00021067,0.00078296,0.00015545,0.01055957,0.00065121,0.06187542
INS,C,1,0,0,0,1e-08,4e-08,1.3e-07,1.4e-07,1e-08,2.5e-07,1e-07,0.52828267
INS,C,1,1,0.00018865,6.04e-06,0.00587601,0.00418487,0.00206829,0.00559438,0.00143161,0,0.0001544,0.01436637
INS,C,1,2,1.608e-05,1.83e-06,0.00463377,0.00437666,0.001575,0.00393306,1.18e-05,2.35e-06,0.00011582,0.00052336
INS,C,1,3,0.00034107,0.00071621,0.00177412,0.00050055,0.00013552,0.00871192,6e-08,1.18e-06,0.0007148,0.00070524
INS,C,1,4,0.0024112,0.00118183,0.0059116,2.54e-06,0.00038123,0.00797064,0.00024612,6.755e-05,0.00019282,0.00070479
INS,C,1,5+,0.00650685,0.0195346,0.04193995,0,0.00143238,0.00793031,1.438e-05,2.198e-05,0.00240184,0.00217697
INS,T,1,0,0.00093004,0.00221518,0.00284557,0.01872411,0.00350301,0.01672208,0.00635841,0.01463749,0.00499522,0.03826494
