"Approach","Down_samp_level","Run","CPU_time"
"SigProfilerExtractor","no_down_samp","seed.145879","3749668.53"
"SigProfilerExtractor","no_down_samp","seed.200437","3949493.7300000004"
"SigProfilerExtractor","no_down_samp","seed.310111","3846206.9799999995"
"SigProfilerExtractor","no_down_samp","seed.528401","3974440.6700000004"
"SigProfilerExtractor","no_down_samp","seed.1076753","3848239.2099999995"
