Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14,low confidence hdp.15,low confidence hdp.16
DEL,C,1,0,0.00247472165336685,0.0157519667780395,0.00852632899414093,0.0139074008804111,0.0205960096741777,0.0199314940542729,0.202523959815164,0.00182802916754788,0.0143939411442606,0.377088628722669,0.00574033729675822,0.0175406887700491,0.0271520067176327,0.0871228303742636,0.0723674462906128,0.009296772552013
DEL,C,1,1,0.000321186677618202,0.0297192157929066,0.000795344378798271,0.00732162929880548,0.0318383351478105,0.0224389036249989,0.120558605262293,0.00628101504047472,0.013114428366461,0.0556622713941677,0.163106163590709,0.0240188320487868,0.0108075031385208,0.00545449126188513,0.0113027833633189,0.00035229874933944
DEL,C,1,2,1.15976987283241e-05,0.01486303462692,7.90162982193722e-05,0.00683906516622322,0.0251599678755008,0.0307879046514149,0.113083255400983,0.00044811848473424,0.0314134480535834,0.0153632656954148,0.414009213033593,0.0209152993695826,0.00176593640370686,0.196123237722427,0.308942745264049,3.914430548216e-05
DEL,C,1,3,0.00259056987773082,0.012297161473906,0.00431528525633596,0.00128019537260408,0.0142896005540872,0.0132067530681261,0.059816360056645,0.0164841396094442,0.0117719180292392,0.0227158492095663,0.00825878414075996,0.014070194995556,0.00403525743244115,0.138061221448371,0.0885384696793311,0.00526490908735052
DEL,C,1,4,0.00206779016651004,0.00594424671262614,0.0167475009987824,0.00125766685666453,0.00318029433502836,0.00222119217628733,0.0496280595616601,0.00312456896948074,0.00229979598956613,0.043295739049572,0.00693945635978321,0.00249186637277109,0.00164173209476213,0.0359161856315387,0.0456556249338554,0.0106081067856654
DEL,C,1,5+,0.00749620668393088,0.00189416440325611,0.0300110581911744,0.00108087059152715,0.00143145951503952,0.00149142725244471,0.0268717053279855,0.0178904102031246,0.00292006780324122,0.0329292543932855,0.0152435042770559,0.00276803828827318,0.000881873636978688,0.0141578325103576,0.0224574028997778,0.0276163075176639
DEL,T,1,0,0.0061361675506659,0.0684351123885839,0.0389507399170704,0.0114847551276245,0.0826485525453204,0.0988958605498071,0.0414703238524505,0.00598860393620902,0.212638018950097,0.0232895395693746,0.0368795894501267,0.119065689066661,0.0249099922020894,0.0101141568389783,0.0607471690125939,0.0298083886246648
DEL,T,1,1,9.50586603988853e-06,0.0070908272478717,0.000116036013433452,0.00228224383465232,0.0620551495488372,0.0689140536440698,0.0108365520082409,0.000346356968365042,0.018806388784278,0.0186637735759079,0.0273007354992669,0.0992350237831542,0.0057900177526901,0.0162442499329366,0.00690020107947931,3.914430548216e-05
DEL,T,1,2,0.00627702514834917,0.0144743703347978,0.0153749081324747,0.0126108488088878,0.0913121852227658,0.215306850841826,0.0106239471727317,0.00371552138984163,0.158174395419816,0.00385655356589332,0.0366072647619274,0.0754781778405278,0.00676948048955393,0.0298854457481794,0.00245528627367975,0.0145812537921046
DEL,T,1,3,0.0117736814949841,0.293788840554788,0.104856468496427,0.0108130234195547,0.153490625708291,0.0693069581251256,0.0149177456259859,0.00914137188010532,0.011642380260354,0.00626290564868023,0.011893984815116,0.0533379983152417,0.00185453854988358,0.00588171006746083,0.00524923272303948,0.0647642534202337
DEL,T,1,4,0.0399789504704779,0.0475192193483569,0.490926283725097,0.0152892790141477,0.0527105247828456,0.0509619171816765,0.0172169186980086,0.0264181478791,0.0435765978699432,0.0312177209757028,0.0313507304534688,0.0443926203872262,0.000532304181191735,0.0150222054425689,0.00637104455497936,0.329555907854305
DEL,T,1,5+,0.343577123850548,0.038879892610094,0.017856388048427,0.0177151352188373,0.0329128667125822,0.0256933332302235,0.00680768227566921,0.0204460955148305,0.0280368404798597,0.00565106464150314,0.00495972265919493,0.0172214435789095,0.00602068289787318,0.00581216282004153,0.00594771933537941,0.283385199538097
INS,C,1,0,5.69719442789898e-06,0.000940280924407335,6.90625626369491e-05,0.000959897442667487,0.000433416726690749,0.000461100746646525,0.00321566260077757,0.000203523032738396,0.00168522322160893,0.00346217124871838,0.000905275530254011,0.000381275866533716,0.00117429528456843,0.00675601832073204,0.00412742089109959,1.957215274108e-05
INS,C,1,1,6.77631805129602e-05,0.000694739161625517,0.0012781687308169,0.0021686602604313,0.0009827371638485,0.000882798816825479,0.00217307274017456,0.000585435229714363,0.000949430210949407,0.00221750637831136,0.00221644099087601,0.00127749661217081,0.00126047786628519,0.00222551191741761,0.00328077045189967,0.000998179789795079
INS,C,1,2,1.58016950924478e-05,0.00259586139324042,7.16532609392236e-05,0.000609764451081223,0.00275849453798723,0.00255817536884509,0.00128159962887763,0.000432179933977619,0.000922013180198435,0.00289277283673907,0.00103142048119105,0.00318658414480462,0.000711351951228954,0.00135120366414641,0.000465657741559954,1.957215274108e-05
INS,C,1,3,0.000669456489255467,0.00206769264252442,0.00143988284589572,0.000495710379598575,0.00100017731310234,0.000507482624375373,0.00553938925182236,0.00484899755711059,0.000667404462044741,0.00223801235127209,0.00452415156390058,0.000254506315780243,0.000242878184838133,0.00484843667723122,0.00385225949835961,0.00152662791380424
INS,C,1,4,0.00223555017832569,0.000683745792818624,0.0170342503950815,0.00139823483265589,0.000253536292734194,0.000232523137498875,0.00636277882920528,0.0116326899676018,0.000508139238468867,0.00461241326688762,0.00214223807856011,0.000526873855140705,0.000973010564970606,0.00661692382589343,0.00905915969943909,0.0132503474057112
INS,C,1,5+,0.0223537284693687,0.00108858703587502,0.0470832145929945,0.00137000499695768,0.000475723597497723,0.000451105408156754,0.0105734283574584,0.286374684677229,0.000935105582523337,0.0141462600443501,0.0134388894495331,0.00459729840288421,0.00567825691811088,0.0131841710464874,0.00814901047729918,0.0409057992288572
INS,T,1,0,0.00207978996698625,0.0140952382675272,0.00275527582074004,0.00264341967373229,0.00779152684955734,0.00602711896660545,0.0225744124445407,0.0115364456418792,0.00284490201107001,0.0156603638617993,0.00848584505244662,0.00531890473171539,0.00526566356900967,0.0218577063317801,0.030310085723357,0.00201593173233124
INS,T,1,1,2.30508215472962e-05,0.0109314093453585,0.000215573369257683,0.00132956990876643,0.0127467621275975,0.0137857111305442,0.0470719417319734,0.000324288205778951,0.0142331356380582,0.0309048856672787,0.0459449592477606,0.0125170423154955,0.00304611643773746,0.0187280801979116,0.0520901682717748,9.78607637054e-05
INS,T,1,2,0.000422448548127717,0.0303687986484836,0.00700252115850574,0.000822872034293162,0.0333984760122797,0.0257965833232547,0.0335625903243671,0.00492869031089369,0.0276217343120289,0.0165507045947686,0.0278231240019708,0.0244914129427198,0.00178471683261038,0.0731835749272238,0.0585247116096942,0.0036208482570998
INS,T,1,3,0.00272856080621147,0.0157565589447563,0.0018760064522023,0.0021008533021366,0.0174765050302879,0.0161078912969413,0.0249592106271963,0.0293158990108903,0.0125782559841905,0.0191878680941367,0.0112083499053171,0.0193765259417185,0.00108304313922128,0.0354989021470229,0.0256746745687374,0.00105689624801832
INS,T,1,4,0.00914073054482593,0.00706240451902603,0.00643365835234315,0.00179229012743142,0.010060339768732,0.00815624881469753,0.00875727347709203,0.103067864510058,0.00663661575262445,0.0100984763585207,0.00625159536261479,0.0114017152964808,0.00460062899458571,0.0138597728785606,0.00977881257275902,0.0064588104045564
INS,T,1,5+,0.485444859858471,0.00224623051821105,0.0136861818970184,0.0399750525746095,0.0013958119680029,0.00223553636380423,0.0747253348942714,0.0215250127968172,0.00916884039052326,0.113929755120532,0.00528102126952279,0.150405236988131,0.207686426289467,0.0222948604584157,0.0393904116837761,0.0158338715675337
DEL,repeats,2,0,0.00037104503535736,0.0364925573327666,0.00106157271749253,0.00328310221539171,0.0317038010692179,0.0251658248575055,0.00990337715387362,0.00691242685891011,0.0406292670642136,0.0134309354061852,0.00758279560956208,0.0232651142060822,0.0050239375577239,0.0149029815898501,0.00747169012593925,0.0002935822911162
DEL,repeats,2,1,0.00302460482959394,0.0140946468521167,0.0147922737195474,0.00404976366507403,0.021761361824432,0.0250930517790273,0.010943699106141,0.015099324757167,0.0338048908594238,0.0176966546651088,0.00955510901891877,0.0230890812083421,0.00445591599640891,0.00600093392017963,0.0143295586834586,0.013700506918756
DEL,repeats,2,2,0.00123098932117831,0.003954516536862,0.00311456476950285,0.000601295500371762,0.00473648091861761,0.00393733918793626,0.0108011448678982,0.00557113651062212,0.0019917394642743,0.00683611912539641,0.00560009379248117,0.00366084154347796,0.000556269391080886,0.00378535732382192,0.00914382474335909,0.00164406083025072
DEL,repeats,2,3,0.000669639468140741,0.000534326428813536,0.00254904260062477,0.000297963148163601,0.000159912299165074,0.000553040325070853,0.00747335965603514,0.000636929009081909,0.00105586374043773,0.00533393738525001,0.00177790177908903,0.000153787069454238,0.000111069530447799,0.00579229217792173,0.00776801777965922,0.0011743291644648
DEL,repeats,2,4,0.000445205699859143,0.000589188905422622,0.0038786844161316,0.000238071614388194,0.000745696714486382,0.00072778339182623,0.00289570239007223,0.00109424281156035,0.000772913821957191,0.00267006843272372,0.000951281335889871,0.000835350727370926,0.000180660813010528,0.00153997476428451,0.00232828870779977,0.00258352416182256
DEL,repeats,2,5+,9.81986684301223e-06,0.0279389858290258,0.000105809572766579,0.000238486759030814,0.0238458875488686,0.0204710143688602,0.00101822141695534,0.000283215786521503,0.0299709733739044,0.0028894346550943,0.00197453949672617,0.0174264285238969,0.000408791176378414,0.00998499766519955,0.000783151656259922,5.871645822324e-05
DEL,repeats,3,0,6.47180504222354e-05,0.01445172260349,0.000179508121839178,0.00456656339251774,0.0184632259845751,0.0138621491664686,0.00156288968826744,0.00170910305805617,0.0157443069228773,0.00370585850878657,0.00400473117768926,0.0134322204608892,0.00928870796179577,0.0160455435117386,0.00285744523229971,0.00025443798563404
DEL,repeats,3,1,0.00519804835986006,0.00389245270790156,0.00997548381290795,0.00188240419118961,0.00583257413435627,0.00454342494972915,0.000642396607042508,0.0402515838934814,0.00407035086868089,0.00121414435251198,0.00195969891426299,0.00619836042994867,0.00171639294095525,0.00795819216897994,0.000486824002539951,0.0099817978979508
DEL,repeats,3,2,0.00144769279630675,0.00134059957903051,0.00487637596759173,0.00172877299711046,0.0010343887282771,0.000437515254946978,0.000446685374441964,0.0142227044655528,0.000579762380599216,0.00117933188678795,0.000502353716378661,0.00106838488628397,0.000454993335828173,0.00105314403234941,0.00029632765371997,0.00461902804689488
DEL,repeats,3,3,0.000499462327840617,0.000854073431041885,0.000894063619369151,0.000132348112067466,0.000694517302998661,0.000370546487065515,5.14907759886732e-05,0.00172994577827637,0.000590852415509722,0.000112544409737953,9.42376986411963e-05,0.000755007461735714,0.000419736825125863,0.000566313300414303,6.34987829399937e-05,0.0001957215274108
DEL,repeats,3,4,5.34253165027005e-06,0.00586694523955994,4.53372202898037e-05,5.57400873492004e-05,0.00651880908785029,0.00485510415379438,0.000148270292925586,0.000140381850894858,0.00639325109764391,0.000320465437897899,0.00150780317825914,0.00524604125646035,6.54434577742219e-05,0.00314949677598832,0.000846650439199915,0
DEL,repeats,3,5+,6.76344175936936e-06,0.0110827073230204,8.74701558373205e-05,0.000411768132860677,0.00879496005064785,0.0065936968378414,0.000148501712143513,0.00028995901953392,0.008032727925247,0.000853143851784735,0.00270766427040729,0.00664630960038833,8.90630155976647e-05,0.00225531788059731,0.00080431791723992,3.914430548216e-05
DEL,repeats,4,0,3.7117605727521e-05,0.00618105640081767,9.99464134509056e-05,0.0020389137214576,0.00952587247617285,0.00922166421929927,0.000376287648348686,0.000921983859152253,0.0126796065810116,0.00161758744843702,0.00461022694218703,0.0105718454499919,0.00379514446412869,0.00758064996870374,0.000783151656259922,0.00017614937466972
DEL,repeats,4,1,0.00174118866928689,0.00277579083459882,0.00999709569085061,0.00233604658033595,0.00246905494870678,0.00220079817863188,0.000504956733515888,0.00876129874667819,0.00255748527297274,0.00104723527027349,0.000553553725876633,0.00222317424764915,0.00138445174051946,0.00515643163008813,0.00029632765371997,0.00710469144501204
DEL,repeats,4,2,0.000257763033384382,0.000260535882895017,0.00371335695868382,0.000531025350530839,0.000172375169500447,6.34440958877021e-05,7.40310078147261e-05,0.00147186386025569,0.000227037659140076,0.000173585445528029,0.000563200104477701,0.00018667235474634,0.00019402602621794,0.000307994952856902,0.000126997565879987,0.0023486583289296
DEL,repeats,4,3,7.5202062848833e-06,0.00201888347658748,0.000115013369366765,0.000288110381978737,0.00354041915416673,0.00464588593709008,9.58538400652065e-05,0.000226204816507434,0.00574571628148049,0.000342402060134958,0.00047193052232914,0.00272902731258354,0.00019402602621794,0.000516636695114803,0.000190496348819981,5.871645822324e-05
DEL,repeats,4,4,6.32293703556274e-06,0.00388542530125918,6.91307389080616e-05,0.000189001517630432,0.004426620714644,0.00562043143984271,9.33082286680137e-05,0.000156320401651479,0.00538467403383847,0.000436348029280622,0.000729414628065322,0.00295264725256982,0.000140104303967348,0.00112269127976871,2.11662609799979e-05,1.957215274108e-05
DEL,repeats,4,5+,8.46627489170491e-05,0.00223074935011274,0.000778232134749036,8.21432866198743e-05,0.00184527205816405,0.00118634146464641,4.19331622883038e-05,0.00163431447373664,0.00162746262311672,0.000216028040725816,8.5333349163288e-05,0.00156469477038849,9.30956230309354e-05,0.000337800916036602,6.34987829399937e-05,0.00050887597126808
DEL,repeats,5+,0,2.39973419538346e-05,0.029210737696446,0.000762347063579827,0.0165601197941381,0.021204959093161,0.0157744678477404,0.00315993685310084,0.00125056321321183,0.00899987138640069,0.00565011087531892,0.00339033106371359,0.0138494766983896,0.232194079487071,0.0102333806916971,0.00622288072811938,0.00045015951304484
DEL,repeats,5+,1,0.00150714060303339,0.000891854439030133,0.00785874694740746,0.00578548341587101,0.000389890127453162,0.000209639073061768,9.73580649817296e-05,0.0020787548313732,0.000285260342420231,0.000444931924938601,0.000400695726505874,0.000123867907933582,0.00054866504563529,0.000476895410875202,0.000211662609799979,0.0071438357504942
DEL,repeats,5+,2,0.000249723257425266,0.000625021721470408,0.00109572902931989,0.000663318109979289,0.000578692284688472,0.000507728123917226,6.89629269421331e-05,0.0017029728462267,0.000681729090470811,0.000223181287107466,0.00023596526116457,0.000367025576240472,0.000291039039326909,0.000317930273916802,0.000126997565879987,0.00031315444385728
DEL,repeats,5+,3,7.28075243501919e-05,0.00073756459517389,0.000613586440012381,4.53337949741759e-05,0.000373905783100375,0.000143827660163331,6.01921385827142e-05,0.00073807750426816,0.000252452322476651,0.000193137652304538,0.000477866755314413,0.000126382665044154,5.31152007639372e-05,0.00170887522230281,0.000529156524499947,0.000489303818527
DEL,repeats,5+,4,5.75683199050664e-05,0.000104993629934192,0.0003865594572078,7.35082780533646e-05,4.94776935966244e-05,5.73592143860347e-05,7.09762741380948e-05,0.000224365752958594,0.000189762819579765,8.77464889482343e-05,7.27188540695845e-05,4.86186374710674e-05,0.000153815169240469,0.000526572016174703,0.000105831304899989,0.00023486583289296
DEL,repeats,5+,5+,2.89558438448886e-05,0.00123925880898469,6.49719863701999e-05,4.63854947354816e-05,0.000826533232573273,0.000340613078640886,2.99456467997048e-05,0.00078466711417213,0.00058376711542801,0.000136865447435561,0.000337623251037357,0.000333624443335945,5.46130263820091e-05,0.000347736237096502,0.00029632765371997,5.871645822324e-05
INS,repeats,2,0,0.000483249495005949,0.00463227859729206,0.00112531753098271,0.00234581631759229,0.00594324481639517,0.00727418649649761,0.00299125538515413,0.00345314832354032,0.0132512054636905,0.00410691718925106,0.00568171699602866,0.00598860389454631,0.00243627097647169,0.00656724722059393,0.00194729601015981,0.000489303818527
INS,repeats,2,1,0.000165927963964328,0.0201916526863601,0.00233285564492707,0.000296966801021311,0.0196978764154235,0.0192193524903991,0.00476830041769086,0.00166435251170104,0.0212123102468072,0.00928205250482844,0.00218156562208754,0.0153104216177291,0.00201273197862303,0.0126079224250132,0.00389459202031961,0.00119390131720588
