"ex.sig","ref.sig","sim"
"hdp.1","SBS5",0.998948671814076
"hdp.2","SBS1",0.999885212454521
"hdp.3","SBS17b",0.999588323591616
"hdp.4","SBS28",0.999255356274517
"hdp.5","SBS40",0.999902921590284
"hdp.6","SBS22",0.998604139203598
"hdp.7","SBS16",0.99948337263562
"hdp.8","SBS4",0.999972517332478
"hdp.9","SBS7c",0.999998029633938
"hdp.10","SBS41",0.999254551520971
"hdp.11","SBS18",0.999014207871394
"hdp.12","SBS13",0.999809606221799
"hdp.13","SBS7d",0.999891024183664
"hdp.14","SBS2",0.99994501712123
"hdp.15","SBS7b",0.999953144522497
"hdp.16","SBS7a",0.999999084010049
"hdp.17","SBS29",0.998727958619641
"hdp.18","SBS44",0.999475174525936
"hdp.19","SBS17a",0.998482508121029
"hdp.20","SBS12",0.999613831473979
"hdp.21","SBS3",0.999912274710227
"hdp.22","SBS35",0.998189828380815
