Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12
DEL,C,1,0,0.0208178645118372,0.0234209972730608,0.00311308836688947,0.0295249394151519,0.0342002740143359,0.000635648335303217,0.0126264680244762,0.0472742926305747,0.111887418969027,0.336772647034852,0.0109909790092231,0.006087487258296
DEL,C,1,1,0.0301719115207855,0.000399776814534397,3.76153250377364e-05,0.00615793300017207,0.0210063772649636,0.000570207272077714,0.00238441452484664,0.0140324664496278,0.211104865602397,0.0966581424015212,0.00263835492497861,0.0138501106144647
DEL,C,1,2,0.0277290206951788,1.90845121544763e-05,9.37372612275139e-07,0.00808703909651378,0.00249746235060674,2.11059127881056e-06,0.00333406858250126,0.0073654902193757,0.18964945439771,0.0027006997804739,0.000440752063129223,0.00215990127921501
DEL,C,1,3,0.0138798954284707,0.0104510709670081,0.00167217974225286,0.00097331306452014,0.00574262719565905,0.00206685779014043,0.00138760255255975,0.00442298267371438,0.0675847301144877,0.0114744732439712,0.00101146103176813,0.00228836394557417
DEL,C,1,4,0.00276048692284757,0.012861451034052,0.00236443263558118,0.0026295915041812,0.00143787742198994,0.00078596954860932,0.00230088032616401,0.00400173551286448,0.0434168188243397,0.0130380268419812,0.00218245839729857,0.00302900883328073
DEL,C,1,5+,0.00233726400879236,0.0466156739570504,0.0107638632987775,0.00187917968225376,0.000619999881055179,0.00286536546063621,0.0022355744494963,0.0012397610670058,0.0246799285692739,0.000820554687010917,0.00433099589686368,0.000739898011739354
DEL,T,1,0,0.111483838517221,0.0291140459006804,0.00417731913678673,0.00324219634281811,0.0330916747066332,0.00202943570157492,0.00740543997684775,0.0389815988125595,0.0281380014965749,0.107900378452711,0.0183362216915813,0.0234994066817317
DEL,T,1,1,0.097642810661503,1.09155284696588e-05,1.96726635748408e-07,0.00105193669586253,0.0100369525108964,1.98198209681366e-06,0.00365379415424276,0.515811674351162,0.00938129310548212,0.0388874888583768,0.000679482205942538,0.00834232714259936
DEL,T,1,2,0.121261138921477,0.0129389371560527,0.00508612036476841,0.00986492132877068,0.00865917100063866,0.000738894767923741,0.00488648945300047,0.0208399007971986,0.00875846201654456,0.0850758784576131,0.00693482178052397,0.0315683558810209
DEL,T,1,3,0.0831639135621706,0.100473739234383,0.0131085796332392,0.0214122201248427,0.00966851852882139,0.00322020137716126,0.00705932954517283,0.0546163796863514,0.0125183583934411,0.103608357453914,0.0151434509781749,0.00552669010349226
