"ex.sig","ref.sig","sim"
"signeR.11","SBS1",0.99807802021027
"signeR.12","SBS2",0.990359464137547
"signeR.8","SBS3",0.989562155411507
"signeR.2","SBS4",0.996773899456967
"signeR.1","SBS5",0.946529528414271
"signeR.4","SBS7a",0.959707724258992
"signeR.7","SBS7b",0.959985907734438
"signeR.17","SBS7c",0.997888905136735
"signeR.23","SBS7d",0.933073227687635
"signeR.16","SBS12",0.944088243379907
"signeR.21","SBS13",0.998811687135484
"signeR.18","SBS17a",0.998428641197665
"signeR.10","SBS17b",0.999130626439343
"signeR.14","SBS18",0.994906749020769
"signeR.31","SBS22",0.977849761998862
"signeR.30","SBS28",0.978594044353204
"signeR.3","SBS40",0.972343580115955
"signeR.29","SBS41",0.973732713935773
"signeR.13","SBS44",0.971572791089898
