Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12
DEL,C,1,0,0.114113556793548,0.0367436561449684,0.0218511673169986,0.0248417672468652,2.95248414913383e-82,0.00160906080967023,0,0.381323424190905,0.00370855019532972,0.00484196357070498,9.35158229319351e-93,3.42649748854002e-70
DEL,C,1,1,0.236493697319171,0.0215146870868445,0.0280496628697516,0.00062824589861727,1.02365680160251e-265,0,0,0.108378983700813,1.11195346762918e-228,3.12114125134467e-05,0,0.000682667272461837
DEL,C,1,2,0.20731360746839,6.6178747380011e-36,0.0270012531788818,0.0074429710598992,0.0029630452324834,3.90863599944431e-241,0,0,0,0,0,0
DEL,C,1,3,0.0741187078228079,0.00470890606815342,0.0144531303879567,4.64446342009434e-117,0.00260607213733216,0,0,0.0106330092528097,0.00029815779665576,0.00248280574563076,0,0.00188346630149012
DEL,C,1,4,0.0505102860512733,0.000414918420968711,0.00273568504645427,0.00208357214247981,0.00254036066305283,0.001827594023464,0,0.0139627083173164,0.000480237042629746,0.00388860100960724,0,0.000619286072137131
DEL,C,1,5+,0.0259950297723869,0.000491112997236939,0.00268167586445372,0.00102529798105007,0.000427852130699669,0.000291589246028344,0.0246253728974969,1.64559495105942e-283,0.00193358460857237,0.0146321318570794,1.25582280057446e-268,0.00337177387719763
DEL,T,1,0,0.0313048127021026,0.0345337869449261,0.106834409040132,7.25833222799319e-93,0.0285303889155154,0.0211408885805425,0,0.114224464736987,0.00349138427808464,0.00792206674524154,0.000264842491876739,0.0012449968352148
DEL,T,1,1,2.77311796225396e-13,8.09273702332761e-30,0.112521359751595,0,0.729577037570968,0,0,8.89270253542396e-10,0,0,0,0
DEL,T,1,2,0.009317735468971,0.00784329875226818,0.119740981938835,0.0109943223152095,7.77930602489687e-190,0.0116942857840632,0,0.0932667290208028,1.77778568120382e-155,0.00706656858666953,2.20246845300723e-151,0.000865761553213149
DEL,T,1,3,0.0100666963332099,0.00788526753741968,0.0938659573117955,0.0223103324687087,0.0442201963464344,0.0181421348417037,0,0.122929246521971,0,0.020262433020541,7.29258011993221e-151,0.00225948960812926
DEL,T,1,4,0.00800749539851138,5.67401679331029e-41,0.0553145577764934,0.017869514349654,2.36121765490944e-105,0.00908562200528083,0,0.10502937967571,3.48665419633396e-252,0.0471400897410725,0.000286350342582133,0.00436069431322918
DEL,T,1,5+,0.0066381013019848,0.0110038764184004,0.0315174121624271,1.23440469634693e-18,3.52161207224159e-124,7.16819334951702e-263,0,1.09739715559724e-97,1.0504954148653e-168,0.814936602490412,5.56053168623785e-156,2.51551686543158e-39
INS,C,1,0,0,0,0,0,0,0.702492017002692,0,0,0,0,0,0
INS,C,1,1,0,1.19508775930768e-134,0,0.00189785777332922,0.000903980405801809,0.0179477281259139,0,0,0,0.000208709516468295,0.178116445186008,0
INS,C,1,2,0.000772801732069332,0,0.00293937957468797,0,0,0,0,0,0,1.90219229596385e-05,0.100125092524473,0
INS,C,1,3,0.00688006345022067,0,0,0,0,0.00194502545429107,0,0,0.000216889504301958,0.000477758955455821,0.037993202499034,0.000610633635377753
INS,C,1,4,0.00843461945968027,0,0,0.000163166645679092,0,0.00112476872241056,0.0018514270370272,0,0,0.00293132118235003,0.0120740963027874,0.00173600919059229
INS,C,1,5+,0.00780028261319784,7.96620392511633e-185,0.00036615722186001,0,0.000227870992222051,0,5.46414617127693e-224,3.9119893892487e-96,7.29417369836459e-05,0.00904609715864317,0.001555922829331,0.0244064196388081
INS,T,1,0,0.0196985598876216,0.00334093283481475,0.00648883798397256,0.00634739854608748,0.0575619950852582,0.0489510427358794,0,0.0105659543216016,8.82623117188123e-160,0.00132564275164322,0.000384269760769847,0.0023109587653149
INS,T,1,1,0.0452361344032351,0.00242819140141748,0.0122219708841637,2.6248382971783e-144,7.77977338478707e-276,0.000994320390016616,0,0.0113281174034343,0,0,0.328333316882398,0
INS,T,1,2,0.0446537447235958,0,0.0299908822752519,0.000115541904232113,0,0.00100988101791286,0,2.46727018506752e-156,0,0.000671878701564545,0.169303586620104,6.74364534377976e-05
INS,T,1,3,0.0273900148946826,1.26001514460141e-56,0.0190140538678529,0.000586784129067182,0.00904725949050133,0,0,0.000194385605029335,0,0.0010869684439113,0.112360300256199,0.00426848243673011
