"ex.sig","ref.sig","sim"
"hdp.1","SBS1",0.999082626994968
"hdp.2","SBS17b",0.999302800597147
"hdp.3","SBS2",0.999820696506184
"hdp.4","SBS13",0.998201354162424
"hdp.5","SBS5",0.999166402740234
"hdp.6","SBS28",0.984632179887666
"hdp.7","SBS3",0.997564229852051
"hdp.8","SBS17a",0.998391468172159
"hdp.9","SBS44",0.994635165864857
"hdp.10","SBS41",0.993803373239937
"hdp.11","SBS22",0.988695930877194
"hdp.12","SBS4",0.998922089972316
"hdp.13","SBS7c",0.999343236276454
"hdp.14","SBS18",0.997688443227851
"hdp.15","SBS35",0.992711778182946
"hdp.16","SBS40",0.999241040943374
"hdp.17","SBS7d",0.974543347956795
"hdp.18","SBS12",0.993137791858652
"hdp.19","SBS16",0.990247356873004
"hdp.20","SBS7b",0.995377818673274
"hdp.21","SBS7a",0.978751446555898
"hdp.22","SBS29",0.952102230837617
