Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID6 0.993),hdp.2 (ID13 0.998),hdp.3 (ID5 0.907),hdp.4 (ID1 1),hdp.5 (ID3 0.981),hdp.6 (ID14 0.98),hdp.7 (ID2 1),hdp.8 (ID9 1),hdp.9 (ID4 0.994),hdp.10 (ID11 0.977),hdp.11 (ID8 0.985),hdp.12 (False Positive) (ID5 0.361),hdp.13 (False Positive) (ID8 0.955),hdp.14 (False Positive) (ID5 0.907)
DEL,T,1,4,0.0169243777811956,0.0142975862372931,0.0313751485694633,0.0042304830119674,0.0131835024071643,0.0111745413425569,0.0459685515054192,0.0959378956559822,0.00400261713736197,0.0063859233951176,0.00165745389296587,0.433102519557884,0.00135658232372748,0.0446825789774219
DEL,T,1,5+,0.00280906009312968,0.00665870613398053,0.0267604169639537,0.0023779424309567,0.00880229251727624,0.0461579334079732,0.808264399557804,0.00421189676501433,0.00215152781688576,0.00834064291663799,0.00900825257852372,0.0148150107102321,0.0130335058863761,0.0316534571762295
INS,C,1,0,0.0023185300327126,0.0028264360183256,0.000475920614295517,7.35019547150121e-06,0.00258101666805138,0.52679981580679,3.62736702621816e-06,0.000191506873479303,0.000463272066846461,0.000688481523465229,0.00267330411364323,0.000921058274618929,0.00260820324275264,0.000675809838849789
INS,C,1,1,0.00176060908478698,0.00236405297909998,0.00114447625870248,5.69500746820372e-05,0.00126174120631519,0.0149214009928762,0.000203145057710551,0.000208360157082542,0.000478409253525034,0.121282978870502,0.00218470434412685,0.00254384191911464,0.00188997912063565,0.00123245539644484
INS,C,1,2,0.00014436966932518,0.00199388698290422,0.00225529083857086,8.65886938266802e-06,0.00202785575789514,0.000677536172322531,1.08400413544395e-05,0.000392025193459152,0.000262119973795096,0.0663327524537293,0.000972693762851627,0.00236956496035462,0.00223009620297604,0.00367852195267067
INS,C,1,3,0.000103202755571062,0.000381877070144366,0.000353961228631011,0.000830535673005587,0.00590770134111945,0.000885395206580027,0.000383527847375664,0.000217692791656072,0.000843716801260007,0.0265591150767815,0.000233271143146529,0.000992140326044135,0.00011091471299696,0.000203863772996799
INS,C,1,4,0.000434026453303586,0.00033208967723197,0.000304745772009852,0.00144450971123666,0.00791112278577592,0.000786107814457464,0.00265262155004245,0.000356755106953992,0.000110200008663178,0.00786359051450322,0.000226086256803614,0.00307373902294782,0.000406440862000835,0.000282750676547303
INS,C,1,5+,0.000282758225116883,0.000976413345236799,0.00030151841517318,0.021339352869172,0.0100499360564818,0.00211929907472871,0.00829152898932219,0.000766136576658982,0.000780475924433552,0.00129403160305897,0.0008341696255579,0.0110432543378067,0.000428749412863147,0.000353204970890571
INS,T,1,0,0.00680387692865465,0.0386276182808761,0.00637154503468999,0.00235824290567304,0.0184324730001948,0.0389058862899987,0.00116634343446528,0.0137183971086189,0.00393726446984873,0.00426401534099147,0.00449419551141884,0.00585958174509375,0.00501864543447394,0.00461455402132961
INS,T,1,1,0.00127976535701792,0.00481231123685312,0.0122282329564743,1.85490302191469e-05,0.0418662511436794,0.00371314790755596,1.22734822256589e-05,0.0106266831391303,0.00123713857004656,0.208094899815064,0.00342657011195546,0.0131324090008067,0.00514490790709641,0.0146760632776523
INS,T,1,2,0.000630871632872778,0.0066719398519242,0.0383921857931447,0.000125043223223331,0.0459657788003571,0.00174265598078034,0.000543176329752085,0.00246528208427352,0.00030658042199478,0.132997185745831,0.00199398469844694,0.017978581774548,0.00125967424046548,0.0253777787143195
INS,T,1,3,0.000860551905105346,0.011757345975516,0.0193185207695196,0.00331125452508144,0.0259290947974211,0.000499941088954867,0.00114381533677629,0.00178404218147206,0.000680738145966747,0.084828261921631,0.000787332337495254,0.0061351646196645,0.0016139353365784,0.0214621977580163
INS,T,1,4,0.000957769609609333,0.0120055165085369,0.0109692514653172,0.0145241910876029,0.00611885580474771,0.00482583823003345,0.00368060213283202,0.00394739535683492,0.00125026068927591,0.0427919734495353,0.000657686189887142,0.00581872355805406,0.00208654951000805,0.0111491727075162
INS,T,1,5+,0.0144568121018457,0.0272093007428111,0.00119684272608461,0.901721984995678,0.0296399507577361,0.147321025715378,0.0165639435391126,0.00446631407973248,0.00388711347117244,0.0114085670945152,0.0111373909208351,0.0056925109391849,0.016135500070635,0.000873319594133976
DEL,repeats,2,0,0.00112450053223051,0.0229687167783862,0.0248496690244926,0.000609097805440337,0.00981506202147878,0.000703214334674701,0.000155973371879472,0.0146444853456245,0.0852848119707516,0.0128482848211349,0.0092242902080637,0.0112728017893087,0.0072212190352571,0.0252591869792249
DEL,repeats,2,1,0.00143508136974209,0.0052098746058728,0.0186333008589517,0.000835778334491453,0.00980769278639873,0.00619448766359223,0.00311597420698098,0.00389616888926995,0.201142469089228,0.0066751611293245,0.0100147848383452,0.015380588765076,0.0092367540820363,0.0233386742347644
DEL,repeats,2,2,0.00219504504158463,0.00293766056357571,0.00396011953074759,0.000658624854102774,0.0123144354516499,0.00216194578139961,0.00176649250253985,0.000495562895854452,0.047159897036824,0.0018536559521533,0.000698972770239269,0.00908849792361352,0.000285451319582186,0.00414881261332136
DEL,repeats,2,3,0.000621480615244507,9.8787916109224e-05,0.000199256317040877,0.000229987491125768,0.00663007369062556,0.000252387378977012,0.000945033122891065,0.000155091418185574,0.0118289295431344,0.000432542190726099,0.000110597752924243,0.0012372194856332,0.000105681035375304,0.000517133649213688
DEL,repeats,2,4,0.000182000677909409,0.000172855860244908,0.00096429952003582,5.70320090486494e-05,0.00296683925546671,0.000412766037564459,0.000853776025586845,0.000221013755127692,0.0031364605449874,0.00035201488245316,0.000210761903810879,0.00175452331263908,0.000427022299248,0.000792435002350613
DEL,repeats,2,5+,0.00016703017517453,0.00102819346015616,0.0254599795536881,5.85830721277106e-06,0.000114930491723425,3.7080663580953e-05,3.10105209887908e-06,0.000199851703224596,0.00194728058023239,0.0118934610230415,0.000752786744001761,0.0243999635914374,0.000520894849489441,0.0220708329962883
DEL,repeats,3,0,0.00106792998704587,0.00485888983637995,0.0178550844876212,4.95452562994612e-05,0.00120648919560461,0.00150587380358383,1.69102826330371e-05,0.00216866792894791,0.00505327330538752,0.00649909751670543,0.0116235079958907,0.00686893288280186,0.0130884595014035,0.0160358977480851
DEL,repeats,3,1,0.00424994932492699,0.000903326433473773,0.00598771166880084,0.00436897485108827,0.000280011216025084,0.00422631679931971,0.00452192620655262,0.00417276636148103,0.0939669154619398,0.000844637994586022,0.00206773486586186,0.00948119827267816,0.00159930066552884,0.00585724056872404
DEL,repeats,3,2,0.000539410602487253,0.000836718423005176,0.000651280609640349,0.00067196081024622,6.53224771109464e-05,0.00145315413634126,0.00205372745319852,0.000918010053962384,0.0149503979862996,0.000400299811437129,0.000221458702887838,0.00380246997535426,0.000514405089238587,0.000466033904416182
DEL,repeats,3,3,0.000151862795759813,0.000137272998561623,0.00040026165327066,0.000258212742446351,9.70816621415702e-05,0.000353071915518913,0.000519825225567637,0.000282372797372493,0.00367211383461,0.000478647669681475,0.000245841748011116,0.00113514398068303,0.0003943248983067,0.000215003529809311
DEL,repeats,3,4,3.4453418971644e-05,0.000886260557824409,0.00558921291582376,5.46456706210696e-06,6.96651500912319e-05,4.57452124395835e-05,3.20222278685571e-06,3.26521007027147e-05,0.000730276564138477,0.00286226947569465,3.1662211002678e-05,0.00835913730736572,9.28716093962988e-05,0.00441791553194137
DEL,repeats,3,5+,0.00017577937482653,0.000486704466797767,0.0101486422003128,4.79998831069703e-06,0.000139049332691117,6.2105322898272e-05,3.58530730200316e-06,7.62973177147694e-05,0.000630877317003141,0.00365087088913315,5.26079813582958e-05,0.00664904027686739,8.28556588478532e-05,0.00708549521888483
DEL,repeats,4,0,0.00231145428483922,0.00427802669998144,0.0112141488545257,4.82843774354848e-05,0.000147532579228088,0.000498014381731426,1.03103161791911e-05,0.0013340576912199,0.00649399816996411,0.00562149814900657,0.00729479664088611,0.00414304815088369,0.0054595042689342,0.00975684001916436
DEL,repeats,4,1,0.00249853831862204,0.00065033249128736,0.00216198899350553,0.000888811491258502,0.00134079165646825,0.000271462907218445,0.00196379239533382,0.00365299921725861,0.0585495579965671,0.00180698875927303,0.00130264857066291,0.00550487111445812,0.00161587833939544,0.00314085754495169
DEL,repeats,4,2,0.000560889848257575,0.000172201838663136,0.000292044561233273,3.11179896529185e-05,3.24788561488097e-05,0.000651474921984413,0.000484663296123895,0.000503295650215377,0.0135370296774137,0.00025214214660684,0.000103267518962581,0.00127737804618248,0.000290828923338438,8.20608007428961e-05
DEL,repeats,4,3,0.000179941347838304,0.000460839957056126,0.0043424606778843,4.67253485152252e-06,6.56034446022929e-05,4.40325837965252e-05,2.42468626352972e-06,0.000102416574216013,0.003910069119554,0.00203185407768697,6.78891228968092e-05,0.00177299345198579,0.000139490592811206,0.00373472482628732
DEL,repeats,4,4,5.38654596036675e-05,0.000524382241360166,0.00513042852524812,7.18177482902062e-06,0.000141720988486026,2.24782509401402e-05,2.98624041926515e-06,3.51791842203524e-05,0.000372062053824773,0.000943027805670619,8.04008030510932e-05,0.00549871440134256,0.000467485169360434,0.00455709403549166
DEL,repeats,4,5+,0.00011558629873287,0.000330710100457919,0.00197453855598977,3.90747270328127e-05,8.93772377735949e-05,9.74846251298711e-05,0.000163336097115703,5.30990546319944e-05,0.00071044830043811,0.000343858796263686,3.47537941365624e-05,0.00221627679630676,4.76199242600493e-05,0.000692301657594569
DEL,repeats,5+,0,0.0144974001981611,0.0122363963459896,0.0261814707907688,1.06412258637572e-05,0.00134439494131341,0.00496196967256918,6.27258265455086e-06,0.0022929798334978,0.00560127492833896,0.0340267422113477,0.205378958678905,0.0074872627750223,0.337267547680406,0.0174056957663709
DEL,repeats,5+,1,0.00789668031543125,0.00315587895196884,0.000334548503744622,9.9513840159752e-05,0.000173632980397909,0.000447796053691223,0.00305750323307701,0.000651260329272074,0.0145982447988731,0.000244547774342261,0.000466534429665019,0.0032020505212882,0.000763109449819715,0.000283404125969266
DEL,repeats,5+,2,0.00040388857115399,0.000354704517239181,0.00017202158967077,0.000111743682353934,6.09255823340852e-05,4.76831869567284e-05,0.000409326372809704,0.000139989518602953,0.0030094468135279,0.0008709486748281,0.00023028955280521,0.000743353146055915,0.000417869905507128,0.000235683648182483
DEL,repeats,5+,3,0.000157855721894081,0.000100545599110236,0.000213088837848375,1.82201547753841e-05,5.06875212897571e-05,0.00012401910180357,0.000117317075077975,0.00014072279703373,0.0010060989965883,0.00024722153262476,2.55222561891314e-05,0.000777145105542504,9.96295956252631e-05,0.000180986819900266
DEL,repeats,5+,4,8.15738835240628e-05,3.33244434087286e-05,4.60991486218784e-05,8.39258269117843e-06,2.24379652738476e-05,3.39596232248534e-05,5.95781677252021e-05,5.64745594744985e-05,0.000164413383317108,0.000109242124113568,9.6440109195502e-06,0.000461893408965756,2.97534572791186e-05,2.47315047893424e-05
DEL,repeats,5+,5+,2.24045661655605e-06,0.000167807631160605,0.000508478745308048,1.5593703134538e-05,3.4041429741035e-05,2.91146869319911e-05,2.00772661914964e-05,8.1084838047944e-05,0.000191125117424025,0.00017226642648678,2.60407936397956e-05,0.00127800771002385,5.62489502387558e-05,0.000574780334886481
INS,repeats,2,0,0.00214955077840767,0.0102703972520956,0.00613923086686832,0.000612379732014081,0.00239367050237406,0.0258549799922722,0.000228827634715674,0.00145127315740251,0.00106919478855841,0.0033544207481306,0.00194346658014738,0.0098602559051799,0.00234472682708438,0.00590551492268754
INS,repeats,2,1,0.000270354994287092,0.00265763713570512,0.0187394913097067,4.62940551131972e-05,0.00292090846451291,7.63697167279549e-05,0.000235359396211334,0.00174544507134296,0.000665665441446549,0.00278841532884946,0.00149558771376422,0.00968632875966508,0.00172834352938781,0.0202761372705308
INS,repeats,2,2,0.00049395965217986,0.000612746688509898,0.00780548396915641,0.000263934492381435,0.000908929834505958,0.00110760877301684,0.000934614815528079,0.000605615261994263,0.000183645187052505,0.00178088029604391,0.000590327389383057,0.00461641543429209,0.000323526324279738,0.00711073703655609
INS,repeats,2,3,0.000369407589447169,0.000692343158828998,0.000981352457127653,0.000415896568968811,0.000939141233707059,0.00108090528693758,0.000433450466520266,0.000393588712757834,0.000285559238364473,0.000292787766212238,0.000355088160912416,0.00364652323064286,0.000461773918655801,0.00137249894256325
INS,repeats,2,4,0.000120138087570724,0.000175839833711743,9.46830149803771e-05,0.00226358140078043,0.000520923587464897,0.00357444752205564,0.00205855522748882,0.000180756163262782,0.000264086679625539,0.000206418633120392,0.000147798886695379,0.00152742455385343,0.000157285096724839,0.00013082679760482
INS,repeats,2,5+,0.000291113671409207,0.00177931680864692,0.000947066128583227,0.0152043589902381,0.000351840308725108,0.000558609887273318,0.0146961200669444,0.000534608457255267,0.000270002917656461,0.000635523134626134,0.00192878647065396,0.00963532598851451,0.00241638241582189,0.000497891119568835
INS,repeats,3,0,0.00108229804714044,0.000552883275603325,0.00372144087643296,4.52425640750075e-05,0.000185231515610862,0.00803370435141869,1.93906696124191e-05,0.000613717685646737,0.000323893881518515,0.00148708144476686,0.000509305912716775,0.00474164857607469,0.000445680359969207,0.00404739103970487
INS,repeats,3,1,0.000178909714035953,0.00393932527332124,0.00412116116662134,0.000381387406919999,0.000373524098101131,0.00314176090922193,0.00103268672490443,0.000835428358291283,0.000502912473707602,0.00376283170864321,0.000569303052747036,0.004614526442768,0.000540802450742818,0.00627710982731049
INS,repeats,3,2,0.000811773738908691,0.000352170183609814,0.000791861497224834,4.45802612782257e-05,9.42769164823393e-05,0.00037257560092111,0.000175370861987709,7.56610017211196e-05,0.00114002843953354,0.000272611002030012,8.93377174470104e-05,0.00229974223661214,0.00010459504726881,0.00199165160486493
INS,repeats,3,3,0.000292751685385459,0.000113380772652513,1.85035125302511e-05,0.000113682795697089,2.92058313373345e-05,0.000354345119707503,2.44457937633411e-05,4.75115941925172e-05,3.91406701337326e-05,2.43559157834445e-05,7.36990993326604e-05,6.25466082422577e-05,2.36954754320509e-05,2.13584611064477e-05
INS,repeats,3,4,0.000116972310558929,7.44971457987217e-06,3.41266958406769e-05,7.71742075074776e-05,3.98234449576921e-05,0.000896313214179524,0.000106348581052285,6.06924254895485e-05,0.000198540565637171,3.70506504860702e-05,0.00012467290205856,0.000231996144218486,5.46592206611776e-05,4.60464026009926e-05
INS,repeats,3,5+,3.35556613115829e-05,6.24386228847997e-05,5.08742486296851e-05,0.00104824438891267,4.17902173971177e-05,0.00195808663640715,0.00209316242327265,9.56352637694024e-05,6.49818951025849e-05,0.000353273121644925,5.35900598633417e-05,0.00130109538420723,0.000583941038539324,7.4387437530702e-05
INS,repeats,4,0,0.001642475201817,0.00131676004493864,0.00293600633067212,1.36113466534488e-05,7.32092838855852e-05,0.00522784400211028,1.38456065118575e-05,0.000146498122195142,0.000525997086405915,0.00136784081279016,0.000540319951906123,0.0015254655996803,0.00100179131775537,0.00178779405519596
INS,repeats,4,1,0.000679586798531884,0.0044661294383514,0.00280583627159303,0.000573732884451354,0.000154137779901848,0.0021070402591784,0.00116877721472324,0.00145274577441638,0.0015448635503525,0.0024176841384188,0.000521251915652153,0.00365596818826333,0.00122411794312335,0.00352026894932689
INS,repeats,4,2,0.000414382098189354,0.000132378055785547,0.000476108009208614,1.8942770369811e-05,0.000103465046374794,0.000108120950386759,5.20403830962919e-06,8.80297726072073e-05,0.000126304427717379,0.000162447667079616,0.000164411726686735,0.000341207839370795,0.000127126029430042,0.000197634221840752
INS,repeats,4,3,0.000417874690489679,5.20151539253078e-06,2.35701157362088e-05,4.48374441512029e-05,1.55370093460386e-05,0.000803921405804011,0.000240905596061198,2.34830902418373e-05,0.000124079793253435,7.04164576248295e-05,1.81095276330454e-05,0.000105643600051241,2.45786585307055e-05,2.41278419900052e-05
INS,repeats,4,4,2.8220303287974e-05,0.00010589018172378,3.39809442416014e-05,0.000373484154473866,4.78729171220579e-05,0.0014274985085765,0.000165865364315119,0.000120718234223845,0.000244322898083547,9.36938826724758e-05,0.000102458286274423,0.000633161973817038,0.000113341830994004,5.4696828282217e-05
INS,repeats,4,5+,0.000106876474416838,0.00077040676606582,0.000384104047430291,0.0008517532600262,8.34473449299133e-05,0.000247362165984881,0.00216942579726887,0.000107204094549188,0.00014653570490759,0.00047076120617595,0.000889680630977112,0.00329286203974284,0.000766452461400548,0.000751784224976687
INS,repeats,5+,0,0.00900489127117197,0.00257049897902122,0.00369827331273229,9.05829941990241e-06,9.71260254296775e-05,0.00281769100769796,4.93121847688323e-06,0.000157473058047521,0.000302888818427802,0.00357649996547706,0.000397333249885468,0.00855097489103492,0.0001261250885849,0.00462380810981017
INS,repeats,5+,1,0.00537366235043815,0.0146548250881616,0.00394474620732129,0.00155547729306241,0.000815057116870819,0.0250818746347496,9.50390622356614e-05,0.00196427111148296,0.00218557439650785,0.00196181958553107,0.00954500562129951,0.00369577693556741,0.0116302653266516,0.00439475230576474
INS,repeats,5+,2,0.00130012240571317,0.00026015752232426,0.000345438230361263,0.000164212402373211,4.27021294304353e-05,0.000564074524719919,2.27054305802825e-05,6.95099471158384e-05,0.000109813115712927,0.000307414796816502,5.22465764684389e-05,0.000630293505206376,0.000238642615353493,0.000185193789512142
INS,repeats,5+,3,6.558749712122e-05,3.51230027586017e-05,0.000157252094297787,0.000212380706122662,6.26409628075691e-05,0.000143917142485419,0.000100098733383796,0.00017178713782848,4.69430112971291e-05,0.000213001920320161,7.26305979191705e-05,0.000682065865496388,6.30592732439366e-05,0.000207261709991006
INS,repeats,5+,4,3.55086779755755e-05,3.74018592075887e-05,0.000169453585306107,0.000159732185687764,4.46689018698608e-05,6.04152288426224e-05,1.8485817167145e-05,0.000107634365363941,7.36708659436401e-06,0.000237043276305664,5.18105336121986e-05,0.000650302822831975,4.28769039154228e-05,8.51351246900363e-05
INS,repeats,5+,5+,2.76769236516213e-05,0.000219618403341609,0.000633297638535368,0.000170211818772925,7.0527769582208e-05,2.14303926256374e-05,6.60235362738254e-05,6.24256290532041e-05,5.87432462797865e-05,0.000529494014162965,0.0003333253012406,0.00114591822863528,0.0002275275925045,0.000360660517628777
DEL,MH,2,1,0.000831047965864828,0.0102099002557817,0.0289804428561006,0.000931969280894155,0.00978078891678874,0.00239481820768072,0.000215318505997536,0.00467649834266348,0.199291121840118,0.0131485096797127,0.00313460995734739,0.0184123501985995,0.00344979823060612,0.0318893835341973
DEL,MH,3,1,0.001121956885527,0.00255378055233717,0.0165981782216128,2.25888496840531e-05,0.000590569020539192,0.00152039734516871,1.50892102494578e-05,0.00243142401325903,0.00621432292855137,0.00304577018067933,0.0100214315456674,0.0132532344956998,0.00936000719002632,0.0134211478910754
DEL,MH,3,2,0.00392092114251459,0.00118437177006588,0.00983227100313857,0.00158964278596238,0.000687271130104733,0.00354396949258543,0.00268074586455065,0.00121769670651447,0.041846583307249,0.00538649951138753,0.00363761878268981,0.00941375427900307,0.00394184897430321,0.00781525508667745
DEL,MH,4,1,0.00247966965762637,0.00136762044200863,0.0103044992435908,0.000105323214348019,0.000218301882267769,4.97901708794383e-05,7.08774557980973e-05,0.00263125753602667,0.0116426083465093,0.00232338360470744,0.00585787829701333,0.00239132334420623,0.00378245732233565,0.00924009221627603
DEL,MH,4,2,0.00928690530243906,0.000775475433324554,0.00524667583633933,0.000165253651615574,0.000563684867946142,0.000809757863942854,0.000522853525711117,0.00227181172144238,0.02921896162994,0.00297175875393517,0.00216409248046294,0.00302896292756186,0.00183912740044423,0.00510497092417675
DEL,MH,4,3,0.00472922197679094,0.0005577782183794,0.0036364399319626,0.000110141410295741,0.000134450338490656,0.00191068513179303,0.000660596849016643,0.00286621570164377,0.0486596391968534,0.00246277853230937,0.000699495236003953,0.0120102081101962,0.00139420592373017,0.00352311923347221
DEL,MH,5+,1,0.0678796023659647,0.00960216092000725,0.0168592956816328,4.49193785178151e-05,0.00122389439230539,0.0076086231618354,0.000545308871444716,0.000954958802660315,0.00223495160928364,0.0235603266487804,0.35281208398418,0.00957375885735882,0.20931915702777,0.00539539496393625
DEL,MH,5+,2,0.222952086512244,0.00970452551664179,0.00949510591116293,1.91669519006804e-05,0.00205379842292947,0.00496676953968722,5.16572985811444e-05,0.000707007670468115,0.000610968450604805,0.01685245130047,0.119430468790775,0.00435377564979384,0.105534067165591,0.0106462655857178
DEL,MH,5+,3,0.239928931928616,0.00242178060277858,0.00835312825130174,3.83327658240468e-05,0.00113390592700677,0.00105055119769811,7.12218908369391e-05,0.000569872483608106,0.001100920010479,0.00560723061531424,0.0424065387509676,0.00619169444008927,0.0432003059398591,0.00656099314952253
DEL,MH,5+,4,0.134861604573212,0.00077556740510949,0.00203041694285438,7.67019469221435e-05,0.00119800594906764,0.000280319000070049,0.000408897818322432,0.000571745070675133,0.00422201768123351,0.0018076628159829,0.0138227549585203,0.00683066331377667,0.0126831307958973,0.00205899423529409
DEL,MH,5+,5+,0.111814283298384,0.0122393087858459,0.00122951190593453,0.000558850417138102,0.000294754615439425,0.0011178958121689,0.00226929831754135,0.000378238346930073,0.000333824133908293,0.000939904676248203,0.0124129734078989,0.00408777765814165,0.0124530517855522,0.00180049586729336
