Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 0.998),ID83B (ID1 0.999),ID83C (False Positive) (ID5 0.877),ID83D (False Positive) (ID5 0.298),ID83E (ID8 0.982),ID83F (ID3 0.972),ID83G (ID6 0.995),ID83H (False Positive) (ID5 0.614),ID83I (False Positive) (ID1 0.49),ID83J (ID9 0.969),ID83K (False Positive) (ID1 0.594),ID83L (ID13 0.985),ID83M (ID4 0.988),ID83N (ID14 0.953),ID83O (ID11 0.924)
INS,C,1,2,8.76162628358851e-06,7.92068457217132e-07,0.00429327373742126,5.27439961547316e-05,0.000736566297102819,0.00154729283851339,8.43784838437722e-06,0.000164778913828041,3.36256563059578e-06,3.32755073332436e-05,9.34370971346254e-05,0.000963863000397396,2.3672916168298e-05,0.0002540519967215,0.0508916612423218
INS,C,1,3,0.000116776173911717,0.000276107497427347,0.000653600331279449,1.9686936866492e-05,4.73567552024936e-35,0.00705900553613901,0,0.000720959466172033,0.00667439851764357,6.41835504254118e-06,0.0031856028943235,1.80115894181654e-06,0.00057394898365601,0.000677315482244012,0.018420344498984
INS,C,1,4,0.0013438822995299,0.000184769114539848,7.70855137670878e-05,0.00014290342864122,3.04243971186224e-06,0.00774685754906386,0.00019482030395011,0.00701931090392407,0.0238171403226443,4.72607146912198e-05,0.00584707100233569,0,0,0.000801433980850561,0.00852788405289288
INS,C,1,5+,0.00323977317535032,0.00171166371165546,5.19674214787616e-09,0.000793292969015427,1.09441497642138e-09,0.00324468349074543,0,0.00213776016923605,0.0635173381498691,7.1378564124247e-06,0.283618909857493,0,0.000140112462952366,0.00158502624713691,0.000469358301726643
INS,T,1,0,0.000514724819507011,0.00107157213044601,0.000221553410391063,0.00221626493516111,0.00273436652255245,0.0198352110758424,0.00662221628706902,0.00402812560198668,0.0144994962576985,0.0143526327586733,0.00975860799777866,0.0412978575006127,0.00363322793165196,0.0426141850650311,0.0168177555778961
INS,T,1,1,0,1.77219880492796e-09,0.0157836256454374,0,0.00101778607772284,0.0525841968134046,4.19862407789129e-05,0.00108629955444485,0.000551384687423706,0.00853637090884149,0.00071898033766729,0.00031593785789255,0.000467185257957716,0.00198222540926849,0.16484260407203
INS,T,1,2,0.000242099615722965,0,0.0387353034690022,0.00118195157973512,3.29149412100128e-06,0.05238500662148,0,0.00330832675073496,0.00208385048207894,1.40129846432482e-47,0.00199882139638206,0.00267281760800406,0,0.00100585964088168,0.105031922537623
INS,T,1,3,0.000585749165349689,0.000700329511382737,0.0272720809455132,0.000179492636311807,2.84417016473605e-05,0.0287997488863766,2.39047958768523e-05,0.00289323233883679,0.0132036605404823,5.89365479220293e-05,0.034880588632077,0.0119643314089626,0.00013901657117266,0.000125257249786494,0.063900143195406
INS,T,1,4,0.00112034182679059,0.00593670295597097,0.012878138016826,0.000668732039348996,1.17128260835387e-05,0.00525962264655391,0.000357284247188615,0.0256135734062011,0.0954330336607251,0.00111699179780004,0.0526525734476797,0.0105103569791413,0.000479628599714488,0.00481899739517672,0.0701955172907037
INS,T,1,5+,0.00192421185697978,0.98223371565342,0.00101385864932108,0.00486986698467342,0.00145977839907985,0.00242981187241052,0.00288337880907553,0.00994165374209527,0.17768868808171,0.00184536562118333,0.216186407249924,0.000709744953497097,0.000741404388911954,0.100603338620335,0.011559294597108
DEL,repeats,2,0,2.8669459345565e-06,4.9865081523138e-05,0.0295704971021041,0.000181361424006354,0.0069005538104102,0.00874753921292722,6.81049521641557e-05,0.0022785847270643,0.000626135254119188,0.0147802168130875,0.00204181643825885,0.0284483070112765,0.0965934170037508,0.000327994773233513,0.0126733423804399
DEL,repeats,2,1,0.00145741656796115,8.1190087216483e-06,0.0203937109562284,0.00431604939373702,0.00720547356307378,0.0116726421682597,3.65151032080736e-05,0.0391115185036324,0.0022195478437544,0.000165257360349307,0.0042913635980684,0.00386427537109967,0.200617806258276,0.0059074967886545,0.00867802915663944
DEL,repeats,2,2,0.000906255029375086,0.000215332448802512,0.00214360275578141,0.003190870399806,1.63925753440708e-06,0.0142236940842122,0.00151877222553594,0.00814902261810318,0.00150560809043782,0,0.00531316239169575,0.00232301568903495,0.0479428419843316,0.00220460667391308,0.00415728337063321
DEL,repeats,2,3,0.000784930565940556,7.80860929697669e-05,0,1.0948202675649e-32,0,0.00708883136510849,0.000379054433433339,0.00152945948735578,0.000561802090012407,0,0.00289072951356285,0,0.0110802997555584,7.69274638162852e-05,0.00118331465695519
DEL,repeats,2,4,0.00076199990412519,5.70080483157653e-07,0.000742352265806403,0.000515933384943279,0.000224859820818892,0.00333776528248563,0.000115675921299498,0.00154389897428164,0.000181742713894054,7.97517963565042e-05,0.00190031841643057,1.10345829489233e-05,0.0033497158321552,0.000261981603598542,0.00125610916111327
DEL,repeats,2,5+,0,2.48016651660521e-11,0.0324281962580622,0,1.42970230354739e-06,7.40321042953948e-05,5.831779415022e-07,0.00161721654296912,0,2.52252725374547e-10,0.00049251857955215,0.00203366970433092,0.00123514552768029,2.13282564942574e-10,0.0123911828138898
DEL,repeats,3,0,3.3796013744545e-06,7.74842996598039e-06,0.0251283468445763,3.03213892305019e-05,0.0142417437769473,0.00110906569881081,0.000526291261210228,0.00259404601927701,4.76965054258471e-05,0.00151404548289087,0.00216934349387884,0.00505122639937326,0.00500472686253488,0.00158001366595272,0.00698531070185709
DEL,repeats,3,1,0.00225563938744017,0.00056503842177303,0.00114465813182215,0.00990043621662148,1.01899078072165e-05,1.97627232410014e-07,0.00390335588017479,0.0032307277339953,0.0513908434612677,0.000162118895823369,0.0136956137763218,3.29240677452503e-05,0.108970992360264,0.00454763089772314,0.00720408147726738
DEL,repeats,3,2,0.00131714691000525,0.000203828568002058,3.73406524886377e-06,0.00665714699833188,4.27401653515158e-05,2.8770442440873e-07,0.000321903540014961,0.00353919667336565,0.00849537419679109,1.0467442184563e-05,0.00038237020388008,0.000398116310452697,0.0141932510212064,0.00153491236676928,0.000103447605724796
DEL,repeats,3,3,0.000202531460162163,3.5588301108298e-05,0.000364363233020413,0.00148484605424744,0.000253261489669967,2.08385563883517e-05,0.000108870218688253,0.00124803359234647,0.00436811235962596,7.61133644701317e-05,0.00150835942145844,1.83029463227058e-05,0.0038794466573745,0.000361323188226379,0.000279608345808811
DEL,repeats,3,4,1.22613774689029e-11,1.84034766679582e-09,0.00842734082513879,1.22651613310154e-10,2.39027349024923e-10,2.64764301483034e-09,9.07234629643483e-10,0.000594428228214383,2.30454286764825e-10,0,0.00011193756126314,0.000873833627837968,0.000495823094933598,4.10436920418811e-06,0.00251493217474375
DEL,repeats,3,5+,0,1.33844135219441e-09,0.0132496644034157,0,1.84470866582132e-09,1.67183267941229e-05,2.75624963048715e-05,0.000904081114622386,0,1.14728215372395e-09,0.000157850376840957,0.000294794979524049,0.000419935769086877,1.88640199659673e-05,0.00361892414795108
DEL,repeats,4,0,2.48892353527097e-07,4.07647357502583e-05,0.0150686630676501,1.3912818285462e-05,0.0079501527780667,6.91665958675003e-05,0.00226538195961439,0.00128665369910811,4.84491901443107e-05,0.000651853659655927,0.000781228902381174,0.00573647219222039,0.0062239260005299,0.000183146364375613,0.00493649279607876
DEL,repeats,4,1,0.000840059021065827,0.000125608974226925,2.18710057603418e-05,0.00880310646361906,0.000298419688610675,0.000766554692527279,0.00239657309197355,0.00438258746633437,0.00669970996180771,0.00192543395506554,0.00381866293798814,2.30373044087264e-05,0.060078850351274,3.1462402412129e-05,0.00336151802276939
DEL,repeats,4,2,0.000485381711478112,2.2488624296102e-11,0,7.35657961216774e-05,0,0,0.000550131118216086,0.000283820625874682,3.45122958542632e-05,1.03481549174855e-05,2.48207312480986e-10,3.24605744827267e-05,0.0122158624045551,0.000401185397495283,4.76182472120001e-06
DEL,repeats,4,3,2.22473691913194e-09,4.24767273021764e-10,0.00543528047479626,0,9.66911772871777e-12,7.94986611958315e-07,0.000112793651992216,0.000244070680124544,0,3.53503635253105e-10,8.23509871321537e-05,0.000391122445901644,0.00394238822627813,1.3206661098053e-10,0.001925793997151
DEL,repeats,4,4,1.57494928210156e-11,1.38195458232113e-08,0.00719269451230389,0,3.82786005734781e-05,2.82129369832385e-05,1.25222414316062e-05,0.000424895532546968,8.00400332678919e-10,2.41107871445934e-10,0.000102547962761448,0.000416290664785777,0.000224995127718728,4.68201974967997e-10,0.00145536388816984
DEL,repeats,4,5+,5.57684401364611e-05,1.30904492781355e-05,0.00205590577796102,0.000860235600636714,3.99099420178572e-11,2.05325407207413e-05,6.50068495311551e-05,0.000925986471811484,0.000233424022026567,0,0.000259078057726185,0.000278281823254876,0.000726938788720872,3.15318016199307e-05,0.00046822322300045
DEL,repeats,5+,0,3.69568053937286e-11,1.35023000336076e-09,0.0171966480529227,1.13628742610672e-07,0.301544271588794,0.000556331108453008,0.0076516213318714,0.00756670181444406,1.72364714376292e-17,0.000179418123940016,0.0473513461915153,0.00650533982829494,0.00234913667114455,0.000222539573396718,0.0161588131035821
DEL,repeats,5+,1,0.00341455586254597,0,0,2.16214940883219e-05,0,0,0.00780325924511999,0.000792085741413765,0.00112708065690669,3.00518266158178e-05,6.77245476981642e-05,0.00143806823818068,0.0133275384455919,0.000218339406674204,0.000236404059687629
DEL,repeats,5+,2,0.000342380090296501,3.5039538989512e-05,0.000127280389654957,0.000395845248094964,0.000197750098170673,4.88045748397781e-06,0.000479202388523845,0.000941513171853236,0.00109105002023098,2.89546175648731e-05,0.000663118973610608,0.000316929719629115,0.00290816436056048,0,0.000895449313111385
DEL,repeats,5+,3,5.59094390547443e-05,6.95501465965975e-07,0.000184014842707256,0.000763466931187367,5.45593081824336e-11,3.80479608793394e-06,0.000169697937981255,0.000442393412486126,0.000270495667833768,3.37599519090759e-05,0.000147914411870049,2.6180485648446e-05,0.000951248301425949,7.13946404994204e-05,0.000256945158016606
DEL,repeats,5+,4,2.35120466479281e-05,2.96494868733862e-10,1.31681545796646e-05,0.000641559422222429,1.3012941213475e-09,1.63630511741752e-05,5.96552090691738e-05,0.000313577008636827,0.000132193661566939,6.78074760330105e-06,5.20814425196559e-05,1.77538287715606e-05,0.00010430366086581,8.23328434307769e-06,0.000132367798182456
DEL,repeats,5+,5+,3.50572267136329e-05,4.94817494691119e-06,0.00101003976538777,8.34199797768762e-05,2.27905982974619e-10,0,0,9.13884387732571e-05,3.04089660514251e-05,1.51156445487732e-05,0.000226127457494778,0.000182227031714888,0.000153416743996786,2.8137652316218e-05,0.000210760108979855
INS,repeats,2,0,6.23230938124053e-05,0.000293949441193035,0.00691573600372067,0.00080952125890775,0.00173101651281286,0.00219192575779744,0.00198141777771525,0.00297660592137033,0.000996256157853885,0.000521842403179528,0.00452357564505266,0.0126257218979299,0.000755045500927736,0.028937480058521,0.00357933622290528
INS,repeats,2,1,0.000103812324311008,2.18151120465748e-07,0.0296280402876437,0.000869813700492415,0.000997446732509222,0.00277978208032437,3.60022901259072e-05,0.00653118452770665,1.75458038585244e-06,0.000558642269461416,0.0012559073210808,0.00283902389142895,0.000298668321739228,2.76390899671242e-06,0.00463654231542023
INS,repeats,2,2,0.000518682345124909,0.00010734795636651,0.0105199809325859,0.00158372119963563,0.000254087886265191,0.000933341971349227,0.000215569070371242,0.0088619444554206,0.000710896707817524,7.53907446414816e-05,0.00245426499518815,0.000301995799425434,1.07726848364109e-05,0.00124753107069409,0.00295081173931976
INS,repeats,2,3,0.000196294667043162,0.000198519271370973,0.00158710771003825,0.00112893021489242,0.000271596481434244,0.000844472482817764,0.000339812003876528,0.00193340051629483,0.00390887877212663,0.000234117394311397,0.00160375166878566,0.000675118297167501,0.000217111478555125,0.00105821474979166,0.00133828433799546
INS,repeats,2,4,0.00145108051719944,0.000721563457645995,0,0.000126929520716743,5.1234075181128e-06,0.000161203837916446,3.32178119285498e-05,0.000876256980431425,0.0265264617453795,7.45832151281434e-06,0.00647060584088841,1.93495691655698e-05,5.130057588417e-05,0.00420924766920507,0.000488927612022962
INS,repeats,2,5+,0.00648486163491824,0.000425054159075842,1.6948404462056e-05,0.0014141858410169,9.04023704988838e-06,0,2.88610280248597e-06,0.00429887081705207,0.309281259551644,1.31341298746029e-06,0.00861115943286585,0.00010504368665722,6.57553084124629e-06,0.000363082709790845,2.02816368472725e-05
INS,repeats,3,0,2.46728821068132e-06,1.73463381005964e-05,0.00618326819618233,0.000681928798730951,0.000361841382029186,0.00014108665823187,0.00102843512780964,0.000691208698190167,7.99435718363384e-06,0.000291160801886502,0.000344749401658788,0.000361690034730784,8.29922824141249e-05,0.0089196782419458,0.00167937607571162
INS,repeats,3,1,0.00059632836469973,0.000101586510768725,0.00769060753518716,0.00269763589673062,0.000200396464933904,0.000167667953014927,3.04642850289838e-05,0.00516225481980779,0.00418470515777665,0.000155250404077645,0.00252195871350248,0.00493627488147467,0.000305841866475021,0.00336808586027473,0.00432655316340785
INS,repeats,3,2,0.000103237405282925,2.30004463992383e-05,0.00203189355321229,0.000870993480587618,9.10631424630992e-07,6.93250109884502e-05,0.000841709339874797,0.000515011810566653,0.000345997790480832,0,0.00030528475245166,0.000197840642162262,0.00104614134819713,0.000279521825023039,0.00040038582464149
INS,repeats,3,3,8.54782045137149e-06,9.7646629949395e-05,9.40361314860638e-08,3.60397039912641e-06,2.97017962435575e-05,2.41224111050542e-06,0.000309029487034422,6.42983421275112e-05,0.000459244114940445,9.9857671397566e-06,0.000493513864094446,9.48221485054759e-05,9.47842731466864e-07,0.000302825455801212,2.30403068451324e-05
INS,repeats,3,4,6.472474327893e-05,3.29644298510328e-05,1.43236946004982e-05,0.000133072821763562,9.40511522276211e-05,1.43658215353071e-05,0.000153058372061423,0.00031645043332901,0.000940303109568107,1.93363308062544e-05,0.000581694473642358,0,9.61452154344045e-05,0.00102428474870976,7.13104540045606e-05
INS,repeats,3,5+,0.00179007070713851,0.00033209204055253,1.84191965672653e-06,0.000162326223674798,8.33449694071835e-06,0,0,0.00100993674025199,0.0149002729111817,4.34405722504749e-10,0.0017800821793179,4.90992533741519e-07,0,0.00222486618324183,0.000191063755078176
INS,repeats,4,0,2.05565246147188e-05,1.38684677075673e-10,0.00366336406907067,6.22144835688232e-06,0.000608907301648287,8.25295523100067e-06,0.00179569717147388,0.000368696841681162,6.42531465473439e-06,6.66203228320747e-06,8.95815383411957e-05,0.001535977133899,0.000523707630272838,0.00578557403758168,0.00109950423880946
INS,repeats,4,1,0.000536815688647039,6.90105516362394e-05,0.00392768408288248,0.00452229184577991,0.000582553038402693,4.3090881081298e-06,0.000621718024240181,0.00384030661960285,0.00777141191149241,0.000316837911213336,0.00438351447287639,0.00577872867230326,0.00142775323212845,0.00196215245930944,0.00206910503458175
INS,repeats,4,2,1.37751590951973e-06,1.48120236433828e-05,0.000459549374536437,8.62329736833092e-06,0.000143074030029311,0.000107564231748894,0.000448511138965841,0.000165204634420322,0.000257971200203961,2.63334783385361e-05,0.000195681131203607,9.82149615629169e-05,1.93300761726256e-05,6.38883783449273e-05,0.000164881663477061
INS,repeats,4,3,0.000259971930208849,2.44820840375781e-05,3.73060791389435e-06,1.82335675447121e-10,0,8.21540346862548e-11,0.000398861066641985,7.43151270302353e-05,0.00040551663853762,9.54117058427073e-08,0.00031272322723364,0,6.73382329114247e-05,0.000897134813421872,5.96667898084569e-05
INS,repeats,4,4,0.000102945999142336,0.000209595214547564,1.03191727297964e-06,0.000110693035971963,0.000105315135151614,0,5.75135804389995e-06,3.86154278658069e-05,0.00194184949461487,0.000138606321988846,0.00125445302546181,4.2674459027694e-05,0.000242679354128086,0.00165806620381773,5.96842909820351e-05
INS,repeats,4,5+,0.00165921146137407,0.000217152992078381,0.000526753511712741,0.00356583413375828,0.000865632028362597,1.32473345729522e-06,1.02274266572522e-05,0.00142574761701326,0.0131711960965185,0,0.00217135463900943,0.000748978391802666,2.72414247073348e-05,0.00017894536176954,0.00045728170669463
INS,repeats,5+,0,4.11968181790456e-12,1.62838885819916e-08,0.00617776855360717,0,0,8.30125432003115e-06,0.00938504854217172,0.000408484997829625,1.14828965891434e-09,0,8.6457054232896e-05,0.00284509546298068,4.38428701540761e-05,0.00306798992911354,0.00315309056124534
INS,repeats,5+,1,6.84356286377919e-06,0.0011886724786018,0.00317208697204513,6.4529516981214e-05,0.0115884675981943,0.00026071190103174,0.00593696828698739,0.00184374724764346,0.00351818199431207,0.00103992157880103,0.00487932220589737,0.0181848112214357,0.00202594442955046,0.0276432995125651,0.00232558930402742
INS,repeats,5+,2,2.23678890090895e-06,0.000138172362233706,0.000368998233134334,0.000105636703395532,4.69523524287752e-06,3.48494670561195e-06,0.00140289626491722,0.000150540865349937,0.000679153274605824,8.35271098352381e-30,0.000807358332250701,0.000263865110602084,2.78944936235348e-05,0.000591780687245773,0.000304970854839013
INS,repeats,5+,3,3.45110372253965e-05,7.03892282957108e-05,0.000264880975119013,0.000191134306557575,3.51601346255848e-05,2.76920739611342e-05,4.9709525690389e-05,0.00019500974057636,0.00100071937102083,7.66732823453534e-05,0.00178332053777282,5.83927707256621e-29,2.21686850307989e-06,0.000102093455742818,0.000244547276414977
INS,repeats,5+,4,2.41558561814403e-06,0.000125054850156694,0.000260484544988913,3.58937657752798e-06,4.10054104275304e-06,8.25402281861922e-06,2.5003423745531e-05,0.000143554236637442,0.00101690483513504,0.000106828869914697,0.000244061540975055,0,0,1.66811158912814e-05,0.000135860325067707
INS,repeats,5+,5+,1.93857377849582e-05,8.39007737623539e-05,0.00078261567017762,3.42223413094833e-05,0.000358867329923669,2.87979898075719e-05,0,0.000543952064667792,0.00125542331645192,3.19284161495403e-06,0.000685891483226442,0.000190613469881135,3.89437831561423e-06,0,0.000765473909305001
DEL,MH,2,1,0,4.74831881516202e-07,0.0287212077428922,0,1.2580580566017e-15,0.0102652553748339,0,0.00204670249820032,6.99162498563055e-09,0,0.000476958238718623,0.0117117984965444,0.219634123891592,0.00148726663699847,0.0123594116116204
DEL,MH,3,1,5.01467633284847e-07,2.78715450718892e-11,0.0207046016538752,0,0.0119548726733774,0.000599280827346011,0.000710118240422162,0.0013177287572762,8.07189553249102e-05,0.00183184403758853,0.00115394762615404,0.00274243374136859,0.00660441885236651,0.00124382340814918,0.00478099646044832
DEL,MH,3,2,0.00131698093086015,0.000228873718332184,0.00907731836317075,0.00909231926031345,0.00291402013564948,0.000276802794630353,0.00371631604153663,0.00945305832774097,0.0191352244711015,1.83275217290646e-05,0.00690085912691294,0.000465521862006426,0.0438783146068454,0.0035472714388743,0.00677832614761257
DEL,MH,4,1,8.33690026922796e-06,9.48106167697915e-06,0.0134497596771689,9.65880627218666e-05,0.00599815796595067,5.04868672999363e-05,0.00260086800321005,0.00189437618377278,0.000408945755653463,0.00180646905515459,0.000931151225128811,0.00154420129791771,0.0128748864587396,0,0.00289767704861518
DEL,MH,4,2,0.000278000620117054,1.14585041206656e-05,0.00670417458073644,0.000366198163902337,0.000752632488616878,0.00011067588282461,0.0100489704776555,0.00618790816791827,0.000280390375191928,0.00149405349562585,0.00104061240738003,0.000173262640330573,0.031944238152355,0.000544805872087864,0.00293964252967924
DEL,MH,4,3,0.000143314471346553,1.91417675523553e-07,0.00175221525190864,0.00621240496751852,3.44387606687705e-05,1.77620953763835e-06,0.00515914745861664,0.00088850532751394,0.000173035672126183,0.000503319834401951,0.000235124307801215,2.93121411868924e-05,0.0509272775053978,0.00148338158382103,0.00187199854655773
DEL,MH,5+,1,0.000394468144222562,1.31007389825299e-09,2.25661224817486e-09,0.000130923768639093,0.412891925275326,9.46119862196813e-05,0.0593599063158035,0.00213168609055931,5.39560141379064e-05,1.89090569389094e-05,0.00143064666499038,1.32560045780581e-08,0.00015778031107535,0.00143775718301191,0.00547715756037968
DEL,MH,5+,2,9.11466805319499e-09,9.17243811813599e-09,0.00209554221721613,4.42703898428934e-09,0.124459921557642,0.0010375508165464,0.281903717505138,0.0102953543021493,3.77346123228827e-07,1.66828260674538e-05,0.00847991475384847,0.00378462143319659,1.0737633784057e-05,0.00156961145286914,0.0123604609541677
DEL,MH,5+,3,1.37243185704961e-10,5.91069208466521e-09,0.00498245956882798,7.59154172413901e-09,0.0218826433987141,0.000474725931830848,0.25186330665319,0.000545784617350727,2.68121013242251e-05,2.02208356435658e-05,0.00868476121097196,2.44495931892885e-05,0.000331668269991771,2.3771166743245e-05,0.0165425428389916
DEL,MH,5+,4,0.000195324981199363,0,0.000407373616220462,0.000439632443523099,0.00011873189052739,0.000961921079451713,0.14726476739746,0.00180062291340775,0.000168867978864,4.75094162670037e-19,0.000794563753065454,0,0.00357750571682118,1.02326241903938e-05,0.00704927561681645
DEL,MH,5+,5+,0.00211046561598778,6.6317722075612e-05,0,4.55582569998114e-05,0.000386873196360396,0,0.119886586368084,0.00154713990928755,0.00932656963705085,0,0.000202262025733502,0.00841701481025666,0.000282471056380019,0.000770023892873724,0.00303976066992618
