Type,Subtype,Indel_size,Repeat_MH_size,hdp.0 (False Positive) (ID1 0.747),hdp.1 (ID2 0.999),hdp.2 (ID1 1),hdp.3 (ID5 0.998),hdp.4 (ID8 0.999),hdp.5 (ID6 0.999),hdp.6 (ID3 0.999),hdp.7 (False Positive) (ID5 0.353),hdp.8 (ID9 0.998),hdp.9 (ID13 0.999),hdp.10 (ID4 0.998),hdp.11 (ID14 0.915),hdp.12 (ID11 0.999),hdp.13 (False Positive) (ID5 0.551),hdp.14 (False Positive) (ID12 0.219),hdp.15 (ID12 0.991),hdp.16 (ID10 0.987)
DEL,C,1,0,0.0144123955772142,0.0026383150767185,0.00037178620461321,0.0194719645813302,0.0386617046355598,0.0289322926402583,0.121564182018874,0.0203662306684726,0.32821276454642,0.04933041281581,0.00861858926148014,0.0133115649862321,0.00314749386128426,0.0480972775921029,0.0484316629658308,0.0535244333596172,0.00919845063837637
DEL,C,1,1,0.00477039566275514,0.000171247977495031,0.000743128507575934,0.028886110218697,0.0220131089169641,0.00580993922372813,0.212581744182647,0.000962608747359649,0.0946137776067125,0.0152691962772119,0.00229140742000375,0.00203868456897866,0.0011852046533448,0.00410523660285606,0.000616285470468141,0.0116335447248591,0.0234158128343691
DEL,C,1,2,0.00325560933065158,0.000121029721575972,1.78841388308035e-06,0.0270398042223537,0.00294884182351846,0.00780593789261024,0.189613231017836,0.000400374722634726,0.00268273241562064,0.00684977428697382,0.00145225485493725,0.00121775675203427,0.000206070590120258,0.00159208886936714,6.741090308382e-05,0.00190594384412459,0.0170683977875176
DEL,C,1,3,0.00657074892831193,0.00167399776447759,0.00180196571223095,0.0146689941530231,0.00570960482140549,0.000907607486327312,0.0615959807783898,0.00591279631279828,0.00951398707525477,0.00606404509441262,0.00120823370402922,0.000424005289326249,0.000401170641626329,0.00594630173525872,0.0129539854111499,0.00643099266241501,0.00735481074434612
DEL,C,1,4,0.00804010553880602,0.00230415885317201,0.000828563659463411,0.00247385707146413,0.000988139446976419,0.00280996151903938,0.0438471561930851,0.0115121873359096,0.0114935985188598,0.00317852097113328,0.00168156411051395,0.00266947401148439,0.000271027998586012,0.0188979205968839,0.0151882881826283,0.00362857481227579,0.00420545390825965
DEL,C,1,5+,0.0189367446809676,0.00998143928864719,0.0030587405657723,0.00222855542018361,0.000534237950679488,0.00168057182955042,0.0233688771877012,0.0280738756996995,0.00136534750449631,0.00143478273088462,0.00233706350680814,0.00489491446424745,0.000799599669407619,0.00499861162203361,0.217557228460661,0.0329529143859443,0.00715069198503426
DEL,T,1,0,0.0132887955882486,0.00584280748797992,0.000806911766349966,0.109772474751433,0.0362977756793746,0.00401150828073055,0.0346200087898721,0.0250022500326844,0.0967957540868214,0.0506950599475328,0.0051030221276446,0.023835955203675,0.000790652601028974,0.133758375878104,0.0439971105884653,0.0214362646120908,0.033583874861648
DEL,T,1,1,0.00036295128328225,0.000481406220399277,1.49281069916928e-06,0.0987144104770747,0.00964453622301617,0.000322362559080909,0.0107806404495018,0.00158111017312562,0.0452747811466747,0.520845779311935,0.000764300833281294,0.000501827406229852,0.0010169258831962,0.00579173267491066,2.88783061830781e-06,0.00364156258281937,0.00119357932220594
DEL,T,1,2,0.0149977442573268,0.00465064396327281,0.000855533231145414,0.112735892729881,0.00834851932069567,0.0120149687743335,0.0147994519400117,0.0225200971871511,0.0780589246775108,0.0216829950651839,0.00133068035417875,0.0120663367202424,0.000708259796142112,0.0220319096844948,0.00952568278854916,0.0240840624006902,0.00254960803763761
DEL,T,1,3,0.0277416502267614,0.0115954471580219,0.00254100177689421,0.0842593784003162,0.00879451430320286,0.020336208650499,0.0131091887504049,0.0405668314614976,0.112034087839792,0.060543430503856,0.000993011808640644,0.0204039000375888,0.00168851404778257,0.49903629940966,0.0290619066526583,0.0161577959990723,0.00761313160395353
