"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.925736570323569
"SBS96B","SBS2",0.998709416435008
"SBS96C","SBS7b",0.982580873686238
"SBS96D","SBS4",0.98532872298477
"SBS96F","SBS40",0.915779054367561
"SBS96G","SBS3",0.936853085969401
"SBS96H","SBS44",0.99267442388587
"SBS96I","SBS1",0.99961817459614
"SBS96J","SBS17b",0.999412344186398
"SBS96K","SBS18",0.987052001223556
"SBS96L","SBS7c",0.990138880998838
"SBS96M","SBS17a",0.999658851124556
"SBS96N","SBS7d",0.963562623711641
"SBS96O","SBS13",0.998441974194357
"SBS96P","SBS22",0.966765436198306
"SBS96Q","SBS28",0.96709934422982
