"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.928009291331461
"SBS96B","SBS2",0.997164142259882
"SBS96C","SBS7b",0.980348091370806
"SBS96D","SBS4",0.98270177304492
"SBS96F","SBS3",0.931013502114986
"SBS96G","SBS40",0.930171161925327
"SBS96H","SBS44",0.994398717125054
"SBS96I","SBS1",0.999537035215628
"SBS96J","SBS17b",0.999500436497809
"SBS96K","SBS12",0.903026869795608
"SBS96L","SBS18",0.988173987847327
"SBS96M","SBS7c",0.994429739636007
"SBS96N","SBS17a",0.999698121134424
"SBS96O","SBS7d",0.958985184097801
"SBS96P","SBS13",0.998490098682875
"SBS96Q","SBS22",0.981538483589139
"SBS96R","SBS28",0.965101817011141
