Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID13 0.998),hdp.2 (ID4 0.992),hdp.3 (ID2 1),hdp.4 (ID6 0.998),hdp.5 (ID1 1),hdp.6 (ID14 0.979),hdp.7 (ID3 0.975),hdp.8 (ID8 0.985),hdp.9 (ID9 1),hdp.10 (ID11 0.976),hdp.11 (False Positive) (ID5 0.36),hdp.12 (False Positive) (ID5 0.126),hdp.13 (False Positive) (ID5 0.921),hdp.14 (ID5 0.996),hdp.15 (False Positive) (ID5 0.925),hdp.16 (False Positive) (ID8 0.953),hdp.17 (False Positive) (ID3 0.937)
INS,C,1,3,0.000406117503297443,0.00084878863208701,0.000319793268973051,8.60015104769733e-05,0.000841059518252529,0.000841909394383115,0.0057372624852867,0.000245526179038084,0.000230596048186622,0.026327587034626,0.00111628380764735,0.00657816539360274,0.000320071637510158,0.000543568694257071,0.000191256602848384,0.000111291060127104,0.00685973649924227
INS,C,1,4,0.000323096453138262,8.28503047170649e-05,0.00249129170824829,0.000440960313752647,0.00143098906528757,0.0008045826330331,0.00824377095718059,0.000244441581784246,0.000368049828440414,0.00780563052730667,0.00339931421071418,0.0182575767544107,0.000263098417638919,0.000120675447073762,0.000250153453448999,0.000429515167000579,0.00561327132545683
INS,C,1,5+,0.00098244927157976,0.000843188746671866,0.00788361344996685,0.000337416665756398,0.0210563608039741,0.00216254461672816,0.0104642182415256,0.000975498186914924,0.00088623628012191,0.00126782847661145,0.0199881342035543,0.19745742461339,0.000258984142234374,0.00018475803384933,0.000325362459200063,0.000478098247852996,0.00742655065409369
INS,T,1,0,0.0387097861258917,0.00372588376096648,0.00112973782450889,0.00694796741759111,0.00230469330144932,0.0391038526407741,0.0180494020712371,0.00453562207456054,0.0137260400083601,0.00435757112473059,0.0055957363873256,0.0131079143500141,0.00619466192767968,0.00514850791379985,0.00471980543278377,0.00514158128067025,0.0218830474789546
INS,T,1,1,0.00486623190566114,0.00113060286560416,1.01365260011067e-05,0.00131142613218338,1.85780551874315e-05,0.00359954105942762,0.0418694200733934,0.00340956656639533,0.0106142725028042,0.206332035641421,0.0101781095829949,0.000233285806227095,0.012463108637499,0.0142648412614133,0.0144023778273607,0.00514488584992904,0.0482418610887007
INS,T,1,2,0.00677758599336562,0.000317499503325163,0.00050929029195402,0.000695893494506792,9.63819484822974e-05,0.0017247667294489,0.046121925043769,0.00202299079785828,0.00242275486421873,0.132028939381295,0.0173116114111854,0.00416345011169585,0.0368932139249082,0.0288938693020314,0.0251772673988026,0.00123424019385825,0.0347105315359439
INS,T,1,3,0.0118102118686543,0.000790647821764271,0.0010845885938092,0.000805063030040789,0.00327844900452763,0.000489717636617476,0.0249611915053561,0.000816047168183168,0.00183817958219035,0.0843051235493469,0.00581618835669751,0.0352644682453963,0.0189775826868557,0.0219369967455624,0.021542794726468,0.00165007720340992,0.0229706197526373
INS,T,1,4,0.011990308634524,0.00109158566397414,0.00357426093862427,0.000974485673442973,0.0142531420291056,0.0049304576683248,0.00598209675664448,0.000694412440368558,0.00407481282051519,0.0426100082356818,0.00639375256604743,0.0964725863006636,0.0108904047103212,0.0111461460056084,0.0112711526024586,0.002230367448918,0.00996961752273278
INS,T,1,5+,0.0263726549933789,0.00405094310960209,0.0188614376390397,0.0150092403910773,0.905004988471956,0.144782080881201,0.0302693003887279,0.0115760815480133,0.00449804085976377,0.0110091344088751,0.00612817747598162,0.0136298813455611,0.00101777046061282,0.000870793876227297,0.000753335105654305,0.0161524586087262,0.0146997904437636
DEL,repeats,2,0,0.0232910640104662,0.087825830907848,0.000165699763628657,0.00105826857603925,0.000550897109912748,0.000766900660631381,0.0099014184116559,0.00913891160094737,0.0147971791064389,0.0125666359871565,0.0109507770125103,0.00561165408360297,0.0247135725331278,0.0293086827609181,0.0256055285320218,0.00692359817478457,0.00691829697385036
DEL,repeats,2,1,0.00519031359286523,0.193663609255227,0.0029201109583493,0.00151778250577924,0.000825459592451097,0.00629044238161985,0.00984022097152296,0.0100584826256083,0.00393921742068009,0.00635275103725407,0.0169071462994259,0.0121064356131538,0.0195815393272794,0.0271640297116169,0.0243982316652072,0.00929724465146596,0.0117084640534251
DEL,repeats,2,2,0.00292301856535865,0.0463752970686714,0.00165819370107159,0.00220395620902167,0.000647965185730618,0.00220207171320402,0.0120291199715131,0.000746317078772396,0.000476095341938709,0.00187018931572551,0.00868235734683326,0.0030375135062595,0.00407453150413662,0.00506847804780526,0.00425707266173341,0.000295913337086483,0.0122876723634847
DEL,repeats,2,3,9.5416903252699e-05,0.0120527033775835,0.000881212297244697,0.000598924456553015,0.000224473082356443,0.00019369855988954,0.00660029278232228,0.000118552188251072,0.000156743527651684,0.000426448970893335,0.00123669036637803,0.00155426941013877,0.000194339381147277,0.000304206526981613,0.000470992602637556,0.00010227083429744,0.00644202547371314
DEL,repeats,2,4,0.000178960730671299,0.00314955755375334,0.000794903671708422,0.000182184253125277,5.63329484671121e-05,0.000345166472520804,0.0029828188211555,0.000218689056813297,0.000231127014020533,0.00034791013654172,0.00171010172887271,0.00121331882391094,0.000914438851414064,0.000798522230447913,0.000726257839115395,0.00047255340400723,0.00267729022504197
DEL,repeats,2,5+,0.00117227773720166,0.00204251620603339,2.33503347330533e-06,0.000161836554891639,4.8197288296384e-06,2.81998107159241e-05,9.86211535227846e-05,0.000745007950858992,0.00020664828233669,0.012326105247864,0.0182692895033118,9.63966902639852e-05,0.0253261185146653,0.0211821703099362,0.0228862472240171,0.000500474714841952,0.000956148418456168
DEL,repeats,3,0,0.00486857434991969,0.00504276681490543,1.3146868480604e-05,0.00104148689313465,4.69029069731405e-05,0.0015859976119161,0.00114294404494604,0.0115533240337047,0.00212550450276827,0.00649966668803581,0.00618057662654034,0.000349528873898372,0.0173830604407249,0.0180913609386231,0.0157364013627487,0.0128877675515265,0.00173385832859617
DEL,repeats,3,1,0.000913322032430507,0.0992002761639491,0.00432059748915268,0.00422792093210798,0.00428232064639341,0.00433150276633434,0.000251802688453892,0.00209543808881025,0.0040638857850014,0.000841290560265847,0.0107384812379062,0.0542012563701964,0.00579093124705897,0.00609471731015531,0.00584892238628498,0.00166683655963095,0.000711242965542815
DEL,repeats,3,2,0.000840394604741636,0.0143807437412216,0.00195959415157278,0.000528826045493769,0.000661780338585529,0.00143486517638922,7.32252544535554e-05,0.000220793556046183,0.000976856460343661,0.000407637007738899,0.00525628612306783,0.00614939640478148,0.000628465062525878,0.00123198663805323,0.000519276176989181,0.000519947365504097,0.000180678109257286
DEL,repeats,3,3,0.000147885643962407,0.00370971409183025,0.000447331182843633,0.000137221451150365,0.000249652482292416,0.000371116613242596,0.00012037705615288,0.000254948855531075,0.000321813564971523,0.000480483333145436,0.00126309531346809,0.00526292488058915,0.000395818612535057,0.00064315177281014,0.000239778052251846,0.000413353655317423,0.000105897494499892
DEL,repeats,3,4,0.000932745218299669,0.000724527174724951,2.35373736706284e-06,3.14001308373239e-05,4.35564576984134e-06,3.71688897714787e-05,5.62023363238014e-05,3.10765655257528e-05,3.30827916742699e-05,0.00290389112560759,0.00698938949473899,7.86585360977617e-05,0.00560034535101153,0.00596617749417929,0.00467765599806675,9.67851179334414e-05,0.000151775380445211
DEL,repeats,3,5+,0.000524948795726787,0.000717387320820641,2.26809322196268e-06,0.000173475940328987,3.83999792562239e-06,6.27638194415652e-05,0.000136400953520806,5.05384264244425e-05,7.80037079636989e-05,0.00373846630422729,0.00538379267868272,5.52499883865978e-05,0.0100584602455955,0.00894374494853228,0.00728475644385928,8.48347968961804e-05,0.000276242899415204
DEL,repeats,4,0,0.00435257308805603,0.00642515452848804,1.42750085988198e-05,0.00233833887571237,5.74084425421973e-05,0.000398931611985839,0.000115134669976953,0.00724206897772142,0.00126935829780222,0.00558797580230077,0.00360644635122065,0.000950154405543202,0.0115089005670592,0.0108937306718461,0.0100677174093579,0.00534009194612483,0.00145642776201522
DEL,repeats,4,1,0.000659905755927422,0.0576722959094811,0.00188626012181145,0.00254370961153095,0.000864800365937385,0.000257449076696953,0.0014080257964965,0.00134220242123969,0.00358514164759579,0.00179029406322683,0.00744695788897964,0.00668837458096337,0.0020433517148398,0.00279672755586385,0.00301148803391568,0.00164545869011184,0.00136351825630643
DEL,repeats,4,2,0.000173712851259444,0.0137852099270345,0.000454223075485543,0.000533359240963818,2.85532101167203e-05,0.000572994894295013,2.91545910444218e-05,0.000106868982744819,0.000498595019150701,0.000251693393552073,0.00162988936737913,0.000369084461893102,0.00024918583711709,0.000147624725503398,7.59783037910486e-05,0.000305767917381091,4.97887042553767e-05
DEL,repeats,4,3,0.000470901669829989,0.0039843884714431,1.6774439454099e-06,0.000169127321221725,3.86209711894606e-06,3.28668892563832e-05,5.1696851600906e-05,6.89233012780932e-05,0.000106651728184278,0.00212550723645746,0.00172465378860235,9.43611643760579e-05,0.00427208634975391,0.00344050061069525,0.00374380409509595,0.000141728573797049,0.000121684984467392
DEL,repeats,4,4,0.000614202959363649,0.000421867367749921,2.02592701857604e-06,4.53614869185324e-05,5.61109041913362e-06,1.79381581111092e-05,0.000125950800700304,8.00813333772246e-05,3.44283073670224e-05,0.00100652897421456,0.00443033937809074,0.000105847346172219,0.0049603856359708,0.00460715585388998,0.00448949683206357,0.000502563885864409,0.000165459002861964
DEL,repeats,4,5+,0.000333441410829446,0.000669424302239928,0.00014432219747929,0.000113008723879967,3.41737716187069e-05,7.76136147975714e-05,7.08859632637316e-05,3.5167590255141e-05,5.49187615938728e-05,0.000348154736535454,0.002186916395659,0.00046366371832858,0.00183365659195187,0.00157922396955241,0.00077475398266228,4.97393516069838e-05,0.000208181087481163
DEL,repeats,5+,0,0.0121110701814497,0.00553496874346957,4.63167474363474e-06,0.015435622863697,8.19143432530684e-06,0.00488847369540798,0.00137735289172,0.203935615262529,0.00215204676076117,0.0343525570472227,0.00718936296070105,0.000184578579623121,0.0257498255847887,0.0201476576940368,0.0190079374400356,0.335365649997211,0.00192480975883714
DEL,repeats,5+,1,0.00312193531256737,0.0150396122594539,0.00286335743819627,0.00760907934229432,8.67098682043047e-05,0.000398724405539011,0.000143745239814439,0.00048608984993931,0.000669964242045578,0.000259031393364087,0.00325279609319444,0.0016966108275874,0.000273510699239651,0.000125758095971288,0.000255660007840463,0.000749506528606887,6.06643421588343e-05
DEL,repeats,5+,2,0.000363269874842801,0.00290765650353262,0.000399407869375062,0.000400910934555125,0.00010433555339374,3.79878485851322e-05,5.40460340854014e-05,0.000242953590464069,0.000143909842097941,0.000876913213898714,0.000833398807822507,0.00134606419074506,0.000167077559351319,0.000369881344062918,0.000228602985986816,0.000428542848411511,4.74557866083791e-05
DEL,repeats,5+,3,0.000105952875711747,0.000909127397435194,0.000111439767838135,0.000179116593975758,1.68238001745479e-05,9.62720619857494e-05,4.58708790393575e-05,2.51246002450429e-05,0.000135776410914845,0.000259098102453287,0.000829702115229898,0.000491288712521879,0.000209568529798561,0.000134677707703618,0.000185977801166125,0.000103781869942613,6.37862101373619e-05
DEL,repeats,5+,4,3.40508957240429e-05,0.000132969279182609,6.04519690397164e-05,7.86664458198181e-05,8.81231642344803e-06,2.60685444056933e-05,2.02672627820255e-05,1.03131879224578e-05,5.98603640708429e-05,0.000110781560798341,0.0005681757837179,0.000409649584945367,4.42822626618361e-05,3.49197960189385e-05,2.6636944634445e-05,3.33610391573456e-05,6.29887764689337e-05
DEL,repeats,5+,5+,0.000164594409446127,0.000163068663289012,1.94727222324843e-05,1.77193308275517e-06,1.30069537847884e-05,2.39076771744871e-05,2.83929613547117e-05,2.50446825526548e-05,8.07792111864172e-05,0.000178313395431935,0.00116563171987567,0.000482128846026206,0.000472996089469843,0.000647219765140285,0.000629341469591362,6.0605668811838e-05,0.000105329110927715
INS,repeats,2,0,0.0102205165966247,0.000997885581265236,0.000211644402020776,0.00211293791300415,0.00055587363778073,0.0258449587825923,0.00232799038566158,0.00197222022956547,0.00144631472935848,0.00346373603853811,0.00814393113683683,0.00177003515425906,0.00613375166272902,0.00592515414865503,0.00607057132288405,0.00239505062508128,0.00223270398821943
INS,repeats,2,1,0.00278352751777345,0.000746198731281561,0.000230461503556286,0.000275188590806389,3.42747965024722e-05,5.90242364250028e-05,0.00268083264918545,0.00152578097186383,0.0017412541826909,0.00286940252649112,0.00838820623624999,0.000423171292629455,0.0192297814394998,0.0190455595846891,0.0206207151079775,0.00175288675476346,0.00167856393869388
INS,repeats,2,2,0.000611518699204712,0.000131205315276839,0.000864245896775719,0.000468185327263729,0.000230172569548871,0.00111596458774728,0.000917467037260507,0.000612454944022414,0.000598869123625385,0.00184935384353201,0.00367662483282001,0.0011285537101494,0.00787855889490613,0.00715178652205269,0.00725385293180571,0.000321745476898748,0.00150801493369301
INS,repeats,2,3,0.000686024512080674,0.000315259549159105,0.000401112876953377,0.00038280399336572,0.00042777513750881,0.000999228422393855,0.000839850047972779,0.000363686390036014,0.00040271948391376,0.000279978047372926,0.00328477541800351,0.00278212770467776,0.000993800059140493,0.00110646269359749,0.00130690071830725,0.000444697790374472,0.000782138212000846
INS,repeats,2,4,0.000175009740999155,0.000193098048827725,0.00199392662518788,0.000113636283513443,0.00225583408969576,0.00368028250487493,0.000501404563843362,0.00015473968048526,0.000188698016928892,0.000212201612745599,0.00251633278002256,0.0316744548552708,8.93620617867069e-05,8.2433821554229e-05,0.000124423835624776,0.000166989147952227,0.000291249922388072
INS,repeats,2,5+,0.00165509269650109,0.00019398003078061,0.0139430331885179,0.000278787829880736,0.0149493644866574,0.000544232666080555,0.000242138893559778,0.00204238035227338,0.000559680224861135,0.000623107365855304,0.00994175596770874,0.244810299528361,0.000918793653688413,0.000993333169364832,0.000473842042088286,0.00254605564379566,0.00122596943183945
INS,repeats,3,0,0.000567756210546088,0.000235433182566218,1.63600005450512e-05,0.00103873670532913,4.00553140704206e-05,0.00789474322967242,0.000132296066232109,0.000528880065806511,0.000606483656379885,0.00151129441582884,0.00412280976098183,0.000160224966321134,0.00367332635564884,0.00391026786927135,0.00404266626128709,0.000453915107810028,0.000569554272669531
INS,repeats,3,1,0.00387141694121437,0.000480582166327713,0.000945492658011937,0.000165945224727277,0.000345961819139507,0.00298015165499045,0.000379974084807961,0.000569714201012405,0.000877752894184646,0.00374037863145103,0.00403884202923544,0.0041660672164089,0.00442106109732523,0.00604446527289819,0.00608777930535737,0.000563741120333334,0.000736319709413814
INS,repeats,3,2,0.00036197298510309,0.00100212749446721,0.000150687427849607,0.000802541716925118,4.40952570784953e-05,0.000297706329223535,7.00847683953353e-05,9.02955755852972e-05,7.49928903373154e-05,0.00026447930231543,0.00211198502358343,0.00100024288185684,0.000760533303011757,0.00125922314234194,0.00189088903173876,0.000106094411451748,0.000386534762428349
INS,repeats,3,3,0.000115765002734678,2.89374078827599e-05,1.80650081233669e-05,0.00029349856599486,0.000111554623212805,0.00029391741133868,2.63454633576989e-05,7.72804085392435e-05,4.65922519257181e-05,2.53494538960476e-05,8.55520285717957e-05,0.000922747503409324,1.63241788743389e-05,2.51478727700089e-05,2.04623156293105e-05,2.21530965022783e-05,2.57299608121584e-05
INS,repeats,3,4,7.94219297962619e-06,0.000153422860661425,9.54725490619917e-05,0.00012914069798755,7.71777494840286e-05,0.000892635505961339,3.62961057972878e-05,0.000128184172986031,6.06809476323422e-05,3.69790717799361e-05,0.000223268497061511,0.00137877799965818,3.24647977690905e-05,2.34869580197116e-05,4.12333627088778e-05,6.13414774738354e-05,5.09254713997318e-05
INS,repeats,3,5+,5.94860200765167e-05,5.08189601424376e-05,0.00200615306521252,2.87200820496567e-05,0.00102947303115998,0.00195970923923087,3.47530638285245e-05,5.23841445581665e-05,9.68590287702087e-05,0.000352312936428929,0.00171555875127133,0.00815577065409952,4.29973428047245e-05,6.1444479700378e-05,6.33456201871013e-05,0.000595801354891791,0.000117036115847193
INS,repeats,4,0,0.0013068627212754,0.000544406860346824,9.9209390151649e-06,0.00162391022285451,1.05770948617239e-05,0.00508715507699505,5.59352713676693e-05,0.000567518367273933,0.000146775850860531,0.00135410556531028,0.00128052257854753,0.000108100964119567,0.00293312390279,0.00257827980195727,0.00196698880364139,0.00100214511875965,0.000313874981895499
INS,repeats,4,1,0.00446822750329352,0.00151541299161937,0.00109256531228904,0.00071399674416894,0.000582453705636409,0.00196427764803475,0.000133824271258865,0.000559130815177588,0.00150725512620512,0.00238907484788716,0.00380665452782351,0.010437595174466,0.00290193136556909,0.00382196152770714,0.00358592085590318,0.00122816320267658,0.000357750800332849
INS,repeats,4,2,0.00013344894887539,9.51000540626938e-05,5.78245641745174e-06,0.000396898244428135,1.98334998367238e-05,8.62274828014209e-05,8.71719799404544e-05,0.000171895345117895,8.81222273213044e-05,0.000164749213961243,0.000290043674369264,0.000526038047322924,0.000429960768738308,0.000327487431667641,0.000189763557310257,0.000128549715083061,0.000177199941129035
INS,repeats,4,3,5.79076348894264e-06,0.000106509820596051,0.000220379120405531,0.000396455261157446,5.02198906567694e-05,0.000783191034141525,1.3902214660877e-05,1.82630955128689e-05,2.55044611357175e-05,7.4358398095073e-05,0.000171397445444592,0.00111517739717159,1.90965675315551e-05,1.57006396226412e-05,2.11810019561377e-05,2.65285301530842e-05,2.93523456676782e-05
INS,repeats,4,4,0.000109994346063405,0.000287582115494753,0.000148189965825249,2.60363417347338e-05,0.000350530038102272,0.00140503731501965,4.70825626366235e-05,0.000103816888016475,0.000122363489905926,9.46824339380446e-05,0.000822191374724281,0.00259144254739086,3.0034210453175e-05,3.12982525784406e-05,4.91692793318703e-05,0.000123714401018506,2.76641616249418e-05
INS,repeats,4,5+,0.000733697776776101,0.00010965975614207,0.00210588714880484,9.81244859848233e-05,0.000838571780489807,0.000223477086390821,6.40312960563408e-05,0.00089781818991374,0.000106657761886936,0.000474990951467959,0.00518088532971065,0.00559696921826864,0.000388754718148177,0.000726375465476822,0.000771616056446555,0.000762061263902218,0.000221330259673331
INS,repeats,5+,0,0.00253988315465795,0.000258784704747371,3.31944893422664e-06,0.00879775481016984,6.68658449421887e-06,0.00271884459159304,7.19789513249389e-05,0.000406811499090365,0.000155500584904119,0.00372047708650632,0.00649896161078627,8.78910999465747e-05,0.00399537284535318,0.00456136206148892,0.00460425889164671,0.000113800693242131,0.000411535156267265
INS,repeats,5+,1,0.0147154359003751,0.00222955237889922,9.13025651695291e-05,0.00555880510445636,0.00151804199715966,0.0249925805291575,0.000824365226164453,0.009527909065844,0.00189010562726581,0.00195633298624594,0.00295377473681456,0.0106753155192347,0.00419097815739416,0.00426242238259707,0.00440405413791219,0.0117206107705938,0.000776946409819164
INS,repeats,5+,2,0.00025704555709251,8.22063178943233e-05,2.03419610844778e-05,0.00128650094015262,0.000157503055502871,0.000556526915259016,3.85216470983887e-05,5.40319712631201e-05,6.96952994035184e-05,0.000314889137387658,0.000555325376134071,0.00281367835594064,0.000351435075401724,0.000296360890200604,0.000181594826806743,0.000248282865662545,7.86659830567572e-05
INS,repeats,5+,3,3.68658501978345e-05,4.07391663951772e-05,8.84753239657631e-05,6.19253697150375e-05,0.000201235254405335,0.000116213215749529,5.30865785022602e-05,7.47877376576162e-05,0.000188221354418904,0.00020955548554066,0.000696621181895994,0.00238156528887493,0.00014524025143489,0.000102355432497175,0.000193650536880702,6.60913851758363e-05,0.000189254762861339
INS,repeats,5+,4,3.64838206621056e-05,6.39786908680275e-06,1.45004397393708e-05,3.40211151888993e-05,0.000157147363724614,5.01636940796915e-05,4.02180041345612e-05,5.62239993971923e-05,0.000114580013476999,0.000239018666604049,0.000490486561612922,0.0020335630593925,0.000155158819987077,0.000140209927510999,8.02499323814859e-05,4.8477965329274e-05,3.18379633788428e-05
INS,repeats,5+,5+,0.000225548227212549,4.46170870451649e-05,6.86029290561448e-05,2.38841813446374e-05,0.000153664109919788,1.79776260057431e-05,5.8368529856873e-05,0.000349476263208539,6.62379877804368e-05,0.000543834731522488,0.00102069789918134,0.00143788094776121,0.000640352153617777,0.000553262567000817,0.000351675488870305,0.000244097953897435,0.000169072904380586
DEL,MH,2,1,0.0103244788973872,0.201052434065094,0.000180988720152225,0.000906786755099958,0.000911865333661566,0.00227121946460262,0.00988546869899801,0.00316532668164426,0.00470078533648068,0.013256452442212,0.0152836527970086,0.00859987878443337,0.0288275377846033,0.0294805811935335,0.0312353578732221,0.00347079631920126,0.00648035318981908
DEL,MH,3,1,0.00270460825841893,0.00620407105229813,1.02044506679102e-05,0.00109115639236063,1.99934559026856e-05,0.00146060811066419,0.000563081731767871,0.00997346161772057,0.00243750726721775,0.0031585641918106,0.0108318960729448,0.000710253140180343,0.0161073755494828,0.0135373730888639,0.0136148899376682,0.00927938815197213,0.00179092573591018
DEL,MH,3,2,0.0012269682812639,0.041762755450498,0.0025285055659175,0.00391628589270566,0.00152860962093854,0.00345808812505971,0.0005733835151683,0.00367784645413762,0.0012055639595983,0.00540245782523522,0.00928703063519565,0.0194471235438448,0.00972527356402658,0.00925709899472136,0.00789392408458632,0.0040999521435302,0.000975957010113402
DEL,MH,4,1,0.00140615018692957,0.0120593672412275,7.44946555897588e-05,0.00248886089956517,7.97096856333976e-05,3.541256846027e-05,0.000162627721342447,0.00588207916151879,0.00258688364392391,0.00246590148228263,0.00219213870741682,0.00158007697050356,0.0102092389446904,0.00900336929045179,0.00923693119905966,0.0037042907447017,0.00102123257913895
DEL,MH,4,2,0.000748526554807681,0.0292558033677515,0.000505663705395985,0.00922084444047745,0.000171946456853698,0.000663169166559824,0.000436280279725813,0.00212569644939012,0.00224487527615578,0.00296893248757771,0.00280309050542061,0.00140000562677513,0.00535189375381279,0.00701533238485111,0.005257038645601,0.00187776399625673,0.000501424594040305
DEL,MH,4,3,0.000600872139248479,0.0487846197691103,0.000603614028173116,0.00480029223311045,9.98978249058393e-05,0.00176255723856087,0.00011394276896903,0.000753250889988159,0.00280250404211317,0.00253690218955463,0.00994997084013676,0.00363145088141542,0.0036061560624288,0.00304103812516792,0.00346528783759386,0.00145509447770081,0.00033044293885763
DEL,MH,5+,1,0.0093451361291374,0.00232273447220723,0.000519232888109325,0.0661976221979596,4.0307876279834e-05,0.00748834231862712,0.00110518402753736,0.350118782427317,0.000902804827621007,0.0245038050086207,0.00832812031220505,0.000995154067137023,0.0153694644315416,0.00805648553773155,0.00541610113771032,0.200801730548392,0.00202593961800026
