"ex.sig","gt.sig","sim"
"hdp.2","ID1",0.999006445969151
"hdp.1","ID2",0.999734823161783
"hdp.5","ID3",0.999979828212584
"hdp.10","ID4",0.99978348505648
"hdp.3","ID5",0.999955028220999
"hdp.6","ID6",0.999952243084034
"hdp.4","ID8",0.999976208683746
"hdp.7","ID9",0.999645838505856
"hdp.13","ID10",0.997597385898077
"hdp.11","ID11",0.999343108309699
"hdp.12","ID12",0.997696249432979
"hdp.9","ID13",0.999937854432343
"hdp.8","ID14",0.982753135453024
