MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
2:Del:M:1	0.00001983	0.00005884	0.01825580	0.00016327	0.00984170	0.00005952	0.01620550	0.00026903	0.20503549	0.00320094
3:Del:M:1	0.00000000	0.00000228	0.01016035	0.01131893	0.00157425	0.00092963	0.01253631	0.00105003	0.00620646	0.00135539
3:Del:M:2	0.00253183	0.00127406	0.01141313	0.00367610	0.00070547	0.00397275	0.00360774	0.00031380	0.04221900	0.00355765
4:Del:M:1	0.00003465	0.00005000	0.00902978	0.00529666	0.00021974	0.00252338	0.00522974	0.00188480	0.01184270	0.00007144
4:Del:M:2	0.00047483	0.00004744	0.00512137	0.00079231	0.00036638	0.00957614	0.00225833	0.00150882	0.03067033	0.00083154
4:Del:M:3	0.00055191	0.00000222	0.00170590	0.00008015	0.00000449	0.00495664	0.00051167	0.00133180	0.04752380	0.00185254
5:Del:M:1	0.00047703	0.00000000	0.00103957	0.33246489	0.00015948	0.06935512	0.00780378	0.00002350	0.00014684	0.00141858
5:Del:M:2	0.00000001	0.00000001	0.00099933	0.11257934	0.00109759	0.26977187	0.00421658	0.00000003	0.00000231	0.00122731
5:Del:M:3	0.00000000	0.00000001	0.00338437	0.02079846	0.00052727	0.24224768	0.00087887	0.00000699	0.00021593	0.00003794
5:Del:M:4	0.00036588	0.00000000	0.00054178	0.00006079	0.00101959	0.13736083	0.00000467	0.00000000	0.00322160	0.00001648
5:Del:M:5	0.00238007	0.00029082	0.00100165	0.00093450	0.00000000	0.11145055	0.00389633	0.00000000	0.00062982	0.00049960
