Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J
DEL,C,1,0,0.00222637,0,0.0029514,0.02861514,0.08291276,0.02295449,0.00402003,0.371979,0.01030019,0.00332917
DEL,C,1,1,0,1.58e-06,0.0047395,0.01819967,0.231371,0.00129054,0.00410193,0.09888534,0.00043688,9.854e-05
DEL,C,1,2,0,0,0.00575175,1.341e-05,0.20902591,0.00383087,0.00715984,0.00177571,0.00125661,0
DEL,C,1,3,0.00224259,0.00192547,0.00768598,0.00486239,0.07502481,3.598e-05,0.00550785,0.01112738,0.00157818,0.00044427
DEL,C,1,4,0.0034714,0.0006019,0.00218066,0.00102791,0.04386201,0.00170616,0.00062508,0.01444637,0.00228954,0.00111577
DEL,C,1,5+,0.01465065,0.00217458,0.00673875,0.00210839,0.02610089,0.00105807,0.0009441,0.00050282,0.00316969,0.00346141
DEL,T,1,0,0.00570688,0.00090618,0.13115846,0.03331445,0.02290147,0.00051859,0.06635635,0.11749856,0.00604168,0.01645562
DEL,T,1,1,0,1e-08,0.0097299,0.00642893,0.00344904,4.68e-06,0.40939313,0.00807636,0.00665606,1e-08
DEL,T,1,2,0.00622914,4.982e-05,0.15456229,0.00391376,0.00195386,0.0077764,0.0613584,0.08921731,0.00172126,0.00576306
DEL,T,1,3,0.01800867,0.00128615,0.11909695,0.00665866,0.00214623,0.01913014,0.07228571,0.11470831,0.00489625,0.01357733
DEL,T,1,4,0.04219319,0.00315153,0.09991715,0.01339376,0.00193601,0.01390104,0.02236917,0.10372393,0.00520036,0.00996128
DEL,T,1,5+,0.83302985,0.00043606,0.00922702,0.00753998,0.00094717,0.00020123,0.00205716,0.00823909,0.00055505,0.06008935
INS,C,1,0,1e-08,2e-08,4e-08,1.3e-07,1.1e-07,1e-08,6e-08,2.5e-07,7e-08,0.53148476
INS,C,1,1,0.00017401,6.08e-06,0.00843043,0.00204694,0.00586596,0.00141431,0.00255153,0,6.811e-05,0.01414081
INS,C,1,2,4.24e-06,1e-08,0.00623334,0.00164036,0.00449943,1.642e-05,0.00337241,3.82e-06,6.464e-05,0.00051957
INS,C,1,3,0.00038693,0.0007197,0.00130672,0.00013622,0.00891238,5.2e-07,0.00035859,5.068e-05,0.00071419,0.00079125
INS,C,1,4,0.00269298,0.00128077,0.00225977,0.00048648,0.00819321,0.00025906,0.00020692,0.00014875,0.00055195,0.00068519
INS,C,1,5+,0.00787471,0.0209787,0.01756663,0.00388705,0.00813059,1.878e-05,0.00076068,0.00016354,0.0057842,0.00268387
INS,T,1,0,0.00103829,0.00225111,0.0013926,0.00359821,0.01721133,0.00635673,0.02432043,0.01384535,0.00460451,0.03789262
INS,T,1,1,0,1e-08,0.0097028,0.00445542,0.06883381,0.00018143,0.01134751,0.00499714,0.00024893,0.00274089
INS,T,1,2,0.00045294,4.02e-06,0.03704745,0.00022468,0.05610351,0,0.01438772,0.00035446,7.643e-05,0.00133948
INS,T,1,3,0.00101352,0.00336858,0.02695498,0.0006704,0.03259696,3.74e-05,0.01594056,0.00033832,0.00094618,0.00023267
INS,T,1,4,0.00331452,0.01440527,0.02277093,0.00217318,0.00850772,0.00042436,0.01251554,0.00221815,0.00423784,0.00467011
INS,T,1,5+,0.00315952,0.91354896,0.03749608,0.0120072,0.0020316,0.00609413,0.00078433,0.00573465,0.01112232,0.16758291
DEL,repeats,2,0,2.657e-05,0.00011504,0.01839877,0.0073414,0.00896708,0.00021438,0.02785782,0.01228881,0.08725681,0.00104108
DEL,repeats,2,1,0.00282183,9.422e-05,0.01552829,0.00745454,0.01187701,0.00041078,0.01091211,0.0003917,0.20429702,0.0068128
DEL,repeats,2,2,0.00163308,0.00042138,0.0019441,0.00030609,0.01341259,0.00157779,0.00264342,0.00012061,0.04569836,0.00236423
DEL,repeats,2,3,0.00096013,0.00014319,3.109e-05,8.28e-05,0.00609446,0.00039214,0.00012358,7.397e-05,0.00958911,0.00021546
DEL,repeats,2,4,0.00090535,1.151e-05,0.00054531,0.00022997,0.00322531,0.00012097,0.00018651,0.00021173,0.00330249,0.00038684
DEL,repeats,2,5+,0,1e-08,0.02202039,7.67e-05,0.0009719,7.6e-06,0.01555475,0,0.00102004,0
DEL,repeats,3,0,0,4.85e-06,0.01119192,0.01413838,0.002312,0.00084752,0.0173293,0.00088081,0.00475437,0.00144545
DEL,repeats,3,1,0.00417262,0.00384736,0.00750406,0.00173869,9e-06,0.00408772,0.00142661,0.0013354,0.09576884,0.00482174
DEL,repeats,3,2,0.00198908,0.00059154,0.00125212,0.00059556,3.25e-06,0.00052011,0.00074451,0.00034991,0.01440769,0.00155162
DEL,repeats,3,3,0.00047461,0.00027103,0.0010318,0.0003861,4.087e-05,0.00011391,0.00024167,0.00024452,0.00356809,0.00037451
DEL,repeats,3,4,0,1e-08,0.00620192,5.33e-06,5.385e-05,1e-08,0.00353791,0,0.00036619,4.86e-06
DEL,repeats,3,5+,0,1e-08,0.00925358,5.88e-06,0.00033494,4.474e-05,0.00520436,0,0.00021876,2.762e-05
DEL,repeats,4,0,0,3.52e-05,0.00605536,0.00747567,0.00090334,0.00233271,0.01297899,0.00030919,0.00649687,0.00037838
DEL,repeats,4,1,0.0018217,0.000399,0.00177554,0.00093064,0.00098948,0.00246405,0.00070682,0.00242374,0.05568018,0.0005854
DEL,repeats,4,2,0.00048207,0,1.13e-05,1.529e-05,0,0.00056689,9.692e-05,4.213e-05,0.01003008,0.00058552
DEL,repeats,4,3,0,0,0.00356764,1.071e-05,0.00010959,0.00010577,0.00264331,6.6e-07,0.00355371,3.868e-05
DEL,repeats,4,4,0,6e-08,0.00500984,0.0001059,0.0002037,8.9e-06,0.00299086,0,0.00015621,0
DEL,repeats,4,5+,0.0001378,3.757e-05,0.00174609,4.873e-05,8.177e-05,9.495e-05,0.00091785,4.9e-07,0.00065382,5.943e-05
DEL,repeats,5+,0,0,0,0.00542761,0.29101263,0.00143908,0.0169466,0.02443614,0.00010305,0.00232111,0.00069538
DEL,repeats,5+,1,0.00320307,1.8e-06,7.43e-05,0.00016183,0,0.00740081,0.00078381,0.00014473,0.01149191,0.0004031
DEL,repeats,5+,2,0.00040683,0.00010198,0.00032443,0.00032685,3.181e-05,0.00041823,0.00029723,3.907e-05,0.00290438,2.406e-05
DEL,repeats,5+,3,0.00011385,4.26e-06,0.00031914,2.669e-05,3.469e-05,0.000176,8.172e-05,0.00010648,0.00096636,9.305e-05
DEL,repeats,5+,4,5.698e-05,1.47e-06,0.0001229,1.787e-05,3.718e-05,8.271e-05,3.615e-05,6.21e-05,0.00016759,2.339e-05
DEL,repeats,5+,5+,2.037e-05,2.176e-05,0.00062542,4.52e-06,1.237e-05,0,0.00063266,4.128e-05,0.0001429,4.55e-06
INS,repeats,2,0,0.00019411,0.00057973,0.00529345,0.00182235,0.00224524,0.00197485,0.01017261,0.00079539,0.00091678,0.02591716
INS,repeats,2,1,0.00019806,7.02e-06,0.02233395,0.00125445,0.00311898,8.886e-05,0.01099157,0.00101954,0.00025381,9e-08
INS,repeats,2,2,0.00093484,0.00019624,0.00930263,0.00033697,0.0013494,0.000398,0.00384263,0.00031884,8.638e-05,0.00107351
INS,repeats,2,3,0.00044361,0.0004083,0.00176005,0.00046495,0.00090515,0.00032998,0.00103613,0.000386,0.00035965,0.00105521
INS,repeats,2,4,0.00208175,0.00242226,0.0021865,0.00047809,0.00022462,5.939e-05,0.00014712,0.00012119,0.00076011,0.00345785
INS,repeats,2,5+,0.01513698,0.01488857,0.02087279,0.0052047,8e-06,1.799e-05,0.00176489,0.00024772,0.00690033,0.00036112
INS,repeats,3,0,0,4.636e-05,0.00422176,0.00032368,0.00032209,0.00098705,0.00254804,0.00046454,0.00016504,0.00796514
INS,repeats,3,1,0.00098743,0.0003603,0.00721933,0.00065557,0.00036076,4.361e-05,0.0055113,0.00060221,0.00060124,0.00296222
INS,repeats,3,2,0.00016426,3.629e-05,0.00171877,5.175e-05,0.00014827,0.00080108,0.00077384,6.31e-06,0.00109436,0.00035785
INS,repeats,3,3,9.87e-06,0.00014914,6.28e-05,3.471e-05,4.59e-06,0.00030856,7.268e-05,2.56e-05,2.193e-05,0.00033036
INS,repeats,3,4,0.00010289,0.00010715,0.00017204,9.06e-05,1.564e-05,0.000153,1.239e-05,4.331e-05,0.00019892,0.00095853
INS,repeats,3,5+,0.00205369,0.0010532,0.00169859,0.00037033,9.87e-06,2.01e-06,0.00014231,1.252e-05,0.00037609,0.00193757
INS,repeats,4,0,7.33e-06,1e-08,0.00174705,0.0006787,0.00014451,0.0016667,0.00310359,2.6e-06,0.00039608,0.00526008
INS,repeats,4,1,0.00111457,0.00066189,0.00450037,0.0010127,3.052e-05,0.00065761,0.00494466,0.00100075,0.00203333,0.00190136
INS,repeats,4,2,0,3.281e-05,0.00030161,0.00014,0.00016193,0.00041643,0.00026755,1.632e-05,5.899e-05,8.044e-05
