MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00222637	0.00000000	0.00295140	0.02861514	0.08291276	0.02295449	0.00402003	0.37197900	0.01030019	0.00332917
1:Del:C:1	0.00000000	0.00000158	0.00473950	0.01819967	0.23137100	0.00129054	0.00410193	0.09888534	0.00043688	0.00009854
1:Del:C:2	0.00000000	0.00000000	0.00575175	0.00001341	0.20902591	0.00383087	0.00715984	0.00177571	0.00125661	0.00000000
1:Del:C:3	0.00224259	0.00192547	0.00768598	0.00486239	0.07502481	0.00003598	0.00550785	0.01112738	0.00157818	0.00044427
1:Del:C:4	0.00347140	0.00060190	0.00218066	0.00102791	0.04386201	0.00170616	0.00062508	0.01444637	0.00228954	0.00111577
1:Del:C:5	0.01465065	0.00217458	0.00673875	0.00210839	0.02610089	0.00105807	0.00094410	0.00050282	0.00316969	0.00346141
1:Del:T:0	0.00570688	0.00090618	0.13115846	0.03331445	0.02290147	0.00051859	0.06635635	0.11749856	0.00604168	0.01645562
1:Del:T:1	0.00000000	0.00000001	0.00972990	0.00642893	0.00344904	0.00000468	0.40939313	0.00807636	0.00665606	0.00000001
1:Del:T:2	0.00622914	0.00004982	0.15456229	0.00391376	0.00195386	0.00777640	0.06135840	0.08921731	0.00172126	0.00576306
1:Del:T:3	0.01800867	0.00128615	0.11909695	0.00665866	0.00214623	0.01913014	0.07228571	0.11470831	0.00489625	0.01357733
1:Del:T:4	0.04219319	0.00315153	0.09991715	0.01339376	0.00193601	0.01390104	0.02236917	0.10372393	0.00520036	0.00996128
1:Del:T:5	0.83302985	0.00043606	0.00922702	0.00753998	0.00094717	0.00020123	0.00205716	0.00823909	0.00055505	0.06008935
1:Ins:C:0	0.00000001	0.00000002	0.00000004	0.00000013	0.00000011	0.00000001	0.00000006	0.00000025	0.00000007	0.53148476
1:Ins:C:1	0.00017401	0.00000608	0.00843043	0.00204694	0.00586596	0.00141431	0.00255153	0.00000000	0.00006811	0.01414081
1:Ins:C:2	0.00000424	0.00000001	0.00623334	0.00164036	0.00449943	0.00001642	0.00337241	0.00000382	0.00006464	0.00051957
1:Ins:C:3	0.00038693	0.00071970	0.00130672	0.00013622	0.00891238	0.00000052	0.00035859	0.00005068	0.00071419	0.00079125
1:Ins:C:4	0.00269298	0.00128077	0.00225977	0.00048648	0.00819321	0.00025906	0.00020692	0.00014875	0.00055195	0.00068519
1:Ins:C:5	0.00787471	0.02097870	0.01756663	0.00388705	0.00813059	0.00001878	0.00076068	0.00016354	0.00578420	0.00268387
1:Ins:T:0	0.00103829	0.00225111	0.00139260	0.00359821	0.01721133	0.00635673	0.02432043	0.01384535	0.00460451	0.03789262
1:Ins:T:1	0.00000000	0.00000001	0.00970280	0.00445542	0.06883381	0.00018143	0.01134751	0.00499714	0.00024893	0.00274089
1:Ins:T:2	0.00045294	0.00000402	0.03704745	0.00022468	0.05610351	0.00000000	0.01438772	0.00035446	0.00007643	0.00133948
1:Ins:T:3	0.00101352	0.00336858	0.02695498	0.00067040	0.03259696	0.00003740	0.01594056	0.00033832	0.00094618	0.00023267
1:Ins:T:4	0.00331452	0.01440527	0.02277093	0.00217318	0.00850772	0.00042436	0.01251554	0.00221815	0.00423784	0.00467011
1:Ins:T:5	0.00315952	0.91354896	0.03749608	0.01200720	0.00203160	0.00609413	0.00078433	0.00573465	0.01112232	0.16758291
2:Del:R:0	0.00002657	0.00011504	0.01839877	0.00734140	0.00896708	0.00021438	0.02785782	0.01228881	0.08725681	0.00104108
2:Del:R:1	0.00282183	0.00009422	0.01552829	0.00745454	0.01187701	0.00041078	0.01091211	0.00039170	0.20429702	0.00681280
2:Del:R:2	0.00163308	0.00042138	0.00194410	0.00030609	0.01341259	0.00157779	0.00264342	0.00012061	0.04569836	0.00236423
2:Del:R:3	0.00096013	0.00014319	0.00003109	0.00008280	0.00609446	0.00039214	0.00012358	0.00007397	0.00958911	0.00021546
2:Del:R:4	0.00090535	0.00001151	0.00054531	0.00022997	0.00322531	0.00012097	0.00018651	0.00021173	0.00330249	0.00038684
2:Del:R:5	0.00000000	0.00000001	0.02202039	0.00007670	0.00097190	0.00000760	0.01555475	0.00000000	0.00102004	0.00000000
3:Del:R:0	0.00000000	0.00000485	0.01119192	0.01413838	0.00231200	0.00084752	0.01732930	0.00088081	0.00475437	0.00144545
3:Del:R:1	0.00417262	0.00384736	0.00750406	0.00173869	0.00000900	0.00408772	0.00142661	0.00133540	0.09576884	0.00482174
