"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.916659505491791
"SBS96B","SBS2",0.999023141827885
"SBS96C","SBS7b",0.993581739098104
"SBS96D","SBS4",0.98507955255544
"SBS96F","SBS3",0.926265395170803
"SBS96G","SBS40",0.92422366938117
"SBS96H","SBS44",0.99916595498262
"SBS96I","SBS1",0.999809889892676
"SBS96J","SBS17b",0.999302979409523
"SBS96K","SBS12",0.993030705682366
"SBS96L","SBS18",0.989545206250715
"SBS96M","SBS7c",0.999168938119502
"SBS96N","SBS17a",0.999827029847134
"SBS96P","SBS7d",0.99404499655027
"SBS96Q","SBS13",0.999911519040511
"SBS96R","SBS22",0.992143405546448
"SBS96S","SBS41",0.938652427366333
"SBS96T","SBS28",0.987419276451949
