"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.9078845552152
"SBS96B","SBS2",0.999725951252607
"SBS96C","SBS7b",0.996628678354227
"SBS96D","SBS4",0.991054985737541
"SBS96E","SBS5",0.917103727968257
"SBS96F","SBS40",0.938774639252776
"SBS96G","SBS3",0.940588477575089
"SBS96H","SBS44",0.998524508040792
"SBS96I","SBS1",0.999850175017093
"SBS96J","SBS17b",0.99918070639781
"SBS96K","SBS12",0.962883129217587
"SBS96L","SBS18",0.989119342997997
"SBS96M","SBS7c",0.99808157606722
"SBS96N","SBS17a",0.999753250302012
"SBS96O","SBS7d",0.994281231037131
"SBS96P","SBS13",0.999914026613559
"SBS96Q","SBS22",0.97827653384472
"SBS96R","SBS28",0.970476666453016
