Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J
DEL,C,1,0,0.00221704,0,0.00258123,0.02812298,0.08613771,0.00279924,0.02324527,0.37040007,0.01169116,0.00306266
DEL,C,1,1,0,1.513e-05,0.00354593,0.01818271,0.23107376,0.00468086,0.00162278,0.09590269,0.00071166,0.00010725
DEL,C,1,2,0,0,0.00387463,4.434e-05,0.2111497,0.00780347,0.00371894,0,0.00149971,0
DEL,C,1,3,0.00205375,0.00176424,0.0085032,0.00494609,0.07506912,0.00634149,5.781e-05,0.01056582,0.00110157,0.00061341
DEL,C,1,4,0.00317916,0.00046307,0.00444171,0.00105444,0.04381949,0.0012136,0.00164057,0.01420643,0.00217936,0.00136878
DEL,C,1,5+,0.0139984,0.00178622,0.01448247,0.00207031,0.02611317,0.00258486,0.00094699,0.00054194,0.00278426,0.00348881
DEL,T,1,0,0.00497227,0.00077855,0.11388016,0.03486236,0.02414148,0.0751353,0.00083277,0.11701975,0.00485398,0.0165366
DEL,T,1,1,0,1e-08,0.00419485,0.01899652,0.00351081,0.34366337,4.02e-06,0.00910205,0.01113634,2.71e-06
DEL,T,1,2,0.00584059,4.724e-05,0.1319596,0.00565829,0.00307092,0.07347835,0.00774427,0.08899172,0.00141809,0.00556679
DEL,T,1,3,0.01649327,0.00106193,0.1109097,0.00907806,0.00304675,0.07879052,0.01889721,0.11455413,0.00476416,0.01325889
DEL,T,1,4,0.03716917,0.00210106,0.11963976,0.01305926,0.00247082,0.03824751,0.01336155,0.10450053,0.00443624,0.01059493
DEL,T,1,5+,0.84894191,0.00050506,0.01079192,0.00036531,0.00081185,0.00422884,0.00014814,0.00901735,0.00045244,0.05988377
INS,C,1,0,1e-08,1e-08,3e-08,1.1e-07,1.3e-07,4e-08,2e-08,2.5e-07,1e-07,0.53265996
INS,C,1,1,0.00018817,1.036e-05,0.00754154,0.00204012,0.00521782,0.00317343,0.00142422,0,4.783e-05,0.01432807
INS,C,1,2,3.67e-06,4e-08,0.00600537,0.0016158,0.00371061,0.00357629,3.711e-05,1.497e-05,4.015e-05,0.00044079
INS,C,1,3,0.00033846,0.00071098,0.00174406,0.00019005,0.00868884,0.0004978,9.7e-07,2.509e-05,0.00073521,0.00075243
INS,C,1,4,0.0024517,0.00112266,0.00461828,0.00075761,0.00814749,0.00068321,0.00021939,0.00019757,0.00042874,0.00073944
INS,C,1,5+,0.00673552,0.01923705,0.03408157,0.00634543,0.00808348,0.00260865,1.02e-05,0.00157153,0.00433499,0.00257626
INS,T,1,0,0.00091214,0.002164,0.00225075,0.0043332,0.01692418,0.02042148,0.00622353,0.01435911,0.00482058,0.03857982
INS,T,1,1,0,1e-08,0.00818271,0.00443917,0.06642069,0.01294471,0.00024321,0.00431416,0.00022608,0.00294933
INS,T,1,2,0.00038131,3.4e-06,0.03154077,0.00045254,0.05556601,0.01787281,0,3.482e-05,4.379e-05,0.00135663
INS,T,1,3,0.00084516,0.00330924,0.02464825,0.0013406,0.03137615,0.01764588,3.142e-05,0.00029293,0.00085054,0.00032465
INS,T,1,4,0.00281568,0.01388118,0.02708246,0.00396846,0.00821429,0.01346884,0.00045699,0.002604,0.00244595,0.004967
INS,T,1,5+,0.00237101,0.92142718,0.0428726,0.01692574,0.00225117,0.00111906,0.00648092,0.00608414,0.01078783,0.16553542
DEL,repeats,2,0,3.882e-05,0.00014589,0.01559075,0.0076126,0.00886724,0.02631504,0.00022893,0.01237597,0.08950517,0.00107895
DEL,repeats,2,1,0.00274097,0.00011338,0.0151218,0.00744661,0.01185813,0.01130543,0.00046648,0.00065905,0.19727507,0.00697814
DEL,repeats,2,2,0.00157339,0.0003997,0.00247635,0.00042963,0.01324295,0.00272574,0.00151873,2.956e-05,0.04552811,0.00236781
DEL,repeats,2,3,0.00093992,0.00013335,0.00021882,3.701e-05,0.00615062,0.00010654,0.00037706,1.912e-05,0.00975795,0.00020065
DEL,repeats,2,4,0.00087237,4.15e-06,0.00089403,0.00021878,0.00329029,0.00026304,0.0001253,0.00015474,0.00328875,0.00033078
DEL,repeats,2,5+,0,0,0.01635277,0.00022606,0.00083216,0.01952592,2.85e-06,5.492e-05,0.00106966,0
DEL,repeats,3,0,5.5e-07,1.708e-05,0.01070599,0.013783,0.00183373,0.01612839,0.00106236,0.0009412,0.00466329,0.0014483
DEL,repeats,3,1,0.00361139,0.00339275,0.01253077,0.00218526,3.66e-06,0.00202554,0.00388567,0.00163316,0.10126918,0.00492916
