MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00221704	0.00000000	0.00258123	0.02812298	0.08613771	0.00279924	0.02324527	0.37040007	0.01169116	0.00306266
1:Del:C:1	0.00000000	0.00001513	0.00354593	0.01818271	0.23107376	0.00468086	0.00162278	0.09590269	0.00071166	0.00010725
1:Del:C:2	0.00000000	0.00000000	0.00387463	0.00004434	0.21114970	0.00780347	0.00371894	0.00000000	0.00149971	0.00000000
1:Del:C:3	0.00205375	0.00176424	0.00850320	0.00494609	0.07506912	0.00634149	0.00005781	0.01056582	0.00110157	0.00061341
1:Del:C:4	0.00317916	0.00046307	0.00444171	0.00105444	0.04381949	0.00121360	0.00164057	0.01420643	0.00217936	0.00136878
1:Del:C:5	0.01399840	0.00178622	0.01448247	0.00207031	0.02611317	0.00258486	0.00094699	0.00054194	0.00278426	0.00348881
1:Del:T:0	0.00497227	0.00077855	0.11388016	0.03486236	0.02414148	0.07513530	0.00083277	0.11701975	0.00485398	0.01653660
1:Del:T:1	0.00000000	0.00000001	0.00419485	0.01899652	0.00351081	0.34366337	0.00000402	0.00910205	0.01113634	0.00000271
1:Del:T:2	0.00584059	0.00004724	0.13195960	0.00565829	0.00307092	0.07347835	0.00774427	0.08899172	0.00141809	0.00556679
1:Del:T:3	0.01649327	0.00106193	0.11090970	0.00907806	0.00304675	0.07879052	0.01889721	0.11455413	0.00476416	0.01325889
1:Del:T:4	0.03716917	0.00210106	0.11963976	0.01305926	0.00247082	0.03824751	0.01336155	0.10450053	0.00443624	0.01059493
1:Del:T:5	0.84894191	0.00050506	0.01079192	0.00036531	0.00081185	0.00422884	0.00014814	0.00901735	0.00045244	0.05988377
1:Ins:C:0	0.00000001	0.00000001	0.00000003	0.00000011	0.00000013	0.00000004	0.00000002	0.00000025	0.00000010	0.53265996
1:Ins:C:1	0.00018817	0.00001036	0.00754154	0.00204012	0.00521782	0.00317343	0.00142422	0.00000000	0.00004783	0.01432807
1:Ins:C:2	0.00000367	0.00000004	0.00600537	0.00161580	0.00371061	0.00357629	0.00003711	0.00001497	0.00004015	0.00044079
1:Ins:C:3	0.00033846	0.00071098	0.00174406	0.00019005	0.00868884	0.00049780	0.00000097	0.00002509	0.00073521	0.00075243
1:Ins:C:4	0.00245170	0.00112266	0.00461828	0.00075761	0.00814749	0.00068321	0.00021939	0.00019757	0.00042874	0.00073944
1:Ins:C:5	0.00673552	0.01923705	0.03408157	0.00634543	0.00808348	0.00260865	0.00001020	0.00157153	0.00433499	0.00257626
1:Ins:T:0	0.00091214	0.00216400	0.00225075	0.00433320	0.01692418	0.02042148	0.00622353	0.01435911	0.00482058	0.03857982
1:Ins:T:1	0.00000000	0.00000001	0.00818271	0.00443917	0.06642069	0.01294471	0.00024321	0.00431416	0.00022608	0.00294933
