Type,Subtype,Indel_size,Repeat_MH_size,hdp.0,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13,hdp.14
DEL,C,1,0,0.0275277615966495,0.00239370137961217,0.000551176346105648,0.0205805713647958,0.0347498925365212,0.0302684829069362,0.139880788604413,0.0190861597422572,0.334260945208215,0.0112571348270737,0.0479929812469411,0.00896546551859328,0.00385071628607771,0.00904535177902824,0.00215543775041605
DEL,C,1,1,0.0445531853824796,4.85682505905982e-05,0.000458637540911953,0.0276414416949851,0.0196223128948805,0.00623570492091322,0.147432255690786,0.0298147784203132,0.0974552608664239,0.00289034995518526,0.0138934578312415,0.00252639602290612,0.00350698759940787,0.00906312470860579,0.00163913712784606
DEL,C,1,2,0.0185623557500613,5.03079963855784e-07,1.63040292984696e-06,0.0262925331842873,0.00269981517738277,0.00817780381845637,0.215139345390995,0.025695334185428,0.00236001123132549,0.000449037668216282,0.00720311391501144,0.00334821148713384,3.35656178846929e-05,0.00270041055771227,6.7661534407928e-06
DEL,C,1,3,0.0128139311631468,0.00153382991950548,0.00167346361255093,0.0128802416387372,0.00565013091241685,0.00088049487852809,0.0719099228698686,0.0151007779572016,0.0112791113256017,0.00114432153757593,0.00411477141338341,0.00247566615900442,0.00856774019128348,0.00231350397567093,0.07336765873458
DEL,C,1,4,0.0158042490113529,0.00205522305390027,0.00073166012791291,0.00265367638061355,0.00112360597503469,0.00264226100336701,0.0434479870553515,0.00356995216346922,0.0131810965655376,0.00233337400100408,0.00402522646658324,0.00285032206700789,0.00912137987575227,0.00330772946977524,0.008482881953762
DEL,C,1,5+,0.0376545181636502,0.00910630624984249,0.00256403831079249,0.0020247728141449,0.000617519274840528,0.00191783926534852,0.0253693823030372,0.00305054867635478,0.000832175709846209,0.00462708975238262,0.00125661078123834,0.00283747528704472,0.0199902713504995,0.000781537172137717,0.027047661342814
DEL,T,1,0,0.0289439071299834,0.00440925154591786,0.00118225888426868,0.079557643622442,0.0294491667996119,0.00315061223152549,0.0282943547471328,0.194816927075835,0.10510184858437,0.0197090966424573,0.0410608956744552,0.0101776651800071,0.00773249132269095,0.0160514054503193,0.0314025074613394
DEL,T,1,1,0.00742957673001193,1.88483073339493e-07,1.691436515377e-06,0.104082290742127,0.011010669896696,0.000913490559218628,0.00773240986924434,0.0722633221467789,0.0388450739019446,0.00066626088475123,0.518122314199943,0.002916357264145,1.73942177075453e-05,0.0101717164127315,5.78501989602531e-06
DEL,T,1,2,0.0208140296081252,0.00486396294996162,0.000665114618202944,0.132345645551382,0.00903051649522512,0.00967717544729552,0.0108050694218811,0.0885879554996751,0.084696900557013,0.00741324535812233,0.0187107372723127,0.00788896060822406,0.00763148827397387,0.0188609413962337,0.0341830916344322
DEL,T,1,3,0.0552535540499459,0.0123130284882643,0.00270022703779944,0.095411360058935,0.0101112137678758,0.0212830360104011,0.0154807973679222,0.077317832495741,0.106325713135637,0.0146547599459448,0.0581784519337618,0.00743325586325157,0.0114469095598412,0.00548557508416665,0.00887498227255112
