Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (False Positive) (ID5 0.774),ID83D (ID8 0.991),ID83E (ID3 0.98),ID83F (ID13 0.964),ID83G (ID6 0.998),ID83H (ID9 0.994),ID83I (ID4 0.99),ID83J (ID14 0.988)
DEL,C,1,0,0.00208651,0,0.00249578,0.0309319,0.08828954,0.002082,0.02327933,0.37318169,0.01202673,0.00281116
DEL,C,1,1,2.2e-07,1.48e-05,0.0028532,0.01961025,0.23064069,0.00559764,0.00147998,0.0937867,0.00059129,7.165e-05
DEL,C,1,2,0,0,0.00298347,2.505e-05,0.20945194,0.00871862,0.00378619,0,0.00132581,0
DEL,C,1,3,0.0020914,0.0017366,0.0085271,0.00514706,0.07475258,0.00606049,5.036e-05,0.01010869,0.00078048,0.00062734
DEL,C,1,4,0.00327698,0.00046999,0.00515591,0.00074428,0.04352634,0.00026437,0.00169113,0.01423531,0.00213409,0.00131933
DEL,C,1,5+,0.01416372,0.00178969,0.01739602,0.00138712,0.0258731,0.00017195,0.00098236,0.00022347,0.0026031,0.00357091
DEL,T,1,0,0.00517336,0.00080807,0.10632909,0.03386697,0.02491616,0.07738537,0.00048614,0.11918375,0.00479487,0.01611308
DEL,T,1,1,0,1e-08,0.0029062,0.0082591,0.00357317,0.35939231,8.65e-06,0.00560235,0.01065341,3e-06
DEL,T,1,2,0.00611393,5.485e-05,0.11941963,0.00445472,0.00382394,0.07680619,0.00769448,0.09154996,0.00172531,0.0056555
DEL,T,1,3,0.01741425,0.00134367,0.10342526,0.00440734,0.00385817,0.0779041,0.01904651,0.11708863,0.00512724,0.01276212
DEL,T,1,4,0.03894978,0.00258638,0.1246503,0.00432793,0.00326404,0.02473697,0.01380817,0.10726883,0.00512945,0.00998718
DEL,T,1,5+,0.8440162,0.00025249,0.0150621,0.00194541,0.00085794,0.00236826,0.00022483,0.01040453,0.00071227,0.06395559
