Type,Subtype,Indel_size,Repeat_MH_size,signeR.1 (ID1 1),signeR.2 (False Positive) (ID2 1),signeR.3 (ID5 0.958),signeR.4 (False Positive) (ID2 1),signeR.5 (ID2 1),signeR.6 (False Positive) (ID1 0.999),signeR.7 (False Positive) (ID2 0.994),signeR.8 (False Positive) (ID6 0.86),signeR.9 (False Positive) (ID2 0.999),signeR.10 (False Positive) (ID2 0.971),signeR.11 (ID3 0.989),signeR.12 (ID9 0.997),signeR.13 (ID14 0.986),signeR.14 (ID4 0.986)
DEL,T,1,5+,6.44092643800462e-06,0.886259911271096,2.1338942708885e-05,0.868559444912233,0.827037700789463,2.16637421739603e-05,0.709655094897719,7.1516304669151e-06,0.735111160019576,0.556680220468607,5.9741742350671e-05,3.60690589750505e-05,0.0745741120337675,0.000265484526596396
INS,C,1,0,1.72139598006902e-06,2.25707437233461e-06,0.000566568864679067,3.58863564680913e-06,3.69651335636255e-06,3.25531334080895e-06,4.53323927562001e-06,0.00187220949043294,5.46821540944668e-06,7.26050557650548e-06,0.00182702837031811,1.96136237021998e-05,0.499591401526376,0.000532471494309965
INS,C,1,1,6.19114378652589e-06,5.62046055774031e-05,0.00623009406882885,0.000129383737612099,0.000247622307757042,1.65066260682584e-05,0.000330908756713754,0.00150757455746564,0.000184233491388272,0.000789472747142038,0.00550871011487492,1.42976558369699e-05,0.0143843514555506,6.0305244080296e-05
INS,C,1,2,8.48115669141076e-06,1.55703445595367e-05,0.00576361255492249,9.24262648427138e-06,3.31951956904432e-05,5.95818207835277e-06,2.49580151625012e-05,0.000293483022264204,3.16988475030935e-05,4.40058358755166e-05,0.00347411626845935,3.21846199196908e-05,0.000558377232700894,8.34522449584458e-05
INS,C,1,3,0.000679637012902183,0.000282003165340347,0.00105070334836033,0.000122019890553428,0.000267903911045895,0.00143815376536946,0.00064963191362592,6.05730394578785e-06,0.000534500747049776,0.00114410924283499,0.00802029240165411,1.90056699445193e-05,0.000928905172411425,0.000547897365783284
INS,C,1,4,0.00144219552588288,0.00168045626178517,1.46226911950796e-05,0.00144449961468998,0.00235945331577256,0.00272626518905298,0.00506283877063462,6.37979031017108e-05,0.00402682160004811,0.00594893427023571,0.00817964602902591,5.50876659251939e-05,0.000996980808616191,6.1275421537658e-05
INS,C,1,5+,0.0147302612943675,0.00296635580065503,4.65840350857223e-06,0.00795029028312468,0.00543067062211827,0.042667226220291,0.00700539945880079,7.35146448825783e-06,0.0123730532591977,0.0257900235904493,0.0085305805678616,2.25530434021311e-05,0.00349325830153676,0.000549056703738931
INS,T,1,0,0.00180420974864293,0.000639533904064375,0.00990807888894578,0.000669127246632984,0.00141033908720005,0.00355345290444275,0.0014310047988739,0.00565346746898923,0.00135288912989547,0.00232784299970576,0.0161959876256351,0.0136765062889042,0.0371394438892334,0.00652834298085372
INS,T,1,1,2.65489358042041e-06,5.19865323551245e-06,0.0182408745735312,8.08980375424939e-06,4.67712495415069e-06,4.94934218999888e-06,5.5532393449906e-06,0.000934694625690934,8.75851373046696e-06,1.47227186379225e-05,0.057326710933879,0.00743470170627245,0.00286130383755936,0.000155280713433436
INS,T,1,2,7.28554625865109e-06,0.000119976305437416,0.0283583994099416,0.000534679325668953,0.000558729109981207,0.000617805157198431,0.0005642407970057,7.31171865854357e-06,0.00112028110242959,0.0013982597340365,0.0517746923383981,2.64322741760341e-05,0.00152595180082342,5.78706726169506e-05
INS,T,1,3,0.00301771046827383,0.000745649759007751,0.020937489531994,0.00196552776729794,0.000139051243558746,0.00567217416709177,0.000473006954784145,8.04050892564728e-06,0.00319248696797815,0.00209257726609481,0.0293628429836284,2.86213068886049e-05,0.000391851739417629,0.000182774961039475
INS,T,1,4,0.00965686971541702,0.00350847692204681,0.0126331131783606,0.00187858781590686,0.0018551594432413,0.0256356227535011,4.51635791231343e-05,9.92670818792255e-05,0.0104823298246451,0.0109160595852166,0.00808113913380715,0.00226716861838597,0.00813058852165275,0.000568292213391341
INS,T,1,5+,0.93190275072455,0.000103833914041045,6.13347062557392e-06,0.000135837363539288,0.00382179690722403,0.817716260212312,0.0741795722687936,1.07724060231681e-05,0.000517772207042646,0.00012293908963798,5.46056685697498e-05,5.73963605377745e-05,0.166183908184874,0.0011521314496721
DEL,repeats,2,0,0.000597674079251983,4.9329796422922e-05,0.0260506599911448,0.000117315785639173,4.23214504486542e-05,0.000775142269028049,0.000140995301387156,0.00242971212670965,0.000350418534883114,0.000139842066858413,0.00865788323367303,0.014740888946533,0.0004694889364439,0.091221978259149
DEL,repeats,2,1,8.44822343826136e-05,0.00289648987063601,0.0213276390182303,0.0016933750518323,0.00267751056924104,0.00139082499478461,0.00501270804362783,0.00340115061063422,0.00442601632875541,0.00963726711724854,0.0121286138275101,0.00251450206469466,0.00644966061928028,0.191779053073759
DEL,repeats,2,2,0.000688180981649629,0.00134362355850431,0.0035924233321817,0.00109204518024323,0.00261045623631489,0.00176811744428534,0.00140634950696811,0.00109187778929201,0.00222971406847661,0.00263084051208086,0.0125480825664266,2.89597935550295e-05,0.00186363388486141,0.0463169452908304
DEL,repeats,2,3,0.000182993289895678,0.000437102331625691,7.80828184681532e-06,0.00082853931928687,0.000635646273786757,0.000571214241714464,0.00107366431587377,0.000246535236491945,0.00102293451336055,0.00140502800921226,0.00678901852505842,3.0875837894385e-05,0.000171852892982348,0.0122989130339324
DEL,repeats,2,4,8.81103193257854e-05,0.000557665792687396,0.000531239657236091,0.000477105430888366,0.000456522906370103,0.000491569703152836,0.00102417844927813,0.000113522920404729,0.00119251180657741,0.0016807629023927,0.0031234509376061,6.13344104876365e-05,0.000264332396143544,0.00334870976908242
DEL,repeats,2,5+,1.91651837877033e-06,2.58416639045623e-06,0.0197542042930146,3.84433025565764e-06,3.56387279885819e-06,3.12487641500022e-06,4.06526107488756e-06,5.84763280394159e-06,5.89670074604546e-06,7.53558379335456e-06,3.12235213421451e-05,1.49454491758232e-05,4.39202298782453e-05,0.00100491844881266
DEL,repeats,3,0,7.82631314347555e-05,1.42609531944148e-05,0.0172070546122384,6.24479034511602e-06,2.37958626539312e-05,6.7756369623745e-06,2.70334089296702e-05,0.00496521555329781,1.97595962034804e-05,4.62350056269707e-05,0.00151202330115262,0.00247033420648741,0.00153841226902548,0.00523141215590474
DEL,repeats,3,1,0.00338329284885555,0.00147978891968081,0.00412783188073576,0.00738092023329065,0.00333638401167285,0.00990982396408403,0.00849212579248505,0.00293517060745242,0.00533776070100866,0.00435523156017949,2.85359618961266e-05,0.00252571300770915,0.00505764201471426,0.103041341349019
DEL,repeats,3,2,0.000810527558679227,0.000854677818387664,0.000742642135395782,0.00254796872232014,0.00268540126560687,0.000173695132761382,0.00189236728104268,0.000315839333334617,0.00346808164376818,0.00531958375081284,1.47517862322521e-05,0.000728198200742534,0.00134613479162149,0.0142754779485404
DEL,repeats,3,3,0.000266595414700962,0.000212264334589452,0.000436583244504883,0.00026887081793932,0.000371153951441792,0.000821479081231361,0.000781213443800429,0.000160922274251666,0.000745104541308091,0.00123792056458808,3.41967934115127e-05,9.95853177877118e-05,0.000491768245125616,0.00375517290843495
DEL,repeats,3,4,1.80154724022794e-06,2.32120379525172e-06,0.00496057997414844,3.50243975625632e-06,3.2472843107724e-06,3.36234337996106e-06,4.43939304309599e-06,4.02837194873373e-06,6.49041396536557e-06,8.05385248020951e-06,1.47786521938951e-05,1.25286694988863e-05,4.42115502999556e-05,0.000407031337585682
DEL,repeats,3,5+,1.84714251307618e-06,2.33147119728742e-06,0.00755619205818922,3.5868670643632e-06,3.33005346035415e-06,3.24491669444664e-06,5.10737961181046e-06,9.71625682382106e-06,6.37667508174942e-06,9.89405823234598e-06,3.70064883515171e-05,1.56687072797093e-05,6.95863957922162e-05,0.000259627647810712
DEL,repeats,4,0,3.71804776079538e-05,1.15446982073329e-05,0.0109129021493686,4.72526164708594e-05,2.12454248762404e-05,4.69703731224658e-05,2.25924243604119e-05,0.00397560816533445,2.80255322894088e-05,2.91778807081448e-05,4.45069032077437e-05,0.000481518711193433,0.000272038037741772,0.0059769416352169
DEL,repeats,4,1,0.000551598810789224,0.0012011876485618,0.0018856217398953,0.00202943989583398,0.00101653504666571,0.00174564718885591,0.0033449706671539,0.00200408391011924,0.00136470579767304,0.00732297802207622,0.00132331100219672,0.00322309629562077,0.000268738625787803,0.0575991713565823
DEL,repeats,4,2,5.82376825279912e-06,0.000353111219802916,7.27529348104406e-05,0.000267111210332518,0.000401176081791591,1.35988385109353e-05,0.00131654954134344,0.000372681802388217,0.000319916837834593,0.00139203248268241,9.29088573662815e-06,0.000121476248768539,0.000446517175755981,0.0138844825343375
DEL,repeats,4,3,2.74547749157452e-06,4.6907111278232e-06,0.00326562712567694,5.3114180687338e-06,4.65961078060856e-06,4.01391751377633e-06,5.31468193657034e-06,2.25092614220329e-05,1.31528792938321e-05,1.13421813163951e-05,1.93803247088708e-05,2.1456754515083e-05,5.43326676255334e-05,0.00390248065718025
DEL,repeats,4,4,1.61558753887713e-06,2.50813858435009e-06,0.00412895204461615,3.34228766744564e-06,3.72133353687096e-06,3.29194304101932e-06,3.99658194103422e-06,1.00043198261802e-05,5.95849790502873e-06,8.53554243942455e-06,3.12656083856695e-05,1.32297795110871e-05,3.32897477559846e-05,0.000118490655004727
DEL,repeats,4,5+,1.20804406667721e-05,0.000103747572141211,0.00127184689278342,0.000149063641376933,0.000228545898919531,2.02512435634716e-05,0.000365043979156979,1.23345355426016e-05,0.000266727301041042,0.000518906384960912,2.22934774342111e-05,1.45807468175835e-05,7.54928591794727e-05,0.00064009078944224
DEL,repeats,5+,0,2.96530993528036e-06,8.72215462350365e-06,0.051840052981224,1.65053383991729e-05,7.86796736553952e-06,7.51230421300746e-06,1.26050928241646e-05,0.135407978362329,3.90631513567448e-05,2.10526497376863e-05,0.00644650678482998,0.00174292436556942,0.00176990412677279,0.00599162621119048
DEL,repeats,5+,1,5.37716806847101e-06,0.00293671616600035,7.20452670988597e-05,0.00114435349960015,0.00313229145823334,5.04962893389349e-05,0.00579042057354046,0.00443370647648813,0.00326933892065809,0.00455658831617646,9.97736497969503e-06,0.000249668499945196,0.000401238244184415,0.0149287125737569
DEL,repeats,5+,2,7.84298711435642e-05,0.00015556257594022,0.00034326821825631,0.000250736845907448,0.000317750342410127,2.97557137005854e-05,0.00084696696314012,0.00037490248044677,0.000689535676278481,0.000928608580488749,1.66889262470444e-05,3.5192272345882e-05,4.89693640439015e-05,0.00281172086143648
DEL,repeats,5+,3,1.26478071933546e-05,7.65765789687533e-05,0.000175441641833121,0.000161971355157635,0.000177697489802223,9.10151813622908e-06,0.000253716941917029,0.000102067711202137,0.000225914629384825,0.000244127811406503,2.54676295399175e-05,6.90485512447168e-05,0.000117600597268366,0.000933260619558068
DEL,repeats,5+,4,4.56416284508476e-06,2.35635988875429e-05,1.67110454909524e-05,0.000100627313022181,4.2996523118161e-05,4.3314499191593e-05,9.48509082153934e-05,2.43158854552629e-05,6.72249975473354e-05,0.000358793025360436,4.1796873690748e-05,5.7007097561585e-05,3.75817449594907e-05,0.000127970270604561
DEL,repeats,5+,5+,7.8286029070064e-06,2.14313690656014e-05,0.00059012939893143,5.87375715608352e-05,1.21324412664626e-05,3.86481641949647e-05,3.79715788294631e-05,3.60884817503857e-06,2.51499113526972e-05,5.40979502502279e-05,1.30372110829548e-05,2.20720413082261e-05,8.025020770432e-05,0.000106262620373983
INS,repeats,2,0,0.000293734307615497,0.000257098070482789,0.00682943305812094,0.000171018142800901,0.000326955623507368,0.000722134683949051,0.000280092463424803,0.00193649781648699,0.000426476640366798,0.000580786012794953,0.00205319519644009,0.000794717310415988,0.0241431315412631,0.00120333265249981
INS,repeats,2,1,5.46773028205405e-06,0.000202891210289564,0.0169460692516066,0.000154007000385861,0.000353614499120936,2.06951389945872e-05,0.000300362838599018,0.000322134399070642,0.00028685170323743,0.000588113645905633,0.0029167411352198,0.000659055079588867,7.20251806239958e-05,0.000155940706239443
INS,repeats,2,2,4.3228500751402e-05,0.000870738406368264,0.00630135737757248,0.000609214989776437,0.00064954754930606,0.000449056303397896,0.00160688956703686,0.00029225048336759,0.00189795502948268,0.00161658505934133,0.00127483135735562,4.64065586359341e-05,0.00144341737960776,6.93857311020109e-05
INS,repeats,2,3,0.000445138326801747,0.000248657279281384,0.00111316098696845,0.000320828466948046,0.000540769164673184,0.000606394404235463,0.000685911855875163,0.000340537958217299,0.000479522688433453,0.000756990374718344,0.000822874194221772,0.000156917487358959,0.00100321524597607,0.000214439572019305
INS,repeats,2,4,0.00189405721554933,0.000689861300357493,4.30239761775185e-06,0.00278753153414054,0.00229223849748249,0.00465330998723014,0.00254675234243513,1.18791581320611e-05,0.00435206677254901,0.00201968826378658,0.000231137970641076,4.13993676607884e-05,0.00416726058530225,0.000121133328386253
INS,repeats,2,5+,0.0124410081445459,0.0101022439211772,0.000400579003400374,0.00734853118463689,0.0172350901207891,0.031913417056113,0.0157360113885184,1.30679641712239e-05,0.0377181990462083,0.0194659781002514,2.62814369949361e-05,2.75721728099077e-05,0.0014891431876221,0.000106043177002171
INS,repeats,3,0,7.53739534760533e-06,3.40954188775062e-05,0.00351641986346782,2.78467762397238e-05,1.18363485848324e-05,1.81610958549439e-05,4.50507715268301e-05,0.000794783294697077,3.66592494166059e-05,0.000212439972755976,5.21439230593674e-05,8.85010537649322e-05,0.00712474996168315,8.98634122818353e-05
INS,repeats,3,1,0.000299114381033584,0.000814682106723504,0.00552527769426583,0.000757261287080559,0.00058685877073717,0.000767619185704005,0.000463142204534448,2.4637637322675e-05,0.00313309131326345,0.00206577929591243,0.000268874407689797,0.00053092417937905,0.00289725519963636,0.000376100609408231
INS,repeats,3,2,2.31301781729964e-05,6.30625133897282e-05,0.00114884082188645,0.000236056009066887,0.000140400885039677,0.000130405730474118,0.00013551439125202,0.000496230064370291,0.000410695151010145,0.000425824133343676,5.47775599095728e-05,1.66296248218921e-05,0.000287398269461849,0.00096513562977345
INS,repeats,3,3,9.16272254266934e-05,4.53347446971979e-06,5.15185237074291e-06,2.06535891213447e-05,1.41179779486337e-05,0.000142245593395147,4.33058167448109e-05,0.000201485434860378,3.80590955862278e-05,1.18861416718362e-05,1.47034877546177e-05,1.95585357880159e-05,0.00031856839775803,5.1265623792625e-05
INS,repeats,3,4,4.74268120282956e-05,8.99530378298471e-05,4.4720773999295e-06,6.64733452639698e-05,0.000135489390699343,0.000183467010348701,0.000272943235344042,0.000145737189818542,0.000158423978736831,0.000226620662543307,2.24335799508495e-05,2.92451106648671e-05,0.000794168507798412,0.000116583981629216
INS,repeats,3,5+,0.000763481704312671,0.00128668898295215,4.89490128502125e-06,0.00158397862244605,0.00148305252190668,0.00211504344846707,0.00229469499259117,6.09029312310427e-06,0.00530400071047154,0.004006762518133,1.47684666910805e-05,1.70387851499108e-05,0.00224560241459141,4.46168364996556e-05
INS,repeats,4,0,2.56177309600361e-06,1.63620196613881e-05,0.00235863303757691,7.32746658864082e-06,1.26330671107299e-05,9.89118799258551e-06,5.40495086368557e-06,0.00124681613064829,8.23794243096194e-06,1.9659042996656e-05,1.97881062285102e-05,2.26571839458187e-05,0.00487294262609727,0.000370349550832227
INS,repeats,4,1,0.000387574495895207,0.00070256739571004,0.00369998927867338,0.00104252741523785,0.00069239159107042,0.00148209234518806,0.00192353080100951,0.000632970178080776,0.00161450110749782,0.00287257587717654,2.48783204302798e-05,0.00101288999576425,0.00193709024872371,0.00150506234178631
INS,repeats,4,2,1.08920350171358e-05,1.95955187372099e-05,0.000295458576096068,2.26630896287751e-05,2.84838568194092e-05,2.13364441145713e-05,1.05213811368846e-05,0.000309712002101144,9.02271942797774e-05,3.27203117469469e-05,6.77357568585649e-05,1.92868097617989e-05,8.01501911685744e-05,6.08101320343945e-05
INS,repeats,4,3,2.32454673741889e-05,0.00012920915683318,2.33805321169005e-06,0.000196092749857734,0.000172695969045181,0.000236714542839011,0.000386374582399845,0.000201314427838211,0.000114265809179308,8.98609779509598e-05,1.0168708832373e-05,1.28836960146937e-05,0.00084010275662249,9.66351380539455e-05
INS,repeats,4,4,0.000293396118602074,0.000111165147098114,9.57776173141108e-06,0.000219689369272225,0.000141671639997692,0.000553985702144793,7.20238269781584e-05,2.10702803287511e-05,0.000367032450526451,0.000449333388664611,1.62134578863909e-05,0.000153134118392602,0.00143371774212287,0.000284988705709204
INS,repeats,4,5+,0.000833178242299488,0.00159626133879593,0.00068822059436826,0.00109367876300809,0.00211424214724745,0.00222856970587398,0.0018835233402574,0.000232269400082574,0.00245847837466578,0.00535444042982805,1.72397373164215e-05,2.33367385715335e-05,0.000252357348054989,9.49141956300129e-05
INS,repeats,5+,0,1.58304084961799e-06,2.33629393111708e-06,0.00383023778231421,3.52996601230463e-06,3.5888185855757e-06,3.83890043734321e-06,4.14378126918469e-06,0.00515690062364935,5.94440516150096e-06,8.3627420817531e-06,2.15234650628099e-05,1.93118125267481e-05,0.00264308917676091,0.000118610490715301
INS,repeats,5+,1,0.00123753023601097,1.6484498798181e-05,0.00674769416488044,0.000305867060584797,5.458789859238e-05,0.00192846625130834,2.55387421405453e-05,0.00789011931160816,0.000352829772082773,5.29863940929285e-05,0.000252999742705795,0.00192172986411334,0.0235109154385667,0.00316901084516894
INS,repeats,5+,2,0.000150400559832324,3.71673457287977e-05,0.00023976378923198,1.44506448061757e-05,1.49746171148294e-05,0.000290095064352268,2.14991485918558e-05,0.000786822094440042,7.5347585645357e-05,2.94105153861744e-05,1.29965176693611e-05,1.60388903310299e-05,0.000523098055221562,5.10409090466117e-05
INS,repeats,5+,3,0.000160021920597166,4.56664461963708e-05,0.000149028810139258,0.000123769303420543,4.42951367809235e-05,0.000380426674404258,0.000152460222279085,2.40984538592356e-05,0.000110245622430254,0.000265091073922555,3.45375607956427e-05,0.000145756290868472,0.00013836169602945,5.55515058459152e-05
INS,repeats,5+,4,0.000124194574735539,8.46240589733245e-06,0.000147259110702641,2.2249387659493e-05,1.7086566401429e-05,0.000214611069704383,9.95399033120161e-06,9.13179969298724e-06,2.08192804701754e-05,1.62142448522532e-05,1.52569796511187e-05,0.000114522566286017,9.94860138392023e-05,3.54769250995084e-05
INS,repeats,5+,5+,8.64864016362045e-05,2.7755995099344e-05,0.000623964093811675,0.000163692460471454,6.82509687493477e-05,0.000271657341807192,9.33124705816443e-05,7.99590817448267e-05,0.00020274233763286,0.000161634360616415,4.10227395640733e-05,1.7803996881578e-05,4.58837789856582e-05,6.00065026903049e-05
DEL,MH,2,1,0.000615798736092651,0.000221445364649837,0.0256422447845518,8.34188971809407e-05,0.000422231648279573,0.00176822725927211,3.26604870912278e-05,0.000356005536738883,0.000344064017822548,7.37278723228279e-05,0.00971238277296586,0.000976266576610183,0.0015164578675513,0.204360394793872
DEL,MH,3,1,2.84452709187108e-06,6.34082841014286e-06,0.0139240768155223,1.64506962939457e-05,1.89638595445623e-05,4.2662498923263e-05,5.34784623731403e-06,0.00413565204038319,1.24374342905558e-05,1.64394601167777e-05,0.000976643914643135,0.00269268619298049,0.0012435389549408,0.00600580728682107
DEL,MH,3,2,0.00158237884761157,0.00196210698110674,0.00769669712712591,0.00302673644471277,0.00151169088213948,0.00261154710574639,0.00152585769263542,0.00369482167041199,0.00735621682117702,0.00615177306964181,0.00047472401848118,6.17982912083284e-05,0.00336925154037492,0.0420405332848265
DEL,MH,4,1,1.526242284361e-05,9.27940263037443e-05,0.0087220742384453,2.99541836136054e-05,0.000131111522277622,4.16397526357262e-05,0.00015314781153764,0.00350029633125388,0.000225599362148311,0.000343277778411869,0.000116445716821593,0.00224705316127047,4.88772897088732e-05,0.0124834858149479
DEL,MH,4,2,0.000256798229829226,0.000423163188833483,0.00487104392304791,0.000508020997862732,0.000465889641860497,0.000193237731569756,0.00064760579137158,0.00646606729030028,0.000620659472543332,0.00115549742739102,0.000146007778693497,0.000763769961794765,0.000639643734771134,0.029824156978041
DEL,MH,4,3,8.59227331469355e-06,0.000247466054612186,0.00263071189416537,0.000792871871942469,0.000910342366927384,0.000241923869733184,0.000831426798648694,0.00331079245257687,0.00108525165940831,0.00103914416704992,1.87288668611578e-05,0.00184142811788584,0.00155713605384689,0.0487638054359225
DEL,MH,5+,1,5.63406163873689e-06,0.000565202143342052,0.0386318501403199,0.000363164258255773,0.000609561455443088,1.97145951743298e-05,0.00123933176680385,0.195675385181498,0.000554520873426996,3.56111775851672e-05,0.00611569228951956,5.12334373449045e-05,0.00347613518248005,0.00124772775495874
DEL,MH,5+,2,5.9068138051896e-06,3.13086071907201e-05,0.00938250899907487,3.48218740942927e-05,8.40914643464811e-05,8.01695737362799e-06,5.84799547572242e-05,0.211829337131805,0.000139357333197453,6.01039047433395e-05,0.00125653099014187,3.00679602272314e-05,0.0018071306426034,0.000129178026625197
DEL,MH,5+,3,3.12632007583875e-06,6.98635086704421e-06,0.00274780039028473,2.01859299081748e-05,2.38302022197962e-05,6.05961180877995e-06,5.17757115335899e-05,0.147478082630034,2.49202709543341e-05,0.000104112059638148,8.36260136864576e-05,3.27562068096044e-05,0.000174628102064285,0.000170275883163261
DEL,MH,5+,4,1.05875999030854e-05,0.000173206951504959,9.4565168113865e-06,6.40270727819467e-05,0.000687494387796217,4.03770766262208e-05,0.000983210033653728,0.0771147548215828,0.000489975512089155,0.000594513488737401,0.000521426887640002,1.84610508300491e-05,0.000104047138659788,0.00241248111242761
DEL,MH,5+,5+,0.000956095434125758,0.00185001586885349,1.85567064738906e-05,0.00126656226678254,0.00177680183908701,0.000512414695446604,0.00388915282114434,0.0636034747803197,0.00463629179492409,0.00320776679971386,1.28730369102845e-05,1.863708891668e-05,0.000691864731847894,0.000639139024239682
