Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I
DEL,C,1,0,0.0022336,3.24e-06,0.00507049,0.03218367,0.0973708,0.02712604,0.34039999,0.01548236,0.00307949
DEL,C,1,1,1.42e-06,2.642e-05,0.0063709,0.01897531,0.22311999,0.00280546,0.08917148,0.00103168,7.277e-05
DEL,C,1,2,0,0,0.00746229,0.00116674,0.19930546,0.00343368,0.00078917,0.00128259,0
DEL,C,1,3,0.00240923,0.00203461,0.0065396,0.0057232,0.07178605,0.00018868,0.01053339,0.00073759,0.00051745
DEL,C,1,4,0.00371791,0.00067754,0.00011342,0.00118025,0.04239137,0.00162431,0.01373009,0.00208265,0.00130069
DEL,C,1,5+,0.01561636,0.00259627,0.00013481,0.00252211,0.02507668,0.00098582,0.00061412,0.00192649,0.00356811
DEL,T,1,0,0.00676621,0.00158065,0.11496827,0.04245838,0.03013212,0.00254122,0.11645242,0.00461277,0.01610054
DEL,T,1,1,0,0,0.18111842,0.0417925,0.00451496,9.928e-05,0.00488171,0.02870708,7.85e-06
DEL,T,1,2,0.00728921,0.00026607,0.13213118,0.01552071,0.00865205,0.00849902,0.08897471,0.00156048,0.00593234
DEL,T,1,3,0.02029255,0.00203429,0.10427618,0.0149636,0.0087481,0.01917817,0.11463192,0.00527447,0.01286519
DEL,T,1,4,0.04776878,0.00438419,0.05205136,0.010313,0.00836215,0.01445023,0.10747178,0.00272807,0.01115532
DEL,T,1,5+,0.81552791,0.00031802,0.00562942,0.00041062,0.0007306,6.441e-05,0.01346382,0.00095181,0.06694779
INS,C,1,0,0,1e-08,5e-08,1.1e-07,1.2e-07,2e-08,2.4e-07,1.3e-07,0.51940606
INS,C,1,1,0.00022343,6.8e-06,0.00669278,0.00233018,0.00590943,0.00139882,0.00064371,1.29e-05,0.01407419
INS,C,1,2,1.145e-05,7.93e-06,0.00605492,0.00206431,0.00391289,6.877e-05,0.00046574,3.962e-05,0.00048512
INS,C,1,3,0.00043599,0.00078458,0.00062262,0.00042337,0.00835929,3.1e-07,0.0001142,0.00059409,0.00067998
INS,C,1,4,0.00290847,0.00146412,4.3e-06,0.00125892,0.00785786,0.00024272,0.0002062,0,0.0007578
INS,C,1,5+,0.00880878,0.02277276,2.7e-06,0.01013105,0.00811316,2.869e-05,0.00112841,0.00060918,0.00261278
INS,T,1,0,0.00109696,0.00233245,0.01055617,0.00600585,0.01594519,0.0059629,0.01379339,0.00597456,0.03732382
INS,T,1,1,0,9.7e-07,0.01347022,0.00655847,0.06256211,0.00038919,0.00392834,0.00047245,0.00286387
INS,T,1,2,0.00063099,2.533e-05,0.03123114,0.0030354,0.05430313,0,0.00229661,3.432e-05,0.00138727
INS,T,1,3,0.00115045,0.00379415,0.02388678,0.00414368,0.03070388,2.1e-05,0.00165594,0.0003572,0.00028913
INS,T,1,4,0.00375588,0.01521454,0.01496367,0.00757086,0.00808564,0.00039879,0.00360633,0.00084956,0.00515141
INS,T,1,5+,0.0029743,0.90272557,0.00055465,0.01065713,0.00142953,0.00583997,0.0141732,0.00277761,0.18326401
DEL,repeats,2,0,3.951e-05,0.00015629,0.02494889,0.00968159,0.00894615,0.00044748,0.01244487,0.09142408,0.0003908
DEL,repeats,2,1,0.0031397,0.00018073,0.01363412,0.00815278,0.01173527,0.00072328,0.00167637,0.19389612,0.00518425
DEL,repeats,2,2,0.00175993,0.000476,0.00189322,0.00037706,0.01235694,0.0014543,0.00013555,0.04463455,0.00196426
DEL,repeats,2,3,0.00093611,0.00015046,0,8.779e-05,0.00578267,0.00034359,1.066e-05,0.01009547,7.41e-05
DEL,repeats,2,4,0.00090976,1.145e-05,0.00031694,0.00025984,0.00311977,0.00013682,0.00023337,0.00326707,0.00027753
DEL,repeats,2,5+,0,1e-08,0.02390589,0.00288556,0.00031484,1.55e-06,0.00122975,0.00109291,0
DEL,repeats,3,0,1.239e-05,3.133e-05,0.01815764,0.01353268,0.00167012,0.00156805,0.00195977,0.00482553,0.00141879
DEL,repeats,3,1,0.0047174,0.00434975,0.00049448,0.0033701,9.27e-06,0.00354265,0.00188351,0.10180068,0.00377517
DEL,repeats,3,2,0.00214752,0.00062365,0.00037575,0.00056842,2.78e-06,0.00048342,0.00068548,0.01366512,0.00140929
DEL,repeats,3,3,0.00052169,0.00034144,0.00034988,0.00038976,4.008e-05,0.00012728,0.00029044,0.00362229,0.00027096
DEL,repeats,3,4,0,1e-08,0.00618119,0.00056637,5.73e-06,2e-08,0.00038684,0.00047357,3.5e-06
DEL,repeats,3,5+,0,1e-08,0.00956608,0.00081405,0.00026529,4.796e-05,0.00047072,0.00037315,1.944e-05
DEL,repeats,4,0,3.26e-06,4.441e-05,0.01168152,0.00725517,0.00024868,0.00264498,0.00102057,0.00601591,0.00016067
DEL,repeats,4,1,0.0020066,0.00054254,8.951e-05,0.00098884,0.00099466,0.00234359,0.00257771,0.05532601,4.627e-05
DEL,repeats,4,2,0.00046483,0,3.47e-06,2.26e-06,0,0.00049143,7.293e-05,0.01054251,0.0003298
DEL,repeats,4,3,0,0,0.00383898,0.00035966,1.596e-05,9.3e-05,0.00023538,0.00366645,0
DEL,repeats,4,4,0,6e-08,0.00478819,0.00073483,0.00016851,1.926e-05,0.00032455,0.00020073,0
DEL,repeats,4,5+,0.00018724,3.252e-05,0.0016016,0.00017951,8.011e-05,7.951e-05,7.726e-05,0.00066887,4.145e-05
DEL,repeats,5+,0,0,0,0.01627722,0.25050129,0.0015583,0.03656988,0.00080841,0.00258645,0.00092243
DEL,repeats,5+,1,0.00316415,1.72e-06,9.917e-05,2.026e-05,0,0.00674757,0.00059994,0.01217512,0.00021828
DEL,repeats,5+,2,0.00043471,8.809e-05,0.00021919,0.0003045,1.82e-05,0.00041916,0.00012317,0.0028067,5.7e-07
DEL,repeats,5+,3,0.00013954,1.325e-05,0.0001891,4.238e-05,3.111e-05,0.00016868,0.00013237,0.00095278,5.615e-05
DEL,repeats,5+,4,9.424e-05,7.2e-07,5.035e-05,1.809e-05,3.905e-05,6.438e-05,0.00011553,0.00012143,1.654e-05
DEL,repeats,5+,5+,3.893e-05,1.393e-05,0.00073687,9.177e-05,1.5e-06,0,7.537e-05,0.00011003,4.712e-05
INS,repeats,2,0,0.0002422,0.00058039,0.00805985,0.00261364,0.00208575,0.0019023,0.00122435,0.00126845,0.0252139
INS,repeats,2,1,0.00027995,9.64e-06,0.02063747,0.00297385,0.00329688,0.00013442,0.00194647,0.00027162,1.147e-05
INS,repeats,2,2,0.00100911,0.00026073,0.00782371,0.00097951,0.00141037,0.00039024,0.00079327,1.6e-05,0.00112974
INS,repeats,2,3,0.00047933,0.00045383,0.0013259,0.00064585,0.00086505,0.0003576,0.00042274,0.00025584,0.00093518
INS,repeats,2,4,0.00220317,0.00264613,3.772e-05,0.00133594,0.00023259,5.109e-05,0.00030059,0.00010006,0.00348476
INS,repeats,2,5+,0.01633007,0.01697129,0.00060787,0.01490944,7.18e-06,7.681e-05,0.00156064,6.519e-05,0.00035946
