MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00235304	0.00000000	0.00174572	0.02820884	0.08317608	0.02254872	0.00304986	0.37122769	0.00890921	0.00263100
1:Del:C:1	0.00000000	0.00000003	0.00522757	0.01863822	0.23448353	0.00122358	0.00358225	0.09749479	0.00031484	0.00005963
1:Del:C:2	0.00000000	0.00000000	0.00638922	0.00000000	0.21099605	0.00406342	0.00727974	0.00000000	0.00096005	0.00000000
1:Del:C:3	0.00233527	0.00170200	0.00846083	0.00515836	0.07544546	0.00003515	0.00512114	0.01051394	0.00202853	0.00056979
1:Del:C:4	0.00355363	0.00051536	0.00163559	0.00055460	0.04430006	0.00166329	0.00047018	0.01434694	0.00319359	0.00113493
1:Del:C:5	0.01488672	0.00200929	0.00544969	0.00124160	0.02641285	0.00108539	0.00041992	0.00028375	0.00537055	0.00334233
1:Del:T:0	0.00608161	0.00083872	0.12815632	0.03292644	0.02272147	0.00025675	0.06178092	0.11836839	0.00653744	0.01635099
1:Del:T:1	0.00000000	0.00000001	0.01078300	0.00183237	0.00307077	0.00002391	0.43490548	0.00704303	0.00398157	0.00000001
1:Del:T:2	0.00664343	0.00006279	0.15106332	0.00325100	0.00185732	0.00753322	0.05586789	0.09068504	0.00194309	0.00585402
1:Del:T:3	0.01939037	0.00129609	0.11027433	0.00257574	0.00187966	0.01935519	0.06792791	0.11678554	0.00722104	0.01352694
1:Del:T:4	0.04519316	0.00286268	0.07852834	0.00340433	0.00178498	0.01422656	0.01789449	0.10619936	0.01495603	0.01009372
1:Del:T:5	0.82661870	0.00023002	0.00998106	0.00017284	0.00058580	0.00013097	0.00150215	0.00627890	0.00307368	0.06173299
1:Ins:C:0	0.00000001	0.00000002	0.00000005	0.00000014	0.00000011	0.00000002	0.00000006	0.00000025	0.00000007	0.53102969
1:Ins:C:1	0.00018871	0.00000685	0.00833642	0.00203343	0.00568207	0.00139239	0.00237887	0.00000000	0.00009591	0.01399690
1:Ins:C:2	0.00000021	0.00000001	0.00647552	0.00165482	0.00407516	0.00001262	0.00305464	0.00000210	0.00004899	0.00051001
1:Ins:C:3	0.00039624	0.00067509	0.00155661	0.00018251	0.00881219	0.00000141	0.00032028	0.00000360	0.00089728	0.00077639
1:Ins:C:4	0.00272848	0.00120813	0.00205096	0.00056504	0.00825214	0.00032815	0.00001148	0.00009860	0.00106580	0.00078382
1:Ins:C:5	0.00785509	0.01972055	0.02205782	0.00608431	0.00807830	0.00001909	0.00000000	0.00008908	0.00992983	0.00242440
1:Ins:T:0	0.00103161	0.00224517	0.00165129	0.00334720	0.01733805	0.00647202	0.02555110	0.01378045	0.00439016	0.03818698
1:Ins:T:1	0.00000000	0.00000000	0.01166816	0.00433072	0.06779537	0.00015764	0.01039409	0.00495891	0.00018651	0.00296824
1:Ins:T:2	0.00046981	0.00001570	0.03749871	0.00014304	0.05544559	0.00000000	0.01355706	0.00004548	0.00019037	0.00133821
1:Ins:T:3	0.00105833	0.00323436	0.02755476	0.00084905	0.03227028	0.00003297	0.01546850	0.00017232	0.00118078	0.00026320
1:Ins:T:4	0.00337492	0.01391261	0.02454512	0.00316232	0.00829311	0.00039271	0.01204593	0.00200252	0.00546280	0.00459110
1:Ins:T:5	0.00293089	0.91904762	0.04632421	0.01111371	0.00166596	0.00457719	0.00032279	0.00653203	0.01533499	0.16586682
2:Del:R:0	0.00003452	0.00015848	0.01930769	0.00737233	0.00871983	0.00019639	0.03014317	0.01245422	0.08299265	0.00096266
2:Del:R:1	0.00290116	0.00004271	0.01545876	0.00719171	0.01174833	0.00044555	0.01599121	0.00043313	0.19743692	0.00681978
2:Del:R:2	0.00170222	0.00043410	0.00164903	0.00017238	0.01344326	0.00164353	0.00381086	0.00003598	0.04386440	0.00235613
2:Del:R:3	0.00095718	0.00012999	0.00010302	0.00005123	0.00621799	0.00040857	0.00031591	0.00000988	0.00941864	0.00021457
2:Del:R:4	0.00092187	0.00001282	0.00052373	0.00024652	0.00328027	0.00015042	0.00022972	0.00017734	0.00320384	0.00039532
2:Del:R:5	0.00000000	0.00000001	0.02312106	0.00001750	0.00080282	0.00000219	0.01420420	0.00006118	0.00093315	0.00000000
3:Del:R:0	0.00000000	0.00001292	0.01353037	0.01434488	0.00201020	0.00067721	0.01584539	0.00102814	0.00434881	0.00139498
3:Del:R:1	0.00432541	0.00351834	0.00791538	0.00175745	0.00001105	0.00422360	0.00333490	0.00128640	0.09362131	0.00456609
3:Del:R:2	0.00209484	0.00054566	0.00077317	0.00025274	0.00000002	0.00053258	0.00106184	0.00043967	0.01460984	0.00165555
3:Del:R:3	0.00050409	0.00027524	0.00105035	0.00042272	0.00002483	0.00011529	0.00030499	0.00017545	0.00353544	0.00032337
3:Del:R:4	0.00000000	0.00000001	0.00650750	0.00000001	0.00002853	0.00000001	0.00324904	0.00000415	0.00036935	0.00000582
3:Del:R:5	0.00000000	0.00000001	0.01024404	0.00000000	0.00026913	0.00003221	0.00437367	0.00002439	0.00026507	0.00002159
4:Del:R:0	0.00000000	0.00002903	0.00677538	0.00759443	0.00084703	0.00228784	0.01279859	0.00039660	0.00599611	0.00043289
4:Del:R:1	0.00190784	0.00041559	0.00110044	0.00057460	0.00097684	0.00249489	0.00190948	0.00243596	0.05522350	0.00063138
4:Del:R:2	0.00048443	0.00000000	0.00000560	0.00000213	0.00000000	0.00055848	0.00033309	0.00003897	0.00953533	0.00065848
4:Del:R:3	0.00000000	0.00000001	0.00385896	0.00000628	0.00009463	0.00010923	0.00234599	0.00000046	0.00346484	0.00003979
4:Del:R:4	0.00000000	0.00000005	0.00513135	0.00009004	0.00015748	0.00001225	0.00271376	0.00000000	0.00015030	0.00000000
