Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J
DEL,C,1,0,0.00235304,0,0.00174572,0.02820884,0.08317608,0.02254872,0.00304986,0.37122769,0.00890921,0.002631
DEL,C,1,1,0,3e-08,0.00522757,0.01863822,0.23448353,0.00122358,0.00358225,0.09749479,0.00031484,5.963e-05
DEL,C,1,2,0,0,0.00638922,0,0.21099605,0.00406342,0.00727974,0,0.00096005,0
DEL,C,1,3,0.00233527,0.001702,0.00846083,0.00515836,0.07544546,3.515e-05,0.00512114,0.01051394,0.00202853,0.00056979
DEL,C,1,4,0.00355363,0.00051536,0.00163559,0.0005546,0.04430006,0.00166329,0.00047018,0.01434694,0.00319359,0.00113493
DEL,C,1,5+,0.01488672,0.00200929,0.00544969,0.0012416,0.02641285,0.00108539,0.00041992,0.00028375,0.00537055,0.00334233
DEL,T,1,0,0.00608161,0.00083872,0.12815632,0.03292644,0.02272147,0.00025675,0.06178092,0.11836839,0.00653744,0.01635099
DEL,T,1,1,0,1e-08,0.010783,0.00183237,0.00307077,2.391e-05,0.43490548,0.00704303,0.00398157,1e-08
DEL,T,1,2,0.00664343,6.279e-05,0.15106332,0.003251,0.00185732,0.00753322,0.05586789,0.09068504,0.00194309,0.00585402
DEL,T,1,3,0.01939037,0.00129609,0.11027433,0.00257574,0.00187966,0.01935519,0.06792791,0.11678554,0.00722104,0.01352694
DEL,T,1,4,0.04519316,0.00286268,0.07852834,0.00340433,0.00178498,0.01422656,0.01789449,0.10619936,0.01495603,0.01009372
DEL,T,1,5+,0.8266187,0.00023002,0.00998106,0.00017284,0.0005858,0.00013097,0.00150215,0.0062789,0.00307368,0.06173299
INS,C,1,0,1e-08,2e-08,5e-08,1.4e-07,1.1e-07,2e-08,6e-08,2.5e-07,7e-08,0.53102969
INS,C,1,1,0.00018871,6.85e-06,0.00833642,0.00203343,0.00568207,0.00139239,0.00237887,0,9.591e-05,0.0139969
INS,C,1,2,2.1e-07,1e-08,0.00647552,0.00165482,0.00407516,1.262e-05,0.00305464,2.1e-06,4.899e-05,0.00051001
INS,C,1,3,0.00039624,0.00067509,0.00155661,0.00018251,0.00881219,1.41e-06,0.00032028,3.6e-06,0.00089728,0.00077639
INS,C,1,4,0.00272848,0.00120813,0.00205096,0.00056504,0.00825214,0.00032815,1.148e-05,9.86e-05,0.0010658,0.00078382
INS,C,1,5+,0.00785509,0.01972055,0.02205782,0.00608431,0.0080783,1.909e-05,0,8.908e-05,0.00992983,0.0024244
INS,T,1,0,0.00103161,0.00224517,0.00165129,0.0033472,0.01733805,0.00647202,0.0255511,0.01378045,0.00439016,0.03818698
INS,T,1,1,0,0,0.01166816,0.00433072,0.06779537,0.00015764,0.01039409,0.00495891,0.00018651,0.00296824
INS,T,1,2,0.00046981,1.57e-05,0.03749871,0.00014304,0.05544559,0,0.01355706,4.548e-05,0.00019037,0.00133821
INS,T,1,3,0.00105833,0.00323436,0.02755476,0.00084905,0.03227028,3.297e-05,0.0154685,0.00017232,0.00118078,0.0002632
INS,T,1,4,0.00337492,0.01391261,0.02454512,0.00316232,0.00829311,0.00039271,0.01204593,0.00200252,0.0054628,0.0045911
INS,T,1,5+,0.00293089,0.91904762,0.04632421,0.01111371,0.00166596,0.00457719,0.00032279,0.00653203,0.01533499,0.16586682
DEL,repeats,2,0,3.452e-05,0.00015848,0.01930769,0.00737233,0.00871983,0.00019639,0.03014317,0.01245422,0.08299265,0.00096266
DEL,repeats,2,1,0.00290116,4.271e-05,0.01545876,0.00719171,0.01174833,0.00044555,0.01599121,0.00043313,0.19743692,0.00681978
DEL,repeats,2,2,0.00170222,0.0004341,0.00164903,0.00017238,0.01344326,0.00164353,0.00381086,3.598e-05,0.0438644,0.00235613
DEL,repeats,2,3,0.00095718,0.00012999,0.00010302,5.123e-05,0.00621799,0.00040857,0.00031591,9.88e-06,0.00941864,0.00021457
DEL,repeats,2,4,0.00092187,1.282e-05,0.00052373,0.00024652,0.00328027,0.00015042,0.00022972,0.00017734,0.00320384,0.00039532
DEL,repeats,2,5+,0,1e-08,0.02312106,1.75e-05,0.00080282,2.19e-06,0.0142042,6.118e-05,0.00093315,0
DEL,repeats,3,0,0,1.292e-05,0.01353037,0.01434488,0.0020102,0.00067721,0.01584539,0.00102814,0.00434881,0.00139498
DEL,repeats,3,1,0.00432541,0.00351834,0.00791538,0.00175745,1.105e-05,0.0042236,0.0033349,0.0012864,0.09362131,0.00456609
DEL,repeats,3,2,0.00209484,0.00054566,0.00077317,0.00025274,2e-08,0.00053258,0.00106184,0.00043967,0.01460984,0.00165555
DEL,repeats,3,3,0.00050409,0.00027524,0.00105035,0.00042272,2.483e-05,0.00011529,0.00030499,0.00017545,0.00353544,0.00032337
DEL,repeats,3,4,0,1e-08,0.0065075,1e-08,2.853e-05,1e-08,0.00324904,4.15e-06,0.00036935,5.82e-06
DEL,repeats,3,5+,0,1e-08,0.01024404,0,0.00026913,3.221e-05,0.00437367,2.439e-05,0.00026507,2.159e-05
DEL,repeats,4,0,0,2.903e-05,0.00677538,0.00759443,0.00084703,0.00228784,0.01279859,0.0003966,0.00599611,0.00043289
DEL,repeats,4,1,0.00190784,0.00041559,0.00110044,0.0005746,0.00097684,0.00249489,0.00190948,0.00243596,0.0552235,0.00063138
DEL,repeats,4,2,0.00048443,0,5.6e-06,2.13e-06,0,0.00055848,0.00033309,3.897e-05,0.00953533,0.00065848
DEL,repeats,4,3,0,1e-08,0.00385896,6.28e-06,9.463e-05,0.00010923,0.00234599,4.6e-07,0.00346484,3.979e-05
DEL,repeats,4,4,0,5e-08,0.00513135,9.004e-05,0.00015748,1.225e-05,0.00271376,0,0.0001503,0
DEL,repeats,4,5+,0.00016205,2.971e-05,0.00171349,2.357e-05,0.00010664,0.00010448,0.00085247,0,0.00069102,6.986e-05
DEL,repeats,5+,0,0,0,0.00711089,0.30099762,0.00112627,0.0140199,0.01971276,0.00012887,0.00209962,0.00062243
DEL,repeats,5+,1,0.00319929,1.75e-06,9.001e-05,6.86e-06,0,0.00750092,0.00107962,0.00017369,0.01082537,0.00048359
