Signature,NumberOfPostSamples
low confidence hdp.1,3395
low confidence hdp.2,2994
low confidence hdp.3,2821
low confidence hdp.4,1000
low confidence hdp.5,1000
low confidence hdp.6,1000
low confidence hdp.7,800
low confidence hdp.8,200
low confidence hdp.9,194
low confidence hdp.10,191
low confidence hdp.11,22
low confidence hdp.12,6
low confidence hdp.13,2
low confidence hdp.14,2
