Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14
DEL,C,1,0,0.00972079388361259,0.0024647807669477,0.0146927624951606,0.0166980464334716,0.0144122246629254,0.198394490991654,0.0156369844148138,0.0443150925343893,0.00168012924071082,0.0671327998609772,0.0466573242106999,0.00667609940150924,0,0.00331046585832802
DEL,C,1,1,0.000785090410226492,0.000346587134209413,0.0318398713550766,0.0235882034638575,0.00732292459270358,0.121804624925839,0.0159491983508992,0.0101957160473341,0.00470066928225248,0.0586269638002872,0.00144258511252164,0.00039032006245121,0,0.000119655392469687
DEL,C,1,2,0.000100752972805711,1.09841739418596e-05,0.0132813147052762,0.0198576302047054,0.00675194430371824,0.116722481501551,0.0324292639896383,0.0047012071634035,0.000435725825063466,0.0110561387248797,0,0.000105711683580536,0,0.000119655392469687
DEL,C,1,3,0.00504162182991356,0.00245235382050181,0.0125867411846736,0.0134043533094084,0.00127796648129928,0.0620388850659084,0.0117839717834227,0.00304489680600442,0.0149660743134087,0.0226129249814843,0.0131893496001978,0.00447241738225345,0,0.00115666879387364
DEL,C,1,4,0.0163825875616867,0.00205232880574229,0.00518298290962111,0.002738311190138,0.00127680508257423,0.0485848529808182,0.00213311657493413,0.00299431302600191,0.00215278098315255,0.0135314476988833,0.015868436237738,0.00450494405412438,0,0.0132817485641353
DEL,C,1,5+,0.0356947205086442,0.00750751699555847,0.00193808854715408,0.00300571536015061,0.000985477381331946,0.026169258321051,0.0027144871539699,0.00432367943948237,0.00799076852065543,0.00316628531944209,0.187742148215316,0.00987997658079625,0,0.0285178685386088
DEL,T,1,0,0.0412612777801564,0.00613250955547727,0.065914933809211,0.111010842940869,0.0108134778977265,0.0408403648806226,0.216933002463395,0.0106102562932083,0.0064657281329333,0.218414209287219,0.0755914598961339,0.0162795992714026,0,0.0326260370134014
DEL,T,1,1,0.000135088447352213,9.92094612094274e-06,0.00645328291096939,0.0988627532135139,0.00220671870384968,0.0110842295579251,0.0333032299185641,0.00273645912306232,0.000293561043157166,0.00285182901852396,4.12167175006183e-05,1.62633359354671e-05,0,3.98851308232291e-05
DEL,T,1,2,0.016809794398704,0.0060544867309168,0.0179919791941539,0.0765177938990439,0.0131611537310484,0.0107309820830555,0.127885987913656,0.021116877524948,0.00562935610431572,0.0549998551845983,0.0131069161651966,0.0214919984387197,0,0.0161135928525846
DEL,T,1,3,0.0952935730514796,0.0121690822800591,0.295555704561608,0.0575899824097086,0.0112656287592643,0.0152645745563294,0.00995011958272886,0.0399025830422196,0.00724486498961459,0.116282630013199,0.0662352650234935,0.0332829169919334,0,0.0609045947670708
DEL,T,1,4,0.476002409057544,0.0414896203829269,0.0446955758203786,0.0427710959871402,0.0150348566320513,0.0169508302157089,0.0471676783080206,0.0241025542958275,0.0526378952227094,0.0293964921572116,0.00177231885252658,0.174399882903981,0,0.318323229100191
DEL,T,1,5+,0.016484763766598,0.347877171397754,0.0388311109227803,0.0161092554003845,0.017545067160632,0.00706265468919577,0.0281140814959955,0.00390728856751053,0.0154387260558505,0.0143905133499113,0.00873794411013107,0.397256375227687,0,0.342972239948947
INS,C,1,0,7.53126989189248e-05,5.72584627907463e-06,0.001026556730697,0.00031777400335389,0.00102600408421143,0.0032067955696127,0.00133458184375603,0.00421017437215967,0.000147703669513039,0.00184329318498719,0,5.69216757741348e-05,0,0
INS,C,1,1,0.00143485516774985,7.47250588369665e-05,0.000627280033360235,0.00128461467760653,0.00208782815015345,0.00209561884398578,0.00109384948905561,0.000735932311499852,0.00050588506808216,0.00317042290234891,0.00148380183002226,0.000626138433515483,0,0.000917358008934269
INS,C,1,2,8.17765447316514e-05,1.42568042558873e-05,0.00276700827842313,0.00314971737977861,0.000623365484110109,0.00112170224588288,0.000956389890069875,0.000548402200271055,0.0003267943687976,0.000658392880047334,0.000123650152501855,8.13166796773354e-05,0,3.98851308232291e-05
INS,C,1,3,0.00149587624427549,0.00064613586312181,0.00194302420543125,0.000294664838813643,0.000487787464522325,0.00563158170113826,0.000700700791438371,0.000792067969795315,0.00631433187168244,0.000485131595824351,0.00350342098755255,0.00089448347645069,0,0.000398851308232291
INS,C,1,4,0.0166014687992535,0.00230209936972458,0.000620508550967774,0.000442108928430011,0.00147020853341992,0.00631577111521865,0.000501407034642279,0.000820444236625988,0.00882160166166628,0.000883373950605535,0.00601764075509027,0.00596864428831642,0,0.0102105934907466
INS,C,1,5+,0.0552587655382848,0.0202505110531455,0.00104903805223997,0.00559610950449064,0.00132118273912099,0.0102013097541281,0.00073540561718324,0.00199312430717185,0.383180244634203,0.00115593722459214,0.0614129090759212,0.0186377829820453,0,0.0297941927249521
INS,T,1,0,0.00290244467392744,0.00207189169493898,0.0133327478759816,0.00554094442097472,0.00259817120044128,0.0226791916278054,0.00125623699459317,0.00742841315597755,0.00864620355411955,0.0195583544005263,0.007666309455115,0.0013823835545147,0,0.00211391193363114
INS,T,1,1,0.000164798417555663,2.19884562113015e-05,0.0105962263160632,0.0122456763528268,0.00133365249385314,0.0486223960428939,0.0157111854041863,0.00489552290365702,0.000372951765520425,0.0120620885690997,4.12167175006183e-05,0.000187028363257871,0,0.000119655392469687
INS,T,1,2,0.00633860138743782,0.000417823398210841,0.0305009235700074,0.0233847928927508,0.000800570479053746,0.0344586256791485,0.0284780289316521,0.00142991709811958,0.00283037156704362,0.0222576100493614,0.00412167175006182,0.0014555685662243,0,0.00458679004467135
INS,T,1,3,0.00211978561854794,0.00259761889249766,0.016364776927507,0.0187276459231414,0.00212743795930263,0.0254038020994129,0.0147863924450184,0.000684731656131464,0.0207062081698592,0.0246936119857502,0.00424532190256368,0.000870088472547489,0,0.00103701340140396
INS,T,1,4,0.00753832675108252,0.00902894322293057,0.00734955632043546,0.011352800770309,0.00179662270140854,0.00882583231928309,0.00825903630137722,0.00156254530178468,0.0803083314101085,0.0115805773583188,0.0103041793751546,0.00203291699193339,0,0.0053446075303127
INS,T,1,5+,0.0119477370194412,0.483490497508176,0.00221614066192715,0.168584508362312,0.0407635059668999,0.0708706838864994,0.00602685557832808,0.00730133683060541,0.0170523886452804,0.00621930430681005,0.00688319182260325,0.213326177465522,0,0.0072590938098277
DEL,repeats,2,0,0.00105010808854828,0.000321507022632325,0.0368479092551538,0.0215669463957244,0.00318736711153535,0.0101241736013221,0.0387322689743131,0.00577518717540789,0.00632171705515809,0.0300786761389731,0.00107163465501607,0.000422846734322144,0,0.000717932354818124
DEL,repeats,2,1,0.0149096016337756,0.00298158740768267,0.0153034599205287,0.0226221247745641,0.00410658363929058,0.0107977763002613,0.0320684891966338,0.00294681362282883,0.0157101315485807,0.024459838551515,0.0324375566729866,0.0100751366120219,0,0.0108886407147415
DEL,repeats,2,2,0.0033771518824676,0.00122077154044267,0.00418745461602023,0.00366717085547316,0.000594636147227216,0.0106123252006351,0.00202356328172458,0.00258285715695715,0.00828248326794369,0.00149108144004435,0.0269145165279037,0.00289487379651314,0,0.00418793873643906
