Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J,ID83K,ID83L
DEL,C,1,0,0.00146483303496998,0,0.0154320832652159,0.000394446667458976,0.016047432805303,0.083762035779655,0.00204514912496052,0.0222907825745642,0.422117921710014,0.00152996078656724,0.0088756837437695,0.00271578675157532
DEL,C,1,1,3.34097394194544e-11,3.1528641593695e-06,0.000290326667018235,0.0145440106233582,0.0170215134997852,0.243193237632513,0.00378767507851574,0.000866838307413304,0.10787327632308,0.00159819087000287,3.24685327958929e-05,5.46792196089286e-05
DEL,C,1,2,0,6.30667384982076e-11,0,0.0149418322555721,4.6660820953548e-05,0.224879228174686,0.000837958487878585,0.00376920680049807,0,0.00642029467238899,0.00110494144350461,8.796717487769e-10
DEL,C,1,3,0.00137554512478491,0.00106344796432257,0.0105789344117511,0.0102170298527926,0.00456989020574838,0.078631548807025,0.0103247927827762,0,0.0101305677671917,0.00419121299753897,0.000568550943517746,0.000467200464471386
DEL,C,1,4,0.00229706971149426,9.54237294264878e-05,0.0142327778378967,1.75628316355869e-06,9.70827953642583e-05,0.0473189639113843,0.00781435010474525,0.00147430601646192,0.0133698150515556,0.000579844822041276,0.00172770596436749,0.00140466799697606
DEL,C,1,5+,0.013209166652523,0.000192812248088835,0.0241176152968559,3.73903533668e-05,7.16290322998248e-06,0.0274551891721785,0.0266329511066323,0.00075949018864776,9.04419321159367e-06,0.000159424100717729,0.0017498071101727,0.00365718739340082
DEL,T,1,0,0.00158476732377761,0.000193128330789718,0.066033035684377,0.140521975532174,0.031730908639729,0.0203138058260083,0.0171372044486135,4.36040443310134e-05,0.119319343268871,0.0415324615128338,0.00455357776081655,0.0167714660149068
DEL,T,1,1,0,1.20911804901702e-08,7.31244144125398e-10,0.0213215485872934,0.00607596748411572,0.00360193076140269,5.59030472276294e-07,1.92662698721298e-07,0.00212663852256481,0.607179144322872,0.000831458206044906,2.8247206693699e-08
DEL,T,1,2,0.00395602868753485,4.86336337015482e-06,0.0488434651680291,0.169890520051122,0.00166655024421438,0.000116342985890902,0.010797082896159,0.00784512155572884,0.0902328765392303,0.0242034779292854,0.00199242733017065,0.00553406046004966
DEL,T,1,3,0.0054799903106505,0.00101604370704182,0.174320626668632,0.101557304672897,0.00151088395960597,0.000948814945382534,0.00654910570088902,0.0174605350149795,0.103578237704933,0.0618406656011939,0.0030651777953608,0.0128415389824659
DEL,T,1,4,0.0101495440368199,5.7458560701672e-05,0.381970761306584,0.0388329183356836,3.48790269345045e-05,0.00138922874488729,0.035445090589328,0.00923146612003064,0.0722837504302152,0.00267026286778591,0.00125475586338417,0.00836861219984712
DEL,T,1,5+,0.91146609544754,0.000280209960208297,0.0452213954752518,0.00748552863476818,0.000198951462137025,0.000830102551081577,0.00711119169241257,0.000100125027693366,0.00272150542049919,0.00217931747282244,0.000179524494093245,0.0584474587881205
