"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.932021058079246
"SBS96B","SBS7b",0.980116894258312
"SBS96C","SBS2",0.99437450459627
"SBS96D","SBS4",0.980640895729669
"SBS96F","SBS3",0.92470786272604
"SBS96G","SBS40",0.925361942315329
"SBS96H","SBS1",0.998944002224309
"SBS96I","SBS44",0.993878627628123
"SBS96J","SBS17b",0.999507436822158
"SBS96L","SBS12",0.97561769906475
"SBS96M","SBS18",0.98909344091237
"SBS96N","SBS7c",0.997063933352766
"SBS96O","SBS17a",0.999699324890864
"SBS96P","SBS7d",0.960131413827644
"SBS96Q","SBS13",0.998236119121842
"SBS96R","SBS22",0.982173187113279
"SBS96S","SBS28",0.972692904584304
