"ex.sig","ref.sig","sim"
"hdp.1","SBS1",0.995844520457013
"hdp.5","SBS2",0.998141538421311
"hdp.11","SBS3",0.979143875693417
"hdp.24","SBS4",0.9933218648531
"hdp.9","SBS5",0.987006394661745
"hdp.4","SBS7c",0.996546941935279
"hdp.16","SBS7d",0.984191953921263
"hdp.17","SBS12",0.990462602385611
"hdp.10","SBS13",0.993712110495748
"hdp.13","SBS16",0.987031852507042
"hdp.3","SBS17a",0.99740721811757
"hdp.2","SBS17b",0.996532877161688
"hdp.18","SBS18",0.994781539411521
"hdp.19","SBS22",0.989448862027475
"hdp.15","SBS28",0.980638240124424
"hdp.21","SBS29",0.952558918422075
"hdp.7","SBS38",0.989931962986744
"hdp.8","SBS40",0.989428264260309
"hdp.14","SBS41",0.991580530757423
"hdp.12","SBS44",0.989644903046075
