"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.921369219548745
"SBS96B","SBS2",0.997950451072998
"SBS96C","SBS7b",0.974134597751058
"SBS96E","SBS4",0.994589584838102
"SBS96F","SBS3",0.922430522313017
"SBS96G","SBS44",0.992435981946194
"SBS96H","SBS1",0.999718355833834
"SBS96I","SBS18",0.99280691462383
"SBS96J","SBS17b",0.999332473570711
"SBS96K","SBS7c",0.991109800772671
"SBS96L","SBS17a",0.99970235873215
"SBS96M","SBS35",0.969201526950268
"SBS96N","SBS13",0.998802673218843
"SBS96O","SBS7d",0.959364065733632
"SBS96P","SBS28",0.955827005197444
