"ex.sig","ref.sig","sim"
"signeR.1","SBS5",0.981509315844281
"signeR.2","SBS40",0.991322360456456
"signeR.3","SBS7a",0.909119543684124
"signeR.5","SBS3",0.99502637363013
"signeR.6","SBS4",0.968277583661245
"signeR.7","SBS1",0.998824649545793
"signeR.8","SBS2",0.994638307645845
"signeR.9","SBS44",0.983219242806461
"signeR.10","SBS17b",0.999886332625882
"signeR.13","SBS18",0.983216246456987
"signeR.14","SBS13",0.999806236355922
"signeR.17","SBS7c",0.997105658018519
"signeR.19","SBS26",0.982066208561048
"signeR.22","SBS17a",0.999667053194665
"signeR.25","SBS7d",0.998227129463324
"signeR.26","SBS9",0.944111148198076
"signeR.27","SBS38",0.975033376493044
"signeR.29","SBS22",0.983459240305478
