"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.917872949876302
"SBS96B","SBS2",0.994383247352305
"SBS96C","SBS7b",0.978096931103767
"SBS96E","SBS4",0.987855897758154
"SBS96F","SBS40",0.903419636819775
"SBS96G","SBS3",0.929739584487159
"SBS96H","SBS44",0.994617177516872
"SBS96I","SBS1",0.999704676658487
"SBS96J","SBS17b",0.999490261701169
"SBS96K","SBS18",0.988255034921381
"SBS96L","SBS7c",0.994262131368459
"SBS96M","SBS17a",0.999733058386395
"SBS96N","SBS7d",0.962633124369265
"SBS96P","SBS13",0.99890922708712
"SBS96Q","SBS28",0.969320089130925
