Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14,low confidence hdp.15,low confidence hdp.16,low confidence hdp.17,low confidence hdp.18,low confidence hdp.19,low confidence hdp.20,low confidence hdp.21,low confidence hdp.22,low confidence hdp.23,low confidence hdp.24
DEL,C,1,0,0.0113004150984956,0.00227722299726299,0.0148061938905774,0.0139805571453712,0.202776908529271,0.0478593108373505,0.073911666648272,0.0317606312278758,0.0187289746533846,0.016351535167888,0.0119831067983548,0.0103430609753178,0.0492981731007688,0.0810568202850268,0.0396960151758217,0.0960989061624948,0.00506165709820974,0.0102777068881516,0.050071647069584,0.0166197085116004,0.00268605224248398,0.00330984171301196,0.414990697262337,0.0227829717708995
DEL,C,1,1,0.000561520609790419,0.000367196975171228,0.00110087225100684,0.00717948027788947,0.118648000031775,0.000601423215242176,0.000865114328381778,0.00101165311579152,0.0197239848065154,0.0234729557305281,0.00938093247512342,0.0510363649421848,0.000783665371579731,0.00285026836942439,0.00525474537172566,0.00115551207616455,0.00032664281738576,0.00426884439598172,0.000731714753198711,0.0269365890987513,0.00219319862000986,0.000833089410758111,0.000620182510853194,0.000363075247345012
DEL,C,1,2,3.52634942948383e-05,8.09407816428157e-06,0.000176904552821946,0.00687964316352283,0.117602324813406,3.62180222919377e-05,0.000203756073416709,1.63756799318772e-05,0.0308267361809121,0.0208066722969373,0.0201730697709128,0.0214115055900026,2.97594444903695e-05,0.000120303535073108,0.264757198562044,0.000368629619389918,7.83942761725824e-06,0.00116001206412547,0.000142277868677527,0.0125291314480504,2.46426811237063e-05,0,0.0170107202976876,0.000181537623672506
DEL,C,1,3,0.00496316836581555,0.0025838729300012,0.0153189780335545,0.00127421680284522,0.0610516018697464,0.0188155176371566,0.0538264117112199,0.0146025576992534,0.0129202246382269,0.0129210658966362,0.00913096842262369,0.0121979363673362,0.00661982309663553,0.0230057375532112,0.150121781285495,0.00793262584802535,0.00383260905732625,0.0680463076815999,0.0409963515889389,0.0156666318828481,0.0266880236569739,0.0177650687861662,0.0234783379108709,0.0087138059362803
DEL,C,1,4,0.0135636051989022,0.00206061879005843,0.00521230936940699,0.00122293047070729,0.0501371229668096,0.0109852832402377,0.00610928626794433,0.00995459387858889,0.00132297190753926,0.0027588992629727,0.00285092495800058,0.00893873740154653,0.0219971893857981,0.00817138626688877,0.0415315167624914,0.0256835598278783,0.0102635528460171,0.00705287334988284,0.00351629589731603,0.00275487843055411,0.00278462296697881,0.00123837615112692,0.0641445911225303,0.0267767994916947
DEL,C,1,5+,0.030561395577868,0.00751180520108202,0.00692995695322548,0.00106034188584451,0.0272771718099068,0.179961741525748,0.00418039543959948,0.253944946783589,0.00209893297843451,0.00285530392173836,0.00176248925366922,0.00224318306959374,0.218917086881045,0.0281602813251897,0.0150060305155798,0.323054238177268,0.0324081937697456,0.00647286731782011,0.00631103974633889,0.000987860447319907,0.0098324297683588,0.0108751941998964,0.0643217861256313,0.0269583371153672
DEL,T,1,0,0.036322634469025,0.00597448346507739,0.0688907765791122,0.0112802044518112,0.0413447058463054,0.0701910373147652,0.00799742588160584,0.0533119357782223,0.191435214259261,0.107514348481056,0.0157531956872707,0.170138612913265,0.0982590724973134,0.0040995743105682,0.0211243691378119,0.108774093844594,0.0250077740990538,0.00853768879196344,0.00753056433500341,0.00756895892031027,0.019295219319862,0.0137347173124986,0.0353504031186321,0.0894072796587093
DEL,T,1,1,3.96807897585229e-05,6.59446839540584e-06,0.000164154675141085,0.00225162759842414,0.010997144199485,2.65258754814191e-05,4.75430837972322e-05,9.8254079591263e-05,0.0373396917270758,0.0879244166426225,0.00561751738372576,0.00441933398769481,5.29056790939903e-05,0.000277623542476402,0.0173421234440684,0.000460787024237397,1.04525701563443e-05,0.000928009651300373,2.03254098110753e-05,0.153848829524505,4.92853622474125e-05,2.25159300204895e-05,0.0101887126783025,0
DEL,T,1,2,0.017419679530455,0.00634776232342891,0.0251853911901533,0.0132657008468246,0.00899384950334151,0.0266809498303874,0.105264632445268,0.0183143784838122,0.149794640094793,0.0811896671676517,0.439286947204801,0.0971305451150319,0.0118178060676201,0.00356283546178049,0.0207730769681144,0.00418252837384715,0.0159924323392068,0.26081711249797,0.0843606134208681,0.0179762774357369,0.0123952686052243,0.0137797491725396,0.00177195003100913,0.0120722519742217
DEL,T,1,3,0.0811888050160112,0.0120174459307771,0.0233661430185654,0.0117684551835357,0.0134761101193955,0.0429433519524575,0.013883429452431,0.0294607579574432,0.0122377126425363,0.0640464245264398,0.134451538219322,0.229419932489047,0.156736380920889,0.00629280029613178,0.00889647419759014,0.00520334885831154,0.0529457520319361,0.27837969514883,0.0163517921930101,0.124776513965703,0.0154263183834401,0.00655213563596244,0.0105431026845043,0.261686484523918
DEL,T,1,4,0.474369316896702,0.0342709444339436,0.0117968243242166,0.014792530115413,0.0164256405266067,0.00376769454434157,0.0100833786832094,0.00409573950296172,0.058520035871095,0.0447498638520997,0.0147187570719502,0.0834789686624692,0.00483094982226998,0.0206366833240792,0.00862422276607455,0.00415417224927869,0.300186491272539,0.00872329072222351,0.236130448480168,0.0532957668092803,0.0196895022178413,0.0113705446603472,0.0361477806325862,0.19814831623854
DEL,T,1,5+,0.0178365524311634,0.336680302601606,0.0124490602543282,0.0180911021062981,0.00701470541506987,0.0113586859489377,0.00813156529660517,0.0106296357957807,0.0289263824872873,0.0164112092306829,0.0163483770841208,0.0209145100667928,0.010925022732909,0.00873588746992412,0.00573191723556482,0.0158298065403401,0.334828050865691,0.0114377189522771,0.0108029553145865,0.0466311871717277,0.0111877772301626,0.0220430954900592,0.0104545051829538,0.007533811382409
INS,C,1,0,2.71027280992176e-05,4.32717286249516e-06,7.29133629874238e-05,0.000940855643948701,0.00317500700757726,1.32629377407096e-05,3.05634110125064e-05,3.45708798561851e-05,0.0013100670352491,0.000264902321084241,0.000618236333731132,0.00157477675899548,2.81061420186823e-05,0.000111049416990561,0.00643742900970737,0.000340273494821463,1.21946651824017e-05,0.000417604343085168,3.0488114716613e-05,0.000841768409335977,2.46426811237063e-05,2.25159300204895e-05,0.0014175600248073,0.000272306435508759
INS,C,1,1,0.00115822984446104,6.8402708869338e-05,0.00115904356792577,0.00216966646243067,0.00214720536683958,0.00161195704848624,0.0020214300450216,0.0020678844713976,0.00109057295741737,0.00113054459002261,0.00105810026106682,0.00207703909410835,0.00168471521864925,0.00356283546178049,0.00204627688848816,0.0045157128375265,0.000783071714212795,0.00269122798877108,0.0013211516377199,0.000674806080211486,0.000665352390340069,6.75477900614685e-05,0.00301231505271551,0.000907688118362531
INS,C,1,2,9.01427752250219e-05,1.35680114382699e-05,0.000374926090552819,0.000637744933913681,0.00125742746448265,8.67192083046395e-05,0.000482222707086212,0.000129185919462587,0.000685515715965096,0.00291282045668971,0.00312455065624664,0.000942759330636087,0.000140530710093412,0.000314640014806589,0.00121488542020398,0.000638012802790243,3.65839955472051e-05,0.00150801568336311,0.000335369261882743,0.00342272774705207,0.000123213405618531,0.000292707090266363,0.00239213254186232,9.07688118362531e-05
INS,C,1,3,0.00151224987158024,0.000627866822054848,0.0048230396664632,0.000511772122823127,0.00548534423375689,0.00339225138368149,0.0135344971767049,0.00234718079023573,0.000462016677767453,0.000362622545608165,0.00273140331153833,0.000661224294366905,0.00293461188724477,0.00491393670183232,0.0053923348048572,0.00397694647072585,0.00066635134746695,0.0137809433218105,0.00458337991239748,0.00138439597899057,0.0047313947757516,0.00542633913493797,0.00230353504031186,0.00635381682853771
INS,C,1,4,0.0161132456797166,0.00205789612812511,0.00522984045121817,0.00138879265123845,0.00658194496299886,0.0054541280893718,0.0121778213212053,0.00453606334112998,0.00041862960713675,0.000449134149871672,0.000557565447202071,0.000880036388882239,0.00945027692816401,0.00589487321858227,0.00617981475192918,0.0062099912804917,0.0116537446768109,0.00902489385889613,0.00854683482555717,0.00135656892413649,0.00862493839329719,0.00756535248688447,0.00939133516434837,0.0168829990015431
INS,C,1,5+,0.0587532864865423,0.0236373856034072,0.424971751052263,0.00142189234077428,0.0101527240467142,0.12261789986482,0.229619511002404,0.0166322322508099,0.000724230332835569,0.00576265162487369,0.00124253975611517,0.000995427449666036,0.0156022154253121,0.00956875809735332,0.00829927750910432,0.06204320055578,0.0456846999633289,0.00863048975709348,0.150143802274413,0.000521757278514035,0.336200098570725,0.244860738972823,0.0137326127403207,0.0531905237360443
INS,T,1,0,0.00377540253727954,0.00212040768319653,0.00707060404139248,0.00267137530968063,0.022765618386067,0.00615757390261943,0.00201039325771153,0.0072962751696475,0.00162178645039584,0.00608859619714142,0.0105955636234352,0.0234492829953796,0.00959742084814417,0.0137053488802517,0.0238381011487254,0.00735132529437202,0.00228998391175243,0.00408324246572164,0.00186993770261893,0.00502278340116178,0.0127649088220798,0.00720509760655664,0.0287055905023478,0.00517382227466643
INS,T,1,1,0.000164188626302718,3.60955356133205e-05,0.000606416057195951,0.00132750366566937,0.0471402488569422,2.09146325911189e-05,0.000542500545471988,2.82025598826774e-05,0.0144575731742415,0.0118172536028215,0.0062806501734884,0.0136424792320031,0.000119037777961478,0.000351656487136776,0.0155944448998232,0.000389896712816259,6.70706585032094e-05,0.000974410133865392,0.000315043852071667,0.0109499460850812,9.8570724494825e-05,0.000315223020286853,0.0280854079914946,0.000544612871017518
INS,T,1,2,0.00597405520226759,0.0004067828584819,0.00241132061639284,0.000813488523591986,0.0343583002624863,0.00184252811997858,0.00311916589055412,0.0024754569497021,0.02781700846593,0.0226309936452385,0.0213628258557477,0.00926719494386057,0.00214929321319335,0.00617249676105867,0.0721700488296116,0.0021054422492078,0.00374376221099732,0.00665846924808018,0.00425817335542028,0.0399666075341751,0.00214391325776244,0.00121586022110643,0.0158589527775317,0.00281383316692385
INS,T,1,3,0.00267238888611456,0.00285723104904691,0.0100186148214141,0.00214856995701223,0.0252326331241085,0.00301833856199148,0.0178651627204492,0.0037991577441955,0.0154403459484764,0.0179362656802941,0.0099894614670099,0.0246007995978071,0.00257915185583203,0.0265037941884138,0.0286683684820665,0.00567122491369105,0.00160708266153794,0.0164257708280166,0.0139127430156811,0.0179206233260287,0.0250369640216856,0.0169094634453876,0.0240985204217241,0.00381229009712263
INS,T,1,4,0.0121782589851346,0.00859335285262601,0.0103640568198299,0.00176210380171758,0.0089561163950072,0.0106863570280817,0.00668150124078959,0.0164348143316312,0.00883538756279583,0.0121668257361077,0.00616658890681377,0.00276986425989323,0.00374638340084318,0.0318526744401259,0.0126553004133538,0.00570667006940162,0.00944128399371801,0.00519685404728209,0.00783544548216953,0.0126056558488991,0.0645391818629867,0.0563798887713057,0.0106317001860548,0.0424798039393664
INS,T,1,5+,0.01277657791222,0.498723923875202,0.012808845865135,0.0382865806280854,0.0716431506180853,0.0118892034585661,0.0106734223124786,0.011002637394229,0.00371415574378622,0.182782864661278,0.00507451294929067,0.00330133346101362,0.0138364883855501,0.0106237275587636,0.0111798733006241,0.0121151542218725,0.0103375918846245,0.0156833631069763,0.0090143192512119,0.00236529966259696,0.0798176441596846,0.275617499380812,0.0156817577744308,0.0196968321684669
DEL,repeats,2,0,0.000869645685736081,0.000366529422332937,0.00529119923755732,0.00319915167799361,0.00997090295044537,0.00140893207845538,0.00587072186531893,0.00209881631126892,0.035416309511347,0.0211831872169527,0.0132092654151072,0.0170611189581288,0.000922542779201455,0.00549694614103276,0.00982447101254113,0.00155958685126504,0.000389358238323826,0.00457044753265434,0.00347564507769388,0.0507774183449859,0.00532281912272055,0.00294958683268412,0.00921414016124745,0.000816919306526278
DEL,repeats,2,1,0.0120194983913932,0.0029189272360087,0.0490758729283441,0.00399148307402515,0.0112787949009804,0.0356946463641697,0.0515350048689212,0.0318370510675579,0.032192983910183,0.0211846080279717,0.0163289624004315,0.0190644226855953,0.0323038769942961,0.00426614843605404,0.00932680710546962,0.0817152619751458,0.00927578496624255,0.0077024801057931,0.024156749560463,0.019033705520192,0.0160916707737802,0.01609888996465,0.028351200496146,0.0102568757374966
DEL,repeats,2,2,0.00390440253870206,0.00117216318110747,0.0167111053028335,0.000589368464592092,0.0108735540843111,0.0221506363659551,0.00737512087404564,0.0259791064519269,0.0015426884831691,0.0037638862570265,0.00705784422992567,0.00264346077422135,0.0201239976853765,0.00864334628909865,0.0041364652981885,0.0312838944301482,0.00297114306694087,0.0059624620096049,0.00668705982784378,0.00520365925771331,0.00507639231148349,0.00571904622520433,0.0100115176752016,0.00426613415630389
DEL,repeats,2,3,0.00212149973320284,0.000609780908371714,0.00686580913114365,0.000297412228686361,0.00772929388587465,0.00593057362205729,0.00817995736404164,0.0101265385178736,0.00068062076440676,0.000124242030210547,0.000734724435866929,0.000563548873620454,0.00617839133669505,0.00563575791227096,0.00877644937294348,0.0104917660903284,0.00176038702383099,0.00498805187573951,0.00393296679844307,0.000410449059097708,0.0007885657959586,0.000833089410758111,0.0135554177372198,0.00426613415630389
DEL,repeats,2,4,0.00393206678741107,0.000350777559466543,0.00239777387135692,0.000248429537944702,0.00291271934851661,0.00474915193715408,0.00367949509245007,0.00924225180155223,0.000640237414050491,0.000822228598915627,0.00104596608376101,0.000555888056307007,0.00509217161279656,0.00346104016287248,0.00147249967798218,0.00570667006940162,0.00279867565936119,0.00180961882003573,0.00244921188223458,0.00156527183554211,0.000985707244948251,0.00144101952131133,0.00434127757597236,0.00471997821548516
DEL,repeats,2,5+,3.28302383190798e-05,6.97115892558448e-06,8.16789038930158e-05,0.000252491221459171,0.000990210386194108,1.12224857806004e-05,3.8204263765633e-05,1.63756799318772e-05,0.0266336539267023,0.0152247267846189,0.0165164354398063,0.00506858825500946,6.61320988674878e-06,0.000166574125485841,0.0085451820278926,0.000375718650532032,6.96838010422955e-06,0.000533605549497715,5.08135245276883e-05,0.0276322654701033,9.8570724494825e-05,2.25159300204895e-05,0.00150615752635776,0.000181537623672506
