Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14
DEL,C,1,0,0.00373262370613978,0.0169394803451401,0.00823572191652875,0.00853326968968217,0.0185749522077663,0.00252339485385813,0.0268425107981296,0.0199792365235789,0.00859621548565837,0.00681718661724052,0.0658788073751757,0.0228071496912517,0.165060495049541,0.0283496366572233
DEL,C,1,1,0.00419510390321182,0.0110813040813264,0.00217918910658921,0.00780378137131407,0.0216867575784081,0.000417314747962956,0.000403720366591439,0.000854837906424255,0.046214137496756,0.0180063740033008,0.015109101957044,0.00038062666373918,0.139643911990056,0.0191733099388438
DEL,C,1,2,0.000138794493167095,0.0323213742922505,0.000911563233527973,0.00190015689820617,0.0249017758650034,1.23053720728131e-05,5.72771318993364e-05,6.89561947563739e-05,0.0136964793882941,0.0227860822435983,0.00705649523014032,4.72778382328666e-05,0.0703473563135209,0.0204158532342535
DEL,C,1,3,0.0135791650099083,0.0185140428879697,0.0039486571167224,0.00381155184403907,0.0123633514403079,0.00315840495807738,0.00930024917220642,0.00416364071195629,0.0183967886790376,0.0228040849111701,0.00548472723099816,0.00649309022374437,0.0914441436413404,0.0143221897427184
DEL,C,1,4,0.0056655589332917,0.00364695806570793,0.00677061274489868,0.00313564700017987,0.00346472467975234,0.00251330366497676,0.0210279365596263,0.0308223245133252,0.0015835281614109,0.00504868927342822,0.00990467805563551,0.0275092912971917,0.052951945699009,0.00391603412544024
DEL,C,1,5+,0.0218625535080006,0.00265752004038916,0.00326232068475505,0.00156620151383453,0.00248338525296724,0.00835165406636409,0.0860344783866133,0.122795659262267,0.00271008570937455,0.00544474796000655,0.00114755054395777,0.110056396851777,0.0234739724905876,0.00468467718725185
DEL,T,1,0,0.0103599598867776,0.0155710423533718,0.0479594369809167,0.0237669066723591,0.0763895560280497,0.00674867361119425,0.0439400127144111,0.0559803901716626,0.0264034643259585,0.301959272671051,0.021549494231207,0.0530337147078951,0.0224465635895204,0.018596538678928
DEL,T,1,1,0.00011448528324466,0.0134637904858452,0.000980102296600872,0.00787648111240452,0.0876867108781772,1.00617970690916e-05,7.2736396625565e-05,6.89561947563739e-05,0.0383492996862154,0.092706854621576,0.00600300620617909,4.40725610645367e-05,0.0338964528259958,0.267731670752611
DEL,T,1,2,0.012092772821456,0.0258951501062867,0.123390805891383,0.0160964757424714,0.0846757563836272,0.00350563982830401,0.0254210369674395,0.0686300210097486,0.297641503604647,0.0164713818476985,0.106487987403281,0.047748212657319,0.00710085383491063,0.0093994065844392
DEL,T,1,3,0.0121449216244846,0.0107493149773996,0.561482093239734,0.0123888468749394,0.0846985071755304,0.00821074971831377,0.103468858812648,0.224709631483866,0.0104142675943517,0.0607770057222008,0.196787046599958,0.183814632410801,0.0120452820147887,0.00438993435903838
DEL,T,1,4,0.0334814480381055,0.448972923149495,0.0234669681124374,0.0221265572154203,0.0426165930197915,0.0330797891102199,0.335041748912179,0.0109711494942939,0.0278690283462214,0.00913900124377253,0.278068427874567,0.137141790243457,0.0103778898388127,0.176769410549019
DEL,T,1,5+,0.0126017532084627,0.0143248526942749,0.00913417003955152,0.0126023118517667,0.0204355345323823,0.356743875887704,0.0159043580890658,0.0110931910135849,0.0240292955518531,0.0358306033699935,0.00661346547095663,0.0140567430217109,0.00736949330210537,0.0189132427374789
INS,C,1,0,0.000139097097439988,0.00111982285342676,0.000739049087651751,0.000924532165580467,0.000652933625892535,1.31675318995707e-05,2.71371265697827e-05,5.25380531477135e-05,0.000827995924058056,0.00232446207764551,0.00116071915675729,2.32382594703921e-05,0.00236658578242981,0.000883072630412143
INS,C,1,1,0.000480636453445644,0.00256279516141702,0.00170029841290138,0.00235663017294139,0.00114063022443409,0.000155698226895816,0.00202182714718065,0.00194773886617409,0.00169699843051519,0.00298261842445948,0.00200068853032638,0.00163469135584827,0.00121454278841919,0.00291622021797099
INS,C,1,2,0.00017308964409501,0.00282326346595017,0.000816667842612873,0.000730994448462401,0.00262363871441621,1.82523154232888e-05,0.000119670279463468,9.63197641041414e-05,0.00260841185438506,0.00574602789672187,0.00182761533353274,4.24699224803717e-05,0.000876459105214932,0.00456100078482502
INS,C,1,3,0.006053497611141,0.000613652476819526,0.00331301563113096,0.000185775354324346,0.000460033703841026,0.00109226832506506,0.00319750979049693,0.00547818658342304,0.000556116665412127,0.000568672499177967,0.000469366984782727,0.00450982497584022,0.00569406021690718,0.000629940554417039
INS,C,1,4,0.0194365750522144,0.00125392435228976,0.00221336405800183,0.00103083019339,0.00030279940855932,0.00248435272988507,0.0126457897637869,0.0240131739168268,0.000814795174929587,0.000975320990210255,0.00123879021835441,0.0183694434516989,0.00470502838258208,0.000737434997647837
INS,C,1,5+,0.187725805830135,0.00228575251432777,0.00149770778764543,0.00368428385107038,0.00522939173395807,0.0257259282869956,0.053291755696461,0.0295176295268237,0.00167565253830745,0.000642271640133029,0.00181820918153309,0.0456134980632113,0.0135745167504931,0.000759396227985311
INS,T,1,0,0.0115625092672559,0.00699226309689481,0.0038472041705547,0.00927156307629389,0.0048874600232098,0.0027071524642066,0.00551773411221335,0.00598988533022629,0.00811817984700613,0.00225298089758124,0.0100975041716284,0.00571020127537979,0.0254312028944349,0.00797655002941649
INS,T,1,1,0.000203350071384348,0.0158834435979141,0.00122210130678835,0.00190936746301364,0.0112351542416143,3.48586893591313e-05,9.86501281450706e-05,7.00507375302846e-05,0.0111844049158466,0.0110700520859532,0.0195713804656798,4.64765189407841e-05,0.0278796597525812,0.00704724322987282
INS,T,1,2,0.00399276251273712,0.0187768215554046,0.00375281320696672,0.00152246581301916,0.0228479175721887,0.000726673369436799,0.00463577749869542,0.00413299351428679,0.0546907036392499,0.0367587997303836,0.00431178007664133,0.00336874630391477,0.0818261197240214,0.0511095622664452
INS,T,1,3,0.0344371731999938,0.00715981463255285,0.0039750134445646,0.000837813828996886,0.0185048196013208,0.00428009448723054,0.00339514369998261,0.00422931327839093,0.01492190212122,0.0259826147180279,0.00461089571023032,0.003069854207968,0.0279564138860654,0.00434832360682
INS,T,1,4,0.0988461900810758,0.00510801147466848,0.00733147287924407,0.00160119007448682,0.0143550681073042,0.0140553605757158,0.0108623022159466,0.0110767728719763,0.0118705630035243,0.0131890719571918,0.00343136424947373,0.00973442676021802,0.0084674429068033,0.00762401448978861
INS,T,1,5+,0.0130057299127753,0.00522825079612092,0.00486576905084873,0.0344950713340866,0.163154789325493,0.453335089918665,0.00656696219442372,0.00998770281193511,0.00425738202743284,0.0027898839833973,0.00387345339345746,0.00904849744619542,0.0639603159200134,0.0066496293753417
DEL,repeats,2,0,0.00494868941080729,0.0142924071630893,0.0021423659117092,0.0015945862733041,0.0211871802719046,0.000745523318376363,0.00119570183504809,0.0013911638656405,0.0187504002354789,0.0162601152488419,0.0316056113340369,0.000955172596162322,0.0111403142314225,0.0186161882008089
DEL,repeats,2,1,0.0122719145510089,0.0174564993823295,0.0365941218200822,0.00437165845487851,0.0222179462641572,0.00246366089404289,0.0150763420754919,0.0249369680180074,0.0174356617956839,0.0173021520071121,0.0157675325970198,0.0209120295654766,0.0167393455211587,0.0256391584918876
