Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14,low confidence hdp.15,low confidence hdp.16,low confidence hdp.17,low confidence hdp.18,low confidence hdp.19,low confidence hdp.20,low confidence hdp.21,low confidence hdp.22
DEL,C,1,0,0.00255140455677334,0.0111733500794697,0.0453059480350524,0.013952234054369,0.0635147377671613,0.00651496502818483,0.0158530681962502,0.0193158232954758,0.00151520640498488,0.0104801173524856,0.0176520263874488,0.0150872652171215,0.0251652779858558,0.0537847890046663,0.34989665532598,0.0313779797836328,0.223400130872665,0.183195072361818,0.0172969803576664,0.289801957659914,0.1054327296967,0.00578149480327471
DEL,C,1,1,0.000376573653675972,0.000609898564073311,0.000913716783301021,0.00730251075170422,0.000882196261523689,0.00112779727389516,0.0230846512575319,0.0308552267323539,0.0030154690528375,0.00187402499125972,0.0141694687648209,0.00572520098921262,0.00214506048348373,0.000971463464810165,0.0136052730643294,0.000662831711762896,0.113207315093161,0.00387759829111155,0.00058633831720903,0.007056681083542,0.00166648150205533,0.000595802899574111
DEL,C,1,2,7.3878731988732e-06,3.20750984972816e-05,1.8512718618089e-05,0.00705711741804547,0.000160039450007182,0.00018583405826571,0.0202418677476334,0.025486927158933,0.000151701776948575,0.00373344481941172,0.0257608856920647,0.00140581649928646,0.000382607493114218,2.77560989945761e-05,0.00397752697260478,0.000230807471060294,0.0963965736945944,0.00174148772808771,0.000513046027557901,0.00468927839745049,0.000222197533607377,2.20667740583004e-05
DEL,C,1,3,0.00284676663217933,0.00452840643049122,0.0119536370518115,0.00132931482571805,0.0480389795025092,0.0123734510461919,0.0130109902515432,0.0140372497679558,0.0163548100784321,0.00123139781451991,0.009282052389536,0.0115186541035482,0.00430241357718799,0.00493568748591786,0.0519102783558608,0.0264067419454111,0.0563957864905954,0.14988804721748,0.058633831720903,0.124470748918734,0.0759915564937229,0.00229494450206324
DEL,C,1,4,0.00233337160489421,0.0135567605031011,0.015409682659035,0.00120383235105345,0.00551542316579522,0.00499799353082018,0.00265234226169842,0.00318410428975349,0.001707211042078,0.0018064761118865,0.00209677061985711,0.00684914507565349,0.0238330663532051,0.0277430373009316,0.0535808396843548,0.0037106739578155,0.0510236111999449,0.0159007266207417,0.00249193784813838,0.0229683587525609,0.00599933340739918,0.0129752631462806
DEL,C,1,5+,0.00872562240294348,0.0357843844793839,0.227672710350765,0.00104764542916157,0.00474067388484172,0.00670753220450365,0.00291002694031962,0.00124870372683959,0.00739263136921043,0.00164947060847848,0.00349433723285176,0.00146609110329117,0.00472036232468625,0.183554348074543,0.0331157531376295,0.195168430272471,0.0280529985092324,0.021519812639941,0.101656405746116,0.0159799681311177,0.0127763581824242,0.0521879206478805
DEL,T,1,0,0.00580880039053296,0.037376661550374,0.06611500455844,0.011659998694304,0.0166226134046329,0.066408743357779,0.107998900545371,0.0748610733595275,0.0113477457568787,0.0175700112185909,0.213533201532583,0.0131159311096732,0.135892501123621,0.0988459993665079,0.038354724378689,0.0888431219373624,0.0401100117588597,0.00500999425223262,0.0600996775139255,0.007056681083542,0.00222197533607377,0.0429419423174526
DEL,T,1,1,6.59100191038784e-06,4.68548007460291e-05,8.39412309943486e-05,0.0023848331900661,4.41098130761844e-05,0.00014880190897363,0.096806918710914,0.061650180968657,0.000105511982176173,0.0201569507340464,0.0566324394198486,0.00102998661549235,0.000246620492549526,1.46944053500697e-05,0.00832013409948079,2.36725611343891e-05,0.0106528381164176,0.00142836308732317,7.32922896511287e-05,0.00218529478716139,0,0
DEL,T,1,2,0.00645079332429414,0.0180571798378447,0.0190234667728401,0.0133215513848917,0.10157472032682,0.00776328511523058,0.0796652430610731,0.0905525008063153,0.00476751136631224,0.0114093708552145,0.100115187759975,0.227027841548703,0.0165128169668753,0.00454546938828823,0.00531141905377474,0.024850271050825,0.00958027266778515,0.25196668010672,0.103855174435649,0.113020714773503,0.110098877902455,0.0183374892424476
DEL,T,1,3,0.0131703218099685,0.0796756452833725,0.0621616515373798,0.012865829559674,0.0108662827981908,0.0135281807922995,0.0571664256496875,0.158886004326551,0.00583531073958013,0.00647556419288674,0.00375376912468802,0.427232597924072,0.375077501066,0.204456323329164,0.00904674304465484,0.0159257155031603,0.0143989451466413,0.00982267708699718,0.159630606860158,0.0045526974732529,0.00999888901233196,0.102478098726747
DEL,T,1,4,0.0335424157834221,0.476890939738542,0.0038519134669884,0.0149520968230526,0.00904533923273808,0.0107359567356766,0.0441097270444365,0.0536365234941312,0.0359786802398247,0.0074796691565427,0.040205212028777,0.0309173262894777,0.193712329872195,0.00489976782839547,0.0235668473126833,0.00489430201453495,0.0185450502088551,0.0335472303482118,0.00725593667546174,0.0224220350557705,0.00588823464059549,0.344947812079352
DEL,T,1,5+,0.356223083379443,0.0171347587045895,0.0117091677264987,0.0179164991649238,0.00832714099418995,0.0127861911828472,0.0165719470961084,0.0341195968218644,0.0190723096708751,0.0174787289491676,0.0269441755857481,0.0325482861625464,0.0176529565648301,0.0134813005528362,0.00637114588290445,0.00929739838553133,0.00628385592198808,0.00784527353367591,0.00659630606860158,0.00594127020259504,0.00711032107543606,0.226250634419754
INS,C,1,0,4.14536112731258e-06,2.86160192475748e-05,4.18438160545846e-05,0.00096219380186826,2.77100107786287e-05,9.42636527434763e-05,0.000284680216381506,0.000411618235570467,6.33977575307479e-05,0.000355088028056518,0.00173440737201664,0.000730386377939495,0.000281193458794786,1.14289819389431e-05,0.00454574511154832,5.32632625523755e-05,0.00332692090075818,0.00266370413581889,7.32922896511287e-05,0.00509902117004325,0,2.20667740583004e-05
