Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14,low confidence hdp.15,low confidence hdp.16,low confidence hdp.17,low confidence hdp.18,low confidence hdp.19,low confidence hdp.20,low confidence hdp.21,low confidence hdp.22
DEL,C,1,0,0.020023249880186,0.0147980606002396,0.0129213839397755,0.00260830269768708,0.013796040767713,0.0166678270294432,0.0194020746576098,0.0175314366509449,0.206836447104138,0.0019593158260603,0.0299039998980396,0.0497225240721263,0.00792363317327761,0.00824939841664695,0.0503415283358078,0.0606944771252815,0.0302271647412109,0.436806155551571,0.00644169635995249,0.0117099299546766,0.0092310136638068,0.0632115363764502
DEL,C,1,1,0.0282134561526884,0.0288892752536492,0.000819113920192994,0.000371269359360561,0.00708663399707866,0.0242158294823358,0.0306371190775214,0.0208355807422041,0.120198308691142,0.00341925620757023,0.0116802727575666,0.0018583623399792,0.00399806033459228,0.0236982022992791,0.0010484905929424,0.0022252848835255,0.065071116010558,0.0249743246988246,0.00139733109760358,0.000379068809229501,0.03077534159517,0.00140951967906321
DEL,C,1,2,0.0261005323168205,0.0146228755250452,6.52183416518635e-05,8.34345222221937e-06,0.00705150636893097,0.0207346742892332,0.0250886491860922,0.0299203624831902,0.10858989218848,0.000258158549686781,0.00187656736601077,4.41637078919384e-05,0.00107356481007026,0.0271368455764805,3.07557240596437e-05,0.000356314497966318,0.0145206685322253,0.00511875845654761,0.000335359463424859,8.24062628759786e-06,0.0165951700031776,0.00032527377209151
DEL,C,1,3,0.0155679019813265,0.013001474249335,0.00553387477323358,0.00274040260302949,0.00120214549660977,0.0136290500456804,0.0143823156967885,0.0133556219181393,0.0591269533298522,0.0214545889699071,0.00543756767634706,0.00912561669388158,0.00572401260782515,0.0104263296366126,0.0192167355874483,0.00795993142626643,0.0225536078908016,0.00542034135924229,0.0118633410186544,0.00530696332921302,0.015403558945027,0.0266724493115039
DEL,C,1,4,0.0027528463925158,0.00694546592522597,0.01564791549979,0.00230149344449098,0.00125038267215778,0.00260194009870244,0.0028264715679112,0.00203359063789816,0.050086164014893,0.0021870869631277,0.00140009430207806,0.0225351130532812,0.0203064971292452,0.0019680796407944,0.0133368003422273,0.0133718780463209,0.0143322282657708,0.0715159023849502,0.00387060714036191,0.0114297486608982,0.00409119796631713,0.00910766561856229
DEL,C,1,5+,0.00241543692982124,0.00221993071324601,0.0237544678257184,0.00878460739556187,0.00107194385538382,0.00292039490669555,0.00164542402013222,0.00253972304102773,0.0274823629846647,0.0114393818178396,0.00144284096824695,0.208602625416214,0.0130727449514959,0.00139887545133687,0.159566288371261,0.322807489327372,0.00380918538618814,0.0717685799520728,0.0104240899881227,0.0168108776266996,0.00185096917699396,0.00802341971159059
DEL,T,1,0,0.143515313536043,0.0839515471193401,0.0378362129985079,0.00603247935035127,0.0110293899665781,0.110282951050215,0.0897824930350924,0.205917699662001,0.0401083401592498,0.00789857595979181,0.0280116986008136,0.0830928541958428,0.118698274547641,0.0183258897101169,0.0589195793735339,0.0906316178695082,0.296066578638142,0.0217547234403273,0.040634388318312,0.0281582200247219,0.0323879885605338,0.00715602298601323
DEL,T,1,1,0.0957216620954083,0.0106612799212982,7.62157297995351e-05,7.03111562773911e-06,0.00214725448089544,0.0948749687516951,0.0676571481543302,0.0546965007901544,0.0116265181864629,0.000186896033366993,0.00691757230291235,9.76250384979691e-05,0.000919841327371029,0.00910870079502197,1.39798745725653e-05,0.000665568590540859,0.0115810003755345,0.0217139689940172,0.000517012506113324,1.64812525751957e-05,0.127383222116301,0.00010842459069717
DEL,T,1,2,0.090046847267262,0.020036147185874,0.0207141550665651,0.00605001693938659,0.0125616874966947,0.0776739459720047,0.0839756204644392,0.110269186259953,0.00915407422154324,0.00578866764641422,0.00718854556272969,0.0100681631965227,0.013034001634718,0.111485642051334,0.0205560075715001,0.00479343843490538,0.0291382492014844,0.00250232300343968,0.00638580311604835,0.0195797280593325,0.00526692087702574,0.020383823051068
DEL,T,1,3,0.0826719437535363,0.295892435424501,0.102407076584006,0.0127390406518124,0.0106378316212711,0.0653433293362806,0.148239148130135,0.0229347402546695,0.0151691055785804,0.00582013071965729,0.00712515868571935,0.123854794377263,0.288893915799525,0.272889201130762,0.0640306215172637,0.00837002924468049,0.137833286896268,0.00613761961429992,0.00959966464053658,0.077601977750309,0.184350174769622,0.00368643608370378
DEL,T,1,4,0.0497024536748277,0.0484660606362864,0.477890462402967,0.0357689321029284,0.014401374118923,0.0441869711347153,0.0514049181519275,0.0467861926843192,0.0173148405125666,0.0257658367496763,0.00160559410619343,0.00360863981590707,0.297456188807431,0.0262077666979705,0.00422471809582924,0.00475982385962553,0.0294639816620701,0.0368909247998957,0.0135261650248026,0.313564070869386,0.0448999046711154,0.272470996421989
DEL,T,1,5+,0.0230421165907164,0.0349433755633669,0.0173097795176874,0.350214578574498,0.0180357875746816,0.0168348440476607,0.0316848833752336,0.0254636230144246,0.00692489579756933,0.0205787323070635,0.00691221487113657,0.0131015126069953,0.0151698831951488,0.0281213633181115,0.0104513542304498,0.0114222326800901,0.00791718319489704,0.0115335083057562,0.0125480332564801,0.276934487021014,0.044161105815062,0.00758972134880191
INS,C,1,0,0.000521330139831006,0.000840905973373689,5.61906349634764e-05,4.54130706904138e-06,0.000982322222247051,0.00026506419034942,0.000440935066299543,0.00121193685644891,0.00315528165657612,0.000117247007982746,0.00213276539293068,6.62455618379076e-05,0.000676133366994193,0.000740777912392259,1.95718244015915e-05,0.000531110289421493,0.00129889183663306,0.00233930521819931,0.000139733109760358,4.12031314379893e-05,0.00086590403558945,0
INS,C,1,1,0.00110760309565815,0.000694752070995513,0.00151763956437868,7.98528288684837e-05,0.00218869852733601,0.00115443420028452,0.000899425305460747,0.000978162401647512,0.00215589296625509,0.00046065166209735,0.00135080592974084,0.0015922178897883,0.00141725552342221,0.000876985464025674,0.0016468292246482,0.00243369525026051,0.00258432365423365,0.00273869879203821,0.00164885069517222,0.00125257519571487,0.000873848109310455,0.00260219017673208
INS,C,1,2,0.00312423869055519,0.00268736488506165,8.17417805603054e-05,1.40466699519864e-05,0.000601251514860342,0.00305624511007385,0.00280260126546915,0.00119730741910827,0.00129794345188636,0.000441558686026765,0.00107955069983003,0.000328903403511015,0.000651137678750416,0.00257503960772225,1.95718244015915e-05,0.00148576422736899,0.000806255140044768,0.00397763395986502,0.000503039195137288,6.59250103007829e-05,0.00418652685096918,0
INS,C,1,3,0.000409168876724495,0.00192859159271912,0.00193116324408068,0.000718366827297098,0.000489790567531673,0.000285908930550324,0.000975088544180425,0.000618851558855512,0.00546878229305241,0.00576365853691331,0.000231102688601759,0.00327276319536049,0.00258205459558226,0.00282929370410463,0.00354809216651708,0.00258832229654778,0.000516864730846729,0.00466230865787457,0.00521204499406134,0.00145035022661722,0.00156498252303781,0.00444540821858398
INS,C,1,4,0.000255959310676228,0.000722110061960859,0.0161990433147726,0.00241479010811405,0.00139667330337504,0.000439996192115623,0.0002765790123723,0.000429822094839216,0.00644553509139698,0.00980383983951143,0.00110836804338189,0.00940105876678657,0.00917341758546651,0.000361308452753902,0.00677464721786516,0.00410770109919661,0.00106872551117787,0.00511875845654761,0.00336756794522462,0.0138442521631644,0.00118366698442962,0.00997506234413965
INS,C,1,5+,0.000550942582847843,0.000995954158222358,0.0525060175136416,0.022339970686602,0.00134849571667885,0.00515817054056496,0.000414861123793134,0.00048336451753862,0.0105931053603761,0.330009990198043,0.00665776505879612,0.020001510863691,0.00906718591043045,0.000922865902470614,0.0965645856225378,0.0400282362432351,0.000881631246626583,0.0166604176515658,0.526206944735555,0.0408240626287598,0.00127105179536066,0.098774802125122
INS,T,1,0,0.00598731912456064,0.014884244142594,0.00304660479714825,0.00226907146866568,0.0026703552165943,0.00603462750975812,0.00751031591945965,0.00140973080319631,0.0223732242423936,0.0101429418511313,0.00597951419598173,0.010651589021832,0.0185268041262882,0.00553576165112228,0.00833480122016345,0.0129819489730747,0.0189530527996167,0.0135956832890468,0.00641374973800042,0.0011701689328389,0.00927073403241182,0.0107340344790198
INS,T,1,1,0.0143501710689922,0.0101089244320333,0.000254088908247696,3.03134192021448e-05,0.00126087031007804,0.0120729826675233,0.0127368029394725,0.0151367229651787,0.0471578036604909,0.000347707296609383,0.00339413040902525,7.43809817127383e-05,0.00203089966980696,0.0122051524688216,2.79597491451307e-05,0.000436989478637937,0.0119699949255728,0.0122426356715518,0.000978131768322504,8.24062628759786e-05,0.0124165872259295,0.00032527377209151
INS,T,1,2,0.0292668967334261,0.029227522174136,0.00596408603196563,0.000468296680182895,0.00078433826207624,0.023836821289116,0.033291544035576,0.0286463164164099,0.033566672824754,0.00323289800451509,0.00135864469833909,0.0022058609889184,0.00663885479754742,0.0278752338827038,0.00232065917904585,0.00333456586776026,0.01931512731159,0.0102130642453092,0.00272479564032698,0.00351874742480429,0.04422465840483,0.00498753117206983
INS,T,1,3,0.0197470623300194,0.0164135910624379,0.0021951005596248,0.00304163053537319,0.00212645797161038,0.0185362228344517,0.0170643083399435,0.0162223985516066,0.0250195146696046,0.0263749295778435,0.00187301454283315,0.00331227809189538,0.00792363317327761,0.00662781167035861,0.00553603033073587,0.00593633399441998,0.0282418119339221,0.0201326964771857,0.00832809334171732,0.00187062216728471,0.0175007944073721,0.00921609020925946
INS,T,1,4,0.0116907296725086,0.00743987648512869,0.00682664237101062,0.010635033116386,0.00176710740071194,0.0115719734026464,0.0106024074575439,0.00987177298170931,0.00909667606688864,0.0813212877271157,0.00416655928305607,0.00970904251919087,0.00469044089894493,0.00756788273724608,0.0271628962944944,0.00453124474772261,0.0135919272189851,0.0117617332050927,0.0131768322504017,0.00766378244746601,0.0102399110263743,0.00531280494416134
INS,T,1,5+,0.00492536841876201,0.00221723013903055,0.0143285024889387,0.475155482903518,0.0386214715020041,0.160769070617951,0.00116324095289656,0.00268252480101494,0.075107928214135,0.0214360338241483,0.207632682296344,0.0115732158733664,0.00759244030404755,0.00255114354603218,0.0119667726341159,0.0103465662711352,0.00411607382012838,0.0297833493634156,0.0135541116467547,0.0136547177585497,0.000921512551636479,0.0107340344790198
DEL,repeats,2,0,0.029240398194943,0.0316586847575394,0.00105060620503279,0.000401816198115084,0.00315975845658915,0.0217605129912294,0.0318439743562554,0.0372759710898595,0.0102489624747525,0.00580937411342035,0.00702043499300742,0.00159919110682387,0.00499163894228246,0.022100033693447,0.00193761061575756,0.00203704326195839,0.0213031721226854,0.0119736563259052,0.0060923635855516,0.000601565718994644,0.0494200826183667,0.00390328526509812
DEL,repeats,2,1,0.0269123144817775,0.0151493700807903,0.0146982554695455,0.00308971755671362,0.00402936836561932,0.0228504906412215,0.0222513812608187,0.0299829988804527,0.011289264485354,0.0181318733033134,0.00634782353206228,0.0351473382649474,0.0107006541371613,0.00868287297570488,0.0295143111975999,0.0634374264681166,0.0154534478511753,0.0224067945812888,0.0398099629707259,0.0119983518747425,0.0197648554178583,0.0232028624091944
DEL,repeats,2,2,0.00394589976317026,0.00420100737876132,0.00359532522368058,0.00122632927008075,0.000594339208049262,0.00375447704316274,0.00467251557108338,0.00192192585603461,0.0109312729329002,0.00766946024694479,0.000505910741690186,0.0177317287186133,0.00268578670179394,0.00796121191266467,0.0193761061575756,0.0356852331170796,0.0018507526169642,0.0121611267789316,0.0143645636833648,0.00304903172641121,0.00396409278678106,0.0112761574325057
DEL,repeats,2,3,0.000193617485114186,0.000562189101897332,0.00266590914176766,0.000711110072768727,0.000301549384633376,0.000119836361267263,0.000174486882411015,0.00056863700365927,0.00755124920598634,0.000907857566398513,0.000120626805983202,0.00551581467513525,0.00151348892316076,0.000395240860353805,0.00575691234898241,0.0114020639349222,0.000576088814589584,0.0168804916616403,0.00469503248794802,0.00254635352286774,0.000341595170003178,0.00238534099533774
DEL,repeats,2,4,0.00080705060826301,0.000646670108333241,0.00349104153308624,0.000530949081591709,0.000249230372735717,0.000801703418127853,0.000771776866565217,0.000774865941305775,0.00287641027933815,0.00121791674117857,0.0002577770594433,0.00480454653750719,0.00304947396574091,0.000635635240955938,0.00604489776517725,0.00393962822279741,0.000916627296110997,0.00396133218134098,0.0026968490183749,0.00262875978574372,0.0017318080711789,0.00249376558603491
DEL,repeats,2,5+,0.0221618012110661,0.0261462257024274,7.02519720478127e-05,6.94293490795189e-06,0.00024348004853512,0.016621523957786,0.024529989455952,0.0276742166644712,0.00100251694247306,0.000175063766506348,0.000479631128979493,3.2541679499323e-05,0.000483666567517103,0.0373605366099613,1.39798745725653e-05,0.000275639517294699,0.0045548704405868,0.00100255937922827,0.000125759798784322,1.64812525751957e-05,0.0259771210676835,0.00032527377209151
DEL,repeats,3,0,0.0170394707430611,0.0133463258350227,0.000289214894271603,7.81047757762313e-05,0.00450786684573117,0.0133739067481211,0.0190831532190345,0.0176178294092943,0.00160890577535803,0.00102053301673056,0.00771515290928001,0.000404446588063015,0.00123103764600606,0.0171372996016527,0.000170554469785297,0.00147231839725705,0.00271892384455832,0.00418140619141548,0.000461119262209181,0.000238978162340338,0.0226485541785828,0
DEL,repeats,3,1,0.00629889471260528,0.00407669290264732,0.0107703823594891,0.00561753200563963,0.00196684923201143,0.00610907181648204,0.00613234577129902,0.00508537693503139,0.000643963007609878,0.0422497979774891,0.00191480251068427,0.0351740689302504,0.00510411953937946,0.00330625909543848,0.0498326609013664,0.0222125113449192,0.00239049938016612,0.000855843372511941,0.0104520366100748,0.0115286361763494,0.00613282491261519,0.0236365607719831
DEL,repeats,3,2,0.00095769256881858,0.00136373127067389,0.00495254517587532,0.00160827627718731,0.00177044437641384,0.00107198297250509,0.00101234337184557,0.000597731132424547,0.000467691271178267,0.0134871707301988,0.000632120555523944,0.00569246950670301,0.00249456968672904,0.00177595530480622,0.00525643283928457,0.00363709704527883,0.00117775166534085,0.000798787147677812,0.018374903933487,0.00412031314379893,0.0011518906895456,0.00585492789764719
