"ex.sig","ref.sig","sim"
"hdp.6","SBS1",0.99595057530722
"hdp.7","SBS2",0.997798406715705
"hdp.13","SBS3",0.976190442426218
"hdp.5","SBS4",0.991047010089147
"hdp.2","SBS5",0.987987840450408
"hdp.1","SBS7a",0.923930618889448
"hdp.16","SBS7c",0.997077600065154
"hdp.19","SBS7d",0.979342726294042
"hdp.22","SBS12",0.990004056439048
"hdp.20","SBS13",0.993845193646565
"hdp.26","SBS16",0.990252743537546
"hdp.15","SBS17a",0.997775229352332
"hdp.8","SBS17b",0.996509267300767
"hdp.14","SBS18",0.993204013258859
"hdp.42","SBS22",0.988790618155021
"hdp.40","SBS28",0.979723929402725
"hdp.32","SBS29",0.944807314182334
"hdp.41","SBS35",0.958433473308726
"hdp.28","SBS38",0.99045023245397
"hdp.4","SBS40",0.989184872936178
"hdp.37","SBS41",0.992032993035543
"hdp.11","SBS44",0.987899788674734
