Signature,NumberOfPostSamples
low confidence hdp.1,2901
low confidence hdp.2,2600
low confidence hdp.3,2394
low confidence hdp.4,2200
low confidence hdp.5,1800
low confidence hdp.6,1600
low confidence hdp.7,1400
low confidence hdp.8,1200
low confidence hdp.9,525
low confidence hdp.10,193
low confidence hdp.11,164
low confidence hdp.12,23
low confidence hdp.13,20
low confidence hdp.14,3
low confidence hdp.15,2
low confidence hdp.16,2
