MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00362732	0.00000001	0.00524881	0.03077509	0.08888569	0.02728723	0.35112671	0.00933063	0.00984419	0.00720313
1:Del:C:1	0.00001542	0.00019924	0.01228150	0.01948451	0.22085259	0.00101604	0.10788183	0.00150561	0.00088187	0.00020812
1:Del:C:2	0.00000000	0.00000000	0.01496331	0.00023472	0.19456279	0.00525820	0.00088128	0.00009941	0.01345833	0.00000002
1:Del:C:3	0.00243510	0.00190570	0.01044904	0.00417180	0.07313089	0.00024134	0.01205784	0.00060775	0.00115974	0.00025156
1:Del:C:4	0.00381209	0.00041855	0.00032924	0.00025528	0.04619310	0.00188138	0.01420857	0.00074482	0.00238757	0.00182684
1:Del:C:5	0.01451235	0.00342372	0.00123872	0.00030706	0.02522046	0.00106487	0.00082499	0.00207017	0.00364045	0.00203750
1:Del:T:0	0.00777423	0.00119065	0.11192329	0.03401381	0.03262082	0.00158801	0.10664954	0.00380713	0.00300521	0.01715092
1:Del:T:1	0.00000000	0.00000000	0.17071476	0.01936915	0.00421284	0.00000546	0.02857914	0.00623528	0.00000155	0.00001898
1:Del:T:2	0.00700486	0.00073721	0.12611260	0.00586253	0.01395392	0.01225899	0.08361890	0.00020601	0.00241689	0.01052657
1:Del:T:3	0.02016612	0.00212854	0.09903486	0.00704818	0.01295411	0.02334784	0.11142511	0.00016049	0.00229572	0.01651479
1:Del:T:4	0.04738717	0.00419824	0.05288798	0.00055298	0.01005286	0.01890611	0.09122999	0.00033244	0.00344470	0.01257352
1:Del:T:5	0.82049342	0.00007067	0.01022608	0.00263247	0.00551249	0.00935789	0.01069725	0.00404498	0.03059473	0.03382543
1:Ins:C:0	0.00000000	0.00000000	0.00000350	0.00000916	0.00000097	0.00001034	0.00000798	0.00000477	0.00000346	0.46310306
1:Ins:C:1	0.00013999	0.00000000	0.00004777	0.00025835	0.00595508	0.00139660	0.00000000	0.00002057	0.12876845	0.01386728
1:Ins:C:2	0.00000687	0.00000000	0.00218940	0.00011380	0.00462933	0.00000000	0.00000155	0.00000028	0.07840208	0.00118562
1:Ins:C:3	0.00045490	0.00041328	0.00000000	0.00000000	0.00679531	0.00017105	0.00000000	0.00017658	0.02952229	0.00200360
