MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	0.00276776	0.00000814	0.00558768	0.04352347	0.10733303	0.02753425	0.32155790	0.01103059	0.00674241
1:Del:C:1	0.00000663	0.00022752	0.00849079	0.02138858	0.21955011	0.00278214	0.08939401	0.00356782	0.00003079
1:Del:C:2	0.00000000	0.00000000	0.00996029	0.00041124	0.19224048	0.00413869	0.00105043	0.00053386	0.00000000
1:Del:C:3	0.00252195	0.00149453	0.00785330	0.00536294	0.07029070	0.00003031	0.01195036	0.00115064	0.00054144
1:Del:C:4	0.00366869	0.00077527	0.00017855	0.00090946	0.04263908	0.00183903	0.01089392	0.00230960	0.00174408
1:Del:C:5	0.01492247	0.00307130	0.00009751	0.00245892	0.02319336	0.00070555	0.00277190	0.00268769	0.00297727
1:Del:T:0	0.00753587	0.00147641	0.10699527	0.04017106	0.03634446	0.00397270	0.09571179	0.00863883	0.01625520
1:Del:T:1	0.00000000	0.00000000	0.19719502	0.01675716	0.00421856	0.00001635	0.01559975	0.03024614	0.00000000
1:Del:T:2	0.00686419	0.00112522	0.11844231	0.00936960	0.01812156	0.01210280	0.08224478	0.00197204	0.00955293
1:Del:T:3	0.02025357	0.00207157	0.09704567	0.01090059	0.01411151	0.02241024	0.10838681	0.00403142	0.01856924
1:Del:T:4	0.04755677	0.00359188	0.04951236	0.00546301	0.01150755	0.01806285	0.08889522	0.00237870	0.01353353
1:Del:T:5	0.81785136	0.00045254	0.00253677	0.00848770	0.00082453	0.00009483	0.01686676	0.01076782	0.04865849
1:Ins:C:0	0.00000000	0.00000000	0.00000073	0.00000014	0.00000012	0.00000224	0.00000142	0.00003361	0.46012994
1:Ins:C:1	0.00023132	0.00000263	0.00651239	0.00227068	0.00488624	0.00126901	0.00116080	0.00010017	0.01088746
1:Ins:C:2	0.00001528	0.00000000	0.00605562	0.00132282	0.00443685	0.00012415	0.00087378	0.00009194	0.00052092
1:Ins:C:3	0.00047628	0.00067623	0.00082696	0.00033367	0.00807421	0.00004552	0.00085707	0.00005654	0.00184141
1:Ins:C:4	0.00287820	0.00148750	0.00000062	0.00121327	0.00732480	0.00011507	0.00156222	0.00019865	0.00116426
1:Ins:C:5	0.00853786	0.02177820	0.00000000	0.00807927	0.00585855	0.00000126	0.00941050	0.00274857	0.00128165
1:Ins:T:0	0.00125510	0.00206053	0.01298104	0.00554379	0.01478926	0.00537760	0.01149993	0.00423037	0.03211954
1:Ins:T:1	0.00000016	0.00000082	0.01728890	0.00490246	0.05869738	0.00027214	0.00714839	0.00061421	0.00268754
1:Ins:T:2	0.00068155	0.00012112	0.03030908	0.00070216	0.05213913	0.00000000	0.00358667	0.00046772	0.00168658
1:Ins:T:3	0.00117843	0.00352283	0.02102753	0.00247795	0.03060684	0.00007006	0.00503526	0.00034617	0.00051350
1:Ins:T:4	0.00304956	0.01474679	0.01469891	0.00932675	0.00714073	0.00086109	0.01356169	0.00215213	0.00499289
1:Ins:T:5	0.00245212	0.90874237	0.00034803	0.03788093	0.00140628	0.00326890	0.03028676	0.00710016	0.24074769
2:Del:R:0	0.00013603	0.00017059	0.02926098	0.00901957	0.00642795	0.00131737	0.01275800	0.06666546	0.00101251
2:Del:R:1	0.00355216	0.00010098	0.01493426	0.00584018	0.00996144	0.00041923	0.00233024	0.22348383	0.00635128
2:Del:R:2	0.00178481	0.00010723	0.00220058	0.00038714	0.01183734	0.00120891	0.00059454	0.04970439	0.00200137
2:Del:R:3	0.00075298	0.00022459	0.00001468	0.00025304	0.00611211	0.00023830	0.00023673	0.00893345	0.00042039
2:Del:R:4	0.00095609	0.00000872	0.00041726	0.00011660	0.00327945	0.00012741	0.00010150	0.00275374	0.00000695
2:Del:R:5	0.00000000	0.00000000	0.02207158	0.00095553	0.00030253	0.00001346	0.00137490	0.00197700	0.00000006
3:Del:R:0	0.00000142	0.00011223	0.01818699	0.01164064	0.00104274	0.00189816	0.00290121	0.00448036	0.00116831
3:Del:R:1	0.00499913	0.00375449	0.00247159	0.00209632	0.00006378	0.00493091	0.00331068	0.08552128	0.00454041
3:Del:R:2	0.00237453	0.00050965	0.00014384	0.00081036	0.00003238	0.00021505	0.00165092	0.01800135	0.00123860
3:Del:R:3	0.00046299	0.00039553	0.00039846	0.00035679	0.00002276	0.00009609	0.00042726	0.00362857	0.00039481
3:Del:R:4	0.00000000	0.00000002	0.00629385	0.00012586	0.00000847	0.00000173	0.00043638	0.00025479	0.00001540
3:Del:R:5	0.00000000	0.00000002	0.00920017	0.00020727	0.00006689	0.00001026	0.00064380	0.00045687	0.00000040
4:Del:R:0	0.00000346	0.00005228	0.01187118	0.00638785	0.00057320	0.00237214	0.00138638	0.00722841	0.00030149
4:Del:R:1	0.00223734	0.00046682	0.00032275	0.00110751	0.00033389	0.00246080	0.00383783	0.05809685	0.00083458
4:Del:R:2	0.00053775	0.00000037	0.00001682	0.00007430	0.00000604	0.00020617	0.00001790	0.01218159	0.00060448
4:Del:R:3	0.00000542	0.00000000	0.00384282	0.00012512	0.00003198	0.00002798	0.00024154	0.00468634	0.00001652
4:Del:R:4	0.00000000	0.00000001	0.00450260	0.00008734	0.00006673	0.00014315	0.00032190	0.00079836	0.00000000
4:Del:R:5	0.00022818	0.00002493	0.00172596	0.00005110	0.00017802	0.00000000	0.00011881	0.00066592	0.00002306
5:Del:R:0	0.00000000	0.00000000	0.01825308	0.25403317	0.00220202	0.02500995	0.00072780	0.00387720	0.00210485
5:Del:R:1	0.00307750	0.00001650	0.00015299	0.00016866	0.00000000	0.00712974	0.00008078	0.01386548	0.00016115
5:Del:R:2	0.00044050	0.00009906	0.00040072	0.00038384	0.00003465	0.00032542	0.00022378	0.00215958	0.00002925
5:Del:R:3	0.00016081	0.00000130	0.00015667	0.00001179	0.00001218	0.00016001	0.00002169	0.00140478	0.00015646
5:Del:R:4	0.00004992	0.00001368	0.00008390	0.00011378	0.00006262	0.00004683	0.00002390	0.00015680	0.00000074
5:Del:R:5	0.00001541	0.00001104	0.00062075	0.00003395	0.00002910	0.00000000	0.00006034	0.00000771	0.00016275
2:Ins:R:0	0.00031371	0.00042064	0.00890585	0.00184820	0.00236917	0.00207169	0.00145998	0.00145704	0.02465076
2:Ins:R:1	0.00026318	0.00000751	0.01934091	0.00150572	0.00358644	0.00022852	0.00175712	0.00032029	0.00003799
2:Ins:R:2	0.00104805	0.00027476	0.00738011	0.00039905	0.00128751	0.00055878	0.00151040	0.00018804	0.00141598
2:Ins:R:3	0.00039786	0.00047430	0.00111553	0.00023202	0.00099682	0.00050735	0.00042072	0.00021717	0.00079546
2:Ins:R:4	0.00191022	0.00268329	0.00003425	0.00148096	0.00011763	0.00007423	0.00140799	0.00004587	0.00254983
2:Ins:R:5	0.01426216	0.01482576	0.00047168	0.00958274	0.00000205	0.00052601	0.01191979	0.00196786	0.00172281
3:Ins:R:0	0.00005106	0.00000081	0.00427339	0.00055451	0.00014159	0.00100425	0.00035511	0.00005047	0.00656658
3:Ins:R:1	0.00127074	0.00027579	0.00636915	0.00101917	0.00023672	0.00020262	0.00081252	0.00068287	0.00236506
3:Ins:R:2	0.00023050	0.00001244	0.00138879	0.00017801	0.00013987	0.00060902	0.00014560	0.00034737	0.00012185
3:Ins:R:3	0.00000165	0.00010408	0.00002075	0.00002259	0.00000000	0.00018716	0.00000724	0.00011290	0.00029442
3:Ins:R:4	0.00011746	0.00008637	0.00000046	0.00012144	0.00001250	0.00020315	0.00004329	0.00008330	0.00041958
3:Ins:R:5	0.00190196	0.00094826	0.00000417	0.00034574	0.00004984	0.00003840	0.00026816	0.00004799	0.00273474
4:Ins:R:0	0.00001026	0.00000062	0.00274177	0.00063924	0.00003802	0.00181589	0.00019244	0.00005633	0.00530305
4:Ins:R:1	0.00115299	0.00080511	0.00392915	0.00150165	0.00023384	0.00053195	0.00097693	0.00118210	0.00177531
4:Ins:R:2	0.00001506	0.00004899	0.00022081	0.00004433	0.00015285	0.00058632	0.00003600	0.00001157	0.00007627
4:Ins:R:3	0.00009779	0.00015683	0.00000000	0.00004929	0.00001508	0.00029332	0.00006952	0.00000519	0.00091445
4:Ins:R:4	0.00029280	0.00026887	0.00002927	0.00008508	0.00000000	0.00010793	0.00007912	0.00004053	0.00195844
4:Ins:R:5	0.00219179	0.00086309	0.00056671	0.00148024	0.00002341	0.00008014	0.00090521	0.00009150	0.00025564
5:Ins:R:0	0.00000000	0.00000003	0.00517016	0.00011252	0.00006553	0.00849657	0.00032061	0.00008315	0.00331885
5:Ins:R:1	0.00012465	0.00125709	0.00676975	0.00982592	0.00042445	0.00506160	0.00182927	0.00175030	0.02822924
5:Ins:R:2	0.00000118	0.00027045	0.00022414	0.00003473	0.00002979	0.00163563	0.00004761	0.00014696	0.00052405
5:Ins:R:3	0.00009106	0.00024993	0.00015831	0.00019871	0.00001837	0.00000554	0.00023171	0.00000131	0.00014058
5:Ins:R:4	0.00000417	0.00027773	0.00011335	0.00003333	0.00003100	0.00002506	0.00014673	0.00006254	0.00018600
5:Ins:R:5	0.00010284	0.00016899	0.00043025	0.00015314	0.00000773	0.00007912	0.00007678	0.00044646	0.00000542
2:Del:M:1	0.00012021	0.00034114	0.02261649	0.00145313	0.00701189	0.00003641	0.00161070	0.18207091	0.00253906
3:Del:M:1	0.00000133	0.00001964	0.01435482	0.00995430	0.00023298	0.00127984	0.00189786	0.00579014	0.00145094
3:Del:M:2	0.00295362	0.00107549	0.00649132	0.00451111	0.00029083	0.00380709	0.00093392	0.04767522	0.00391674
4:Del:M:1	0.00011988	0.00007435	0.00898300	0.00633497	0.00016917	0.00238684	0.00152234	0.00897878	0.00005653
4:Del:M:2	0.00054028	0.00008615	0.00450659	0.00060029	0.00022829	0.00763182	0.00283573	0.03010844	0.00092263
4:Del:M:3	0.00068156	0.00000550	0.00184579	0.00015981	0.00000000	0.00479338	0.00107950	0.04281728	0.00210463
5:Del:M:1	0.00048789	0.00000000	0.00494127	0.29510794	0.00080939	0.08089679	0.00009896	0.00005685	0.00119360
5:Del:M:2	0.00000330	0.00000000	0.00149664	0.09746805	0.00128641	0.26910956	0.00017033	0.00003147	0.00137491
5:Del:M:3	0.00000000	0.00000000	0.00268765	0.01827571	0.00120783	0.22277051	0.00034204	0.00069316	0.00047780
5:Del:M:4	0.00045356	0.00000000	0.00010908	0.00065927	0.00035946	0.12519002	0.00012946	0.00273805	0.00000138
5:Del:M:5	0.00230374	0.00041258	0.00081887	0.00038176	0.00000000	0.10371162	0.00022241	0.00119507	0.00087491
