Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I
DEL,C,1,0,0.00276776,8.14e-06,0.00558768,0.04352347,0.10733303,0.02753425,0.3215579,0.01103059,0.00674241
DEL,C,1,1,6.63e-06,0.00022752,0.00849079,0.02138858,0.21955011,0.00278214,0.08939401,0.00356782,3.079e-05
DEL,C,1,2,0,0,0.00996029,0.00041124,0.19224048,0.00413869,0.00105043,0.00053386,0
DEL,C,1,3,0.00252195,0.00149453,0.0078533,0.00536294,0.0702907,3.031e-05,0.01195036,0.00115064,0.00054144
DEL,C,1,4,0.00366869,0.00077527,0.00017855,0.00090946,0.04263908,0.00183903,0.01089392,0.0023096,0.00174408
DEL,C,1,5+,0.01492247,0.0030713,9.751e-05,0.00245892,0.02319336,0.00070555,0.0027719,0.00268769,0.00297727
DEL,T,1,0,0.00753587,0.00147641,0.10699527,0.04017106,0.03634446,0.0039727,0.09571179,0.00863883,0.0162552
DEL,T,1,1,0,0,0.19719502,0.01675716,0.00421856,1.635e-05,0.01559975,0.03024614,0
DEL,T,1,2,0.00686419,0.00112522,0.11844231,0.0093696,0.01812156,0.0121028,0.08224478,0.00197204,0.00955293
DEL,T,1,3,0.02025357,0.00207157,0.09704567,0.01090059,0.01411151,0.02241024,0.10838681,0.00403142,0.01856924
DEL,T,1,4,0.04755677,0.00359188,0.04951236,0.00546301,0.01150755,0.01806285,0.08889522,0.0023787,0.01353353
DEL,T,1,5+,0.81785136,0.00045254,0.00253677,0.0084877,0.00082453,9.483e-05,0.01686676,0.01076782,0.04865849
INS,C,1,0,0,0,7.3e-07,1.4e-07,1.2e-07,2.24e-06,1.42e-06,3.361e-05,0.46012994
INS,C,1,1,0.00023132,2.63e-06,0.00651239,0.00227068,0.00488624,0.00126901,0.0011608,0.00010017,0.01088746
INS,C,1,2,1.528e-05,0,0.00605562,0.00132282,0.00443685,0.00012415,0.00087378,9.194e-05,0.00052092
INS,C,1,3,0.00047628,0.00067623,0.00082696,0.00033367,0.00807421,4.552e-05,0.00085707,5.654e-05,0.00184141
INS,C,1,4,0.0028782,0.0014875,6.2e-07,0.00121327,0.0073248,0.00011507,0.00156222,0.00019865,0.00116426
INS,C,1,5+,0.00853786,0.0217782,0,0.00807927,0.00585855,1.26e-06,0.0094105,0.00274857,0.00128165
INS,T,1,0,0.0012551,0.00206053,0.01298104,0.00554379,0.01478926,0.0053776,0.01149993,0.00423037,0.03211954
INS,T,1,1,1.6e-07,8.2e-07,0.0172889,0.00490246,0.05869738,0.00027214,0.00714839,0.00061421,0.00268754
INS,T,1,2,0.00068155,0.00012112,0.03030908,0.00070216,0.05213913,0,0.00358667,0.00046772,0.00168658
INS,T,1,3,0.00117843,0.00352283,0.02102753,0.00247795,0.03060684,7.006e-05,0.00503526,0.00034617,0.0005135
INS,T,1,4,0.00304956,0.01474679,0.01469891,0.00932675,0.00714073,0.00086109,0.01356169,0.00215213,0.00499289
INS,T,1,5+,0.00245212,0.90874237,0.00034803,0.03788093,0.00140628,0.0032689,0.03028676,0.00710016,0.24074769
DEL,repeats,2,0,0.00013603,0.00017059,0.02926098,0.00901957,0.00642795,0.00131737,0.012758,0.06666546,0.00101251
DEL,repeats,2,1,0.00355216,0.00010098,0.01493426,0.00584018,0.00996144,0.00041923,0.00233024,0.22348383,0.00635128
DEL,repeats,2,2,0.00178481,0.00010723,0.00220058,0.00038714,0.01183734,0.00120891,0.00059454,0.04970439,0.00200137
DEL,repeats,2,3,0.00075298,0.00022459,1.468e-05,0.00025304,0.00611211,0.0002383,0.00023673,0.00893345,0.00042039
DEL,repeats,2,4,0.00095609,8.72e-06,0.00041726,0.0001166,0.00327945,0.00012741,0.0001015,0.00275374,6.95e-06
DEL,repeats,2,5+,0,0,0.02207158,0.00095553,0.00030253,1.346e-05,0.0013749,0.001977,6e-08
DEL,repeats,3,0,1.42e-06,0.00011223,0.01818699,0.01164064,0.00104274,0.00189816,0.00290121,0.00448036,0.00116831
DEL,repeats,3,1,0.00499913,0.00375449,0.00247159,0.00209632,6.378e-05,0.00493091,0.00331068,0.08552128,0.00454041
DEL,repeats,3,2,0.00237453,0.00050965,0.00014384,0.00081036,3.238e-05,0.00021505,0.00165092,0.01800135,0.0012386
DEL,repeats,3,3,0.00046299,0.00039553,0.00039846,0.00035679,2.276e-05,9.609e-05,0.00042726,0.00362857,0.00039481
DEL,repeats,3,4,0,2e-08,0.00629385,0.00012586,8.47e-06,1.73e-06,0.00043638,0.00025479,1.54e-05
DEL,repeats,3,5+,0,2e-08,0.00920017,0.00020727,6.689e-05,1.026e-05,0.0006438,0.00045687,4e-07
DEL,repeats,4,0,3.46e-06,5.228e-05,0.01187118,0.00638785,0.0005732,0.00237214,0.00138638,0.00722841,0.00030149
DEL,repeats,4,1,0.00223734,0.00046682,0.00032275,0.00110751,0.00033389,0.0024608,0.00383783,0.05809685,0.00083458
DEL,repeats,4,2,0.00053775,3.7e-07,1.682e-05,7.43e-05,6.04e-06,0.00020617,1.79e-05,0.01218159,0.00060448
DEL,repeats,4,3,5.42e-06,0,0.00384282,0.00012512,3.198e-05,2.798e-05,0.00024154,0.00468634,1.652e-05
DEL,repeats,4,4,0,1e-08,0.0045026,8.734e-05,6.673e-05,0.00014315,0.0003219,0.00079836,0
DEL,repeats,4,5+,0.00022818,2.493e-05,0.00172596,5.11e-05,0.00017802,0,0.00011881,0.00066592,2.306e-05
DEL,repeats,5+,0,0,0,0.01825308,0.25403317,0.00220202,0.02500995,0.0007278,0.0038772,0.00210485
DEL,repeats,5+,1,0.0030775,1.65e-05,0.00015299,0.00016866,0,0.00712974,8.078e-05,0.01386548,0.00016115
DEL,repeats,5+,2,0.0004405,9.906e-05,0.00040072,0.00038384,3.465e-05,0.00032542,0.00022378,0.00215958,2.925e-05
DEL,repeats,5+,3,0.00016081,1.3e-06,0.00015667,1.179e-05,1.218e-05,0.00016001,2.169e-05,0.00140478,0.00015646
DEL,repeats,5+,4,4.992e-05,1.368e-05,8.39e-05,0.00011378,6.262e-05,4.683e-05,2.39e-05,0.0001568,7.4e-07
DEL,repeats,5+,5+,1.541e-05,1.104e-05,0.00062075,3.395e-05,2.91e-05,0,6.034e-05,7.71e-06,0.00016275
INS,repeats,2,0,0.00031371,0.00042064,0.00890585,0.0018482,0.00236917,0.00207169,0.00145998,0.00145704,0.02465076
INS,repeats,2,1,0.00026318,7.51e-06,0.01934091,0.00150572,0.00358644,0.00022852,0.00175712,0.00032029,3.799e-05
INS,repeats,2,2,0.00104805,0.00027476,0.00738011,0.00039905,0.00128751,0.00055878,0.0015104,0.00018804,0.00141598
INS,repeats,2,3,0.00039786,0.0004743,0.00111553,0.00023202,0.00099682,0.00050735,0.00042072,0.00021717,0.00079546
INS,repeats,2,4,0.00191022,0.00268329,3.425e-05,0.00148096,0.00011763,7.423e-05,0.00140799,4.587e-05,0.00254983
INS,repeats,2,5+,0.01426216,0.01482576,0.00047168,0.00958274,2.05e-06,0.00052601,0.01191979,0.00196786,0.00172281
INS,repeats,3,0,5.106e-05,8.1e-07,0.00427339,0.00055451,0.00014159,0.00100425,0.00035511,5.047e-05,0.00656658
INS,repeats,3,1,0.00127074,0.00027579,0.00636915,0.00101917,0.00023672,0.00020262,0.00081252,0.00068287,0.00236506
INS,repeats,3,2,0.0002305,1.244e-05,0.00138879,0.00017801,0.00013987,0.00060902,0.0001456,0.00034737,0.00012185
INS,repeats,3,3,1.65e-06,0.00010408,2.075e-05,2.259e-05,0,0.00018716,7.24e-06,0.0001129,0.00029442
INS,repeats,3,4,0.00011746,8.637e-05,4.6e-07,0.00012144,1.25e-05,0.00020315,4.329e-05,8.33e-05,0.00041958
INS,repeats,3,5+,0.00190196,0.00094826,4.17e-06,0.00034574,4.984e-05,3.84e-05,0.00026816,4.799e-05,0.00273474
INS,repeats,4,0,1.026e-05,6.2e-07,0.00274177,0.00063924,3.802e-05,0.00181589,0.00019244,5.633e-05,0.00530305
INS,repeats,4,1,0.00115299,0.00080511,0.00392915,0.00150165,0.00023384,0.00053195,0.00097693,0.0011821,0.00177531
INS,repeats,4,2,1.506e-05,4.899e-05,0.00022081,4.433e-05,0.00015285,0.00058632,3.6e-05,1.157e-05,7.627e-05
INS,repeats,4,3,9.779e-05,0.00015683,0,4.929e-05,1.508e-05,0.00029332,6.952e-05,5.19e-06,0.00091445
INS,repeats,4,4,0.0002928,0.00026887,2.927e-05,8.508e-05,0,0.00010793,7.912e-05,4.053e-05,0.00195844
INS,repeats,4,5+,0.00219179,0.00086309,0.00056671,0.00148024,2.341e-05,8.014e-05,0.00090521,9.15e-05,0.00025564
INS,repeats,5+,0,0,3e-08,0.00517016,0.00011252,6.553e-05,0.00849657,0.00032061,8.315e-05,0.00331885
INS,repeats,5+,1,0.00012465,0.00125709,0.00676975,0.00982592,0.00042445,0.0050616,0.00182927,0.0017503,0.02822924
INS,repeats,5+,2,1.18e-06,0.00027045,0.00022414,3.473e-05,2.979e-05,0.00163563,4.761e-05,0.00014696,0.00052405
INS,repeats,5+,3,9.106e-05,0.00024993,0.00015831,0.00019871,1.837e-05,5.54e-06,0.00023171,1.31e-06,0.00014058
INS,repeats,5+,4,4.17e-06,0.00027773,0.00011335,3.333e-05,3.1e-05,2.506e-05,0.00014673,6.254e-05,0.000186
INS,repeats,5+,5+,0.00010284,0.00016899,0.00043025,0.00015314,7.73e-06,7.912e-05,7.678e-05,0.00044646,5.42e-06
DEL,MH,2,1,0.00012021,0.00034114,0.02261649,0.00145313,0.00701189,3.641e-05,0.0016107,0.18207091,0.00253906
DEL,MH,3,1,1.33e-06,1.964e-05,0.01435482,0.0099543,0.00023298,0.00127984,0.00189786,0.00579014,0.00145094
DEL,MH,3,2,0.00295362,0.00107549,0.00649132,0.00451111,0.00029083,0.00380709,0.00093392,0.04767522,0.00391674
DEL,MH,4,1,0.00011988,7.435e-05,0.008983,0.00633497,0.00016917,0.00238684,0.00152234,0.00897878,5.653e-05
DEL,MH,4,2,0.00054028,8.615e-05,0.00450659,0.00060029,0.00022829,0.00763182,0.00283573,0.03010844,0.00092263
DEL,MH,4,3,0.00068156,5.5e-06,0.00184579,0.00015981,0,0.00479338,0.0010795,0.04281728,0.00210463
DEL,MH,5+,1,0.00048789,0,0.00494127,0.29510794,0.00080939,0.08089679,9.896e-05,5.685e-05,0.0011936
DEL,MH,5+,2,3.3e-06,0,0.00149664,0.09746805,0.00128641,0.26910956,0.00017033,3.147e-05,0.00137491
DEL,MH,5+,3,0,0,0.00268765,0.01827571,0.00120783,0.22277051,0.00034204,0.00069316,0.0004778
DEL,MH,5+,4,0.00045356,0,0.00010908,0.00065927,0.00035946,0.12519002,0.00012946,0.00273805,1.38e-06
DEL,MH,5+,5+,0.00230374,0.00041258,0.00081887,0.00038176,0,0.10371162,0.00022241,0.00119507,0.00087491
