"ex.sig","ref.sig","sim"
"hdp.1","SBS1",0.998941243295805
"hdp.2","SBS17b",0.99932653060721
"hdp.3","SBS2",0.999393593508437
"hdp.4","SBS3",0.997580523076646
"hdp.5","SBS40",0.99926688464614
"hdp.6","SBS16",0.990664247745044
"hdp.7","SBS18",0.99778089773105
"hdp.8","SBS44",0.994444722086778
"hdp.9","SBS13",0.997727567668713
"hdp.10","SBS7d",0.974956675832587
"hdp.11","SBS22",0.988660636992965
"hdp.12","SBS4",0.998589026746315
"hdp.13","SBS28",0.984419847598425
"hdp.14","SBS41",0.993784639782158
"hdp.15","SBS7c",0.99933374971858
"hdp.16","SBS12",0.993209973314987
"hdp.17","SBS5",0.999154335878419
"hdp.18","SBS17a",0.998395430978768
"hdp.19","SBS7a",0.975560598278379
"hdp.20","SBS7b",0.995659587111165
"hdp.21","SBS29",0.951780897153509
