Data_set,Noise_level,Approach,Run,cpu_time
sens_SBS35_30_1066,Realistic,mSigHdp_ds_3k,seed.1076753,1306643.4639999997
sens_SBS35_30_1066,Realistic,mSigHdp_ds_3k,seed.145879,1335805.7440000002
sens_SBS35_30_1066,Realistic,mSigHdp_ds_3k,seed.200437,1335775.834
sens_SBS35_30_1066,Realistic,mSigHdp_ds_3k,seed.310111,1320953.1160000002
sens_SBS35_30_1066,Realistic,mSigHdp_ds_3k,seed.528401,1323716.9920000003
sens_SBS35_30_1066,Realistic,SigProfilerExtractor,seed.1076753,339093.79000000004
sens_SBS35_30_1066,Realistic,SigProfilerExtractor,seed.145879,343735.13
sens_SBS35_30_1066,Realistic,SigProfilerExtractor,seed.200437,343304.49
sens_SBS35_30_1066,Realistic,SigProfilerExtractor,seed.310111,343718.75
sens_SBS35_30_1066,Realistic,SigProfilerExtractor,seed.528401,340070.44
