Data_set,Noise_level,Approach,Run,PPV,TPR,aver_Sim_TP_only,Composite,N_Sigs,FN,FP,FP.sigs,FN.sigs
sens_SBS35_30_1066,Realistic,mSigHdp_ds_3k,seed.1076753,1,0.9130434782608695,0.9898278563359052,2.902871334596775,21,2,0,,
sens_SBS35_30_1066,Realistic,mSigHdp_ds_3k,seed.145879,1,0.8695652173913043,0.992476582657805,2.8620418000491092,20,3,0,,
sens_SBS35_30_1066,Realistic,mSigHdp_ds_3k,seed.200437,1,0.9130434782608695,0.9922548906908911,2.905298368951761,21,2,0,,
sens_SBS35_30_1066,Realistic,mSigHdp_ds_3k,seed.310111,1,0.9130434782608695,0.9923877536557394,2.905431231916609,21,2,0,,
sens_SBS35_30_1066,Realistic,mSigHdp_ds_3k,seed.528401,1,0.8695652173913043,0.9942774981623839,2.8638427155536883,20,3,0,,
sens_SBS35_30_1066,Realistic,SigProfilerExtractor,seed.1076753,0.8823529411764706,0.6521739130434783,0.976060819795989,2.510587674015938,17,8,2,,
sens_SBS35_30_1066,Realistic,SigProfilerExtractor,seed.145879,0.8823529411764706,0.6521739130434783,0.9769834685451807,2.5115103227651296,17,8,2,,
sens_SBS35_30_1066,Realistic,SigProfilerExtractor,seed.200437,0.8823529411764706,0.6521739130434783,0.9764502008873122,2.510977055107261,17,8,2,,
sens_SBS35_30_1066,Realistic,SigProfilerExtractor,seed.310111,0.8823529411764706,0.6521739130434783,0.9769520630044224,2.5114789172243714,17,8,2,,
sens_SBS35_30_1066,Realistic,SigProfilerExtractor,seed.528401,0.875,0.6086956521739131,0.9766840116398139,2.460379663813727,16,9,2,,
