"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.929311438825674
"SBS96B","SBS7b",0.981056353347848
"SBS96C","SBS2",0.996016503485913
"SBS96D","SBS4",0.983684961847516
"SBS96F","SBS3",0.930196671077597
"SBS96G","SBS40",0.92904292950688
"SBS96H","SBS44",0.994371622027843
"SBS96I","SBS1",0.999484669336031
"SBS96J","SBS17b",0.999477954737878
"SBS96K","SBS12",0.906013944504498
"SBS96L","SBS18",0.9888116300124
"SBS96M","SBS7c",0.994327275627552
"SBS96N","SBS17a",0.999690435676939
"SBS96O","SBS7d",0.959726339925069
"SBS96P","SBS13",0.998590890435076
"SBS96Q","SBS22",0.978367181469963
"SBS96R","SBS28",0.964429621067425
