"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.981079393511664
"SBS96B","SBS7b",0.997747512957436
"SBS96C","SBS4",0.988148726795511
"SBS96D","SBS2",0.99993056557519
"SBS96F","SBS3",0.948619151644033
"SBS96G","SBS40",0.935307987425828
"SBS96H","SBS17b",0.999555608721842
"SBS96I","SBS1",0.999996254019422
"SBS96J","SBS44",0.998274832888949
"SBS96K","SBS7c",0.999938438609206
"SBS96L","SBS18",0.995027425936235
"SBS96M","SBS12",0.994784537546182
"SBS96N","SBS16",0.980030020094287
"SBS96O","SBS17a",0.999990834630802
"SBS96Q","SBS7d",0.998310030936762
"SBS96R","SBS13",0.999961690338101
"SBS96S","SBS22",0.994807613871245
"SBS96T","SBS41",0.983657232112703
"SBS96U","SBS28",0.990926077258507
