Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID2 0.997),hdp.2 (ID5 0.998),hdp.3 (ID8 0.999),hdp.4 (ID3 0.998),hdp.5 (ID6 1),hdp.6 (ID14 0.915),hdp.7 (ID4 0.998),hdp.8 (ID1 1),hdp.9 (ID13 0.999),hdp.10 (ID9 0.998),hdp.11 (ID11 0.999),hdp.12 (ID12 0.993),hdp.13 (ID10 0.987),hdp.14 (False Positive) (ID5 0.927)
DEL,C,1,0,0.0045753302870097,0.020015760285957,0.0387265767956882,0.115866290453425,0.0292061972796377,0.012593284170779,0.00810877564086801,0.00023488259209855,0.0509196345271307,0.323652116918984,0.00275500014624726,0.0482166509423575,0.0102426020043438,0.018800008907883
DEL,C,1,1,0.000140898216916602,0.0289248159170408,0.0219741208508312,0.217828434938974,0.00562776159818407,0.00160512452223858,0.00268863408778697,0.000759028437225677,0.0145487691257494,0.0944792575960026,0.00124419199741502,0.0112536441691653,0.0233974723085687,0.0217230852555542
DEL,C,1,2,4.02127465399034e-06,0.0261514897394205,0.00291885836420778,0.189900699912945,0.0078658442435913,0.000987362089803431,0.00148686821416872,1.30280676063462e-05,0.00635720607323586,0.00266526720600957,0.000200585575538615,0.00194056351696859,0.0173808104382353,0.0304395429141298
DEL,C,1,3,0.00246771302268089,0.0146608892281947,0.00576661907862156,0.060575478187773,0.000900440321604538,0.000805432150319928,0.00133053586938749,0.00172791680122041,0.00568369274229809,0.0094330206854477,0.000410419692545899,0.00576031342626944,0.00752307083895313,0.0130164729589159
DEL,C,1,4,0.00333232186394448,0.00260469591117197,0.00100028859977909,0.042638959599317,0.00289242697061676,0.00278878102312662,0.0016617211586712,0.000821707212811981,0.00326793485274638,0.0113671186040949,0.000248407302157093,0.00303551267937387,0.00401790640154467,0.00219543626467139
DEL,C,1,5+,0.0138621811801627,0.00235406490553571,0.00063254601367265,0.0228425232986569,0.00165295202017084,0.00545552414003545,0.00243028233698897,0.00331204537841799,0.00137453898139779,0.00114270430008765,0.000780624521171804,0.0344342848557645,0.00639438586300652,0.00159132461174012
DEL,T,1,0,0.00719851093420518,0.105188772159791,0.0357555211923637,0.0366303567753014,0.00400463769119706,0.0235740662507461,0.00391119348705315,0.00105841045045243,0.048131794545478,0.0975580760405311,0.00065858888862182,0.0249026360459888,0.0325075141988121,0.0905665922069664
DEL,T,1,1,4.83064971901974e-06,0.108239149172027,0.00949470506128118,0.0115313977059824,0.000295256388319038,0.000701860703932433,0.000808387336450647,1.13874859092539e-05,0.531662631249062,0.0448000289136777,0.00104425808062487,0.00400239761225806,0.00114969230383286,0.0758616121747782
DEL,T,1,2,0.00584484393827909,0.102386992549608,0.00865727593743779,0.0145459583283983,0.0119092538796126,0.0120159556223173,0.000904050043035105,0.000758653131740724,0.0216934247798449,0.079036030284028,0.000696522946922169,0.021739918104487,0.00289697170190561,0.211414541512801
DEL,T,1,3,0.016361883226095,0.089810338528628,0.00861565617997946,0.0154674676750744,0.0210645056317132,0.0231412539029742,0.00133553131098459,0.00278212162256204,0.0593637920036138,0.117294460433379,0.00150568260213755,0.0168676988747683,0.00713820843389147,0.0737630589161859
